xm,xm-1,xm-2,y1-m,y2-m,y3-m,y4-m,y5-m
0.236626147,0.266956147,0.280136147,0.003273352,-0.051560284,0.166300142,0.009793853,0.03423634
0.152926147,0.236626147,0.266956147,0.002892871,-0.011560284,0.568940142,0.081693853,-0.031140011
0.046526147,0.152926147,0.236626147,0.002189367,-0.001560284,-0.154369858,0.038493853,-0.032723489
-0.031473853,0.046526147,0.152926147,-0.002157587,-0.031560284,-0.101759858,0.005793853,-0.06566415
-0.060873853,-0.031473853,0.046526147,-0.001490725,-0.051560284,-0.348819858,-0.063406147,0.024597321
-0.030073853,-0.060873853,-0.031473853,-0.000154691,-0.071560284,0.100420142,-0.022806147,0.052118276
0.021526147,-0.030073853,-0.060873853,0.001172138,-0.071560284,0.267200142,-0.037306147,-0.010201868
0.044326147,0.021526147,-0.030073853,0.000499195,-0.051560284,-0.280359858,0.001193853,-0.04348106
0.001726147,0.044326147,0.021526147,0.004426166,0.008439716,-0.014599858,0.083893853,0.08581381
-0.136373853,0.001726147,0.044326147,0.000146686,0.078439716,0.515610142,0.098093853,0.016288485
-0.289873853,-0.136373853,0.001726147,0.000790988,0.028439716,0.028000142,-0.057606147,-0.084654183
-0.370543853,-0.289873853,-0.136373853,-0.002129188,-0.021560284,-0.181889858,-0.084106147,-0.074697501
-0.333453853,-0.370543853,-0.289873853,-0.00018386,-0.091560284,-0.239969858,-0.110306147,-0.071690543
-0.210083853,-0.333453853,-0.370543853,0.000459758,-0.111560284,0.344690142,-0.008606147,0.103714317
-0.052533853,-0.210083853,-0.333453853,0.000453765,-0.181560284,1.613600142,0.099493853,0.052075691
0.080656147,-0.052533853,-0.210083853,0.000447817,-0.181560284,1.096140142,-0.094006147,0.063877255
0.170246147,0.080656147,-0.052533853,-0.000836366,-0.131560284,0.005570142,0.106393853,0.039216707
0.195076147,0.170246147,0.080656147,-0.001476682,-0.031560284,0.217470142,0.056293853,-0.007005518
0.208716147,0.195076147,0.170246147,0.001079642,-0.091560284,0.722550142,0.022893853,0.010893458
0.211256147,0.208716147,0.195076147,0.000116135,-0.071560284,0.168710142,0.001493853,0.004352874
0.206526147,0.211256147,0.208716147,0.005464428,-0.081560284,-0.022079858,0.054393853,-0.005277504
0.188326147,0.206526147,0.211256147,0.000405126,0.038439716,-0.050699858,0.077793853,-0.010728333
0.157226147,0.188326147,0.206526147,-0.001156524,-0.031560284,0.062350142,-0.087706147,0.026496333
0.154026147,0.157226147,0.188326147,-0.002718174,-0.021560284,-0.082069858,-0.064506147,0.017174246
0.148526147,0.154026147,0.157226147,-0.000843744,0.028439716,0.059270142,0.109593853,0.038290761
0.101926147,0.148526147,0.154026147,0.000404004,0.028439716,-0.076029858,0.021093853,-0.043113592
0.043526147,0.101926147,0.148526147,0.000398417,-0.011560284,0.116030142,-0.059606147,0.030988352
-0.013273853,0.043526147,0.101926147,-0.001777832,-0.051560284,0.175800142,0.056193853,0.005158503
-0.059273853,-0.013273853,0.043526147,-0.002713695,-0.051560284,0.194570142,-0.033606147,0.054910312
-0.097673853,-0.059273853,-0.013273853,-0.005231493,0.028439716,-0.090859858,0.035393853,0.042595256
-0.159373853,-0.097673853,-0.059273853,0.001668676,-0.031560284,0.149950142,0.033193853,-0.045635918
-0.193573853,-0.159373853,-0.097673853,0.000405126,-0.071560284,0.005480142,-0.028206147,-0.052101337
-0.171373853,-0.193573853,-0.159373853,0.00287768,-0.081560284,-0.092449858,-0.045006147,0.023913746
-0.116273853,-0.171373853,-0.193573853,0.000385169,-0.051560284,0.032320142,0.057493853,-0.063810114
-0.070373853,-0.116273853,-0.171373853,-0.001464425,-0.021560284,0.009190142,0.012093853,-0.036349853
-0.049573853,-0.070373853,-0.116273853,-0.002081539,-0.011560284,-0.108729858,-0.065106147,0.046284694
-0.041073853,-0.049573853,-0.070373853,0.00069154,0.018439716,-0.341299858,0.149593853,0.057323549
-0.065573853,-0.041073853,-0.049573853,0.00068371,0.008439716,-0.220879858,-0.059306147,-0.076329144
-0.094133853,-0.065573853,-0.041073853,-0.001462689,-0.011560284,-0.236809858,-0.008506147,-0.002624363
-0.110303853,-0.094133853,-0.065573853,-0.001769501,0.018439716,-0.180879858,0.036293853,0.002307233
-0.111723853,-0.110303853,-0.094133853,-0.000237382,-0.081560284,-0.331709858,0.056293853,-0.005250517
-0.070753853,-0.111723853,-0.110303853,0.011213936,0.008439716,-0.241149858,-0.105506147,-0.04583173
-0.028203853,-0.070753853,-0.111723853,0.001512416,-0.021560284,-0.196349858,0.113693853,0.008774086
0.004106147,-0.028203853,-0.070753853,0.000613701,-0.041560284,0.048150142,-0.028006147,0.04870306
0.038336147,0.004106147,-0.028203853,0.003237724,-0.021560284,-0.041009858,-0.134706147,0.013765149
0.066786147,0.038336147,0.004106147,0.000588801,0.008439716,-0.070049858,0.107493853,0.020704129
0.080976147,0.066786147,0.038336147,-0.000576304,-0.001560284,0.031100142,-0.078106147,-0.013877986
0.063266147,0.080976147,0.066786147,-0.003190694,0.028439716,-0.192239858,-0.035806147,0.040415628
0.038096147,0.063266147,0.080976147,0.001167465,0.028439716,-0.029039858,0.039793853,0.006146023
0.009676147,0.038096147,0.063266147,0.000866815,0.018439716,0.050070142,0.000293853,-0.008476719
-0.014113853,0.009676147,0.038096147,-0.003469683,0.018439716,-0.052659858,-0.067706147,-0.008003011
-0.026593853,-0.014113853,0.009676147,-0.001156524,-0.001560284,0.066730142,0.006593853,0.026306565
-0.018643853,-0.026593853,-0.014113853,0.001444915,-0.011560284,0.140810142,-0.073706147,0.005498101
-0.004563853,-0.018643853,-0.026593853,-0.002599844,0.048439716,0.072450142,0.103593853,0.025716437
0.018216147,-0.004563853,-0.018643853,0.000862783,0.008439716,0.171420142,-0.005806147,-0.007724922
0.022626147,0.018216147,-0.004563853,0.000566869,0.018439716,0.075440142,0.032193853,0.0008181
0.011806147,0.022626147,0.018216147,0.001985377,0.018439716,0.025140142,-0.084506147,0.022115492
-0.017903853,0.011806147,0.022626147,-0.000303572,0.038439716,-0.062209858,0.007593853,-0.019877289
-0.023503853,-0.017903853,0.011806147,-0.000872579,0.028439716,0.151520142,-0.018506147,-0.025634002
-0.006833853,-0.023503853,-0.017903853,-0.002862988,0.058439716,0.082880142,0.123393853,-0.007383401
0.020486147,-0.006833853,-0.023503853,0.0008337,0.068439716,-0.045019858,-0.019706147,0.025482744
0.039316147,0.020486147,-0.006833853,0.000824621,0.088439716,-0.057399858,-0.010206147,0.010015496
0.048336147,0.039316147,0.020486147,-0.001156524,0.078439716,-0.186099858,0.033093853,-0.011821218
0.043326147,0.048336147,0.039316147,-0.00087424,0.108439716,-0.396479858,0.026893853,0.002337415
0.052726147,0.043326147,0.048336147,0.000252152,0.058439716,-0.076069858,-0.083806147,-0.008130295
0.079126147,0.052726147,0.043326147,-0.001156524,0.118439716,-0.013489858,-0.027206147,0.008516166
0.108026147,0.079126147,0.052726147,0.000527878,0.118439716,0.096210142,-0.025206147,-0.003249794
0.118226147,0.108026147,0.079126147,-3.72075E-05,0.108439716,-0.045869858,0.082393853,-0.002020666
0.119826147,0.118226147,0.108026147,0.00135144,0.088439716,-0.180459858,-0.004506147,0.013092843
0.105526147,0.119826147,0.118226147,0.000507442,0.158439716,-0.107989858,-0.072206147,0.021830523
0.085426147,0.105526147,0.119826147,0.000501091,0.178439716,-0.162699858,-0.019006147,0.00135479
0.072726147,0.085426147,0.105526147,-0.001156524,0.178439716,-0.407039858,0.102893853,0.035462874
0.074326147,0.072726147,0.085426147,0.001592184,0.198439716,-0.232269858,-0.069306147,-0.003261322
0.057426147,0.074326147,0.072726147,0.001029985,0.178439716,-0.083599858,0.019193853,0.083166772
0.023026147,0.057426147,0.074326147,-0.000611612,0.168439716,-0.089499858,0.064093853,-0.076584176
-0.012073853,0.023026147,0.057426147,-0.000884324,0.118439716,-0.300239858,-0.092906147,0.000387163
-0.023673853,-0.012073853,0.023026147,-6.94275E-05,0.098439716,-0.121949858,0.005893853,0.045627444
-0.029273853,-0.023673853,-0.012073853,-0.002515819,0.138439716,0.102280142,-0.048006147,0.017678024
-0.035073853,-0.029273853,-0.023673853,0.001016311,0.138439716,0.011230142,-0.024706147,0.054014583
-0.072673853,-0.035073853,-0.029273853,0.000195998,0.118439716,-0.053029858,0.002893853,0.057064744
-0.147573853,-0.072673853,-0.035073853,0.003677973,0.138439716,0.001210142,-0.074706147,0.011771285
-0.239173853,-0.147573853,-0.072673853,0.001240692,0.168439716,0.017010142,-0.062106147,-0.003782629
-0.326273853,-0.239173853,-0.147573853,-0.001422229,0.118439716,-0.256079858,0.010493853,-0.011632693
-0.369233853,-0.326273853,-0.239173853,-0.002220972,0.088439716,-0.122479858,-0.027406147,-0.025552707
-0.332853853,-0.369233853,-0.326273853,0.000704551,0.048439716,0.047760142,-0.089006147,-0.105030782
-0.218823853,-0.332853853,-0.369233853,0.00069661,0.068439716,0.230340142,0.028793853,-0.088478139
-0.065713853,-0.218823853,-0.332853853,-0.000892435,0.008439716,0.216850142,-0.125006147,0.086689155
0.118586147,-0.065713853,-0.218823853,-0.001420613,0.028439716,0.215910142,0.037393853,0.035488228
0.272196147,0.118586147,-0.065713853,-0.001156524,0.018439716,0.483920142,0.135693853,0.026061548
0.391086147,0.272196147,0.118586147,-0.003806285,0.068439716,0.508410142,-0.039006147,-0.002207622
0.475966147,0.391086147,0.272196147,-0.000359897,0.088439716,0.359520142,-0.014106147,0.054210612
0.484426147,0.475966147,0.391086147,-9.66215E-05,0.108439716,0.078880142,0.013393853,0.016475148
0.415326147,0.484426147,0.475966147,0.001744938,0.108439716,0.074920142,0.085093853,0.052828747
0.319426147,0.415326147,0.484426147,-0.000106235,0.148439716,-0.061239858,0.247993853,-0.04266842
0.214626147,0.319426147,0.415326147,-0.001156524,0.148439716,0.097390142,-0.130106147,0.027805909
0.085826147,0.214626147,0.319426147,-0.002469783,0.118439716,0.024040142,-0.117706147,-0.006779358
-0.061573853,0.085826147,0.214626147,-0.000105599,0.138439716,-0.117429858,0.191193853,0.004461086
-0.178373853,-0.061573853,0.085826147,0.000676497,0.118439716,-0.186829858,0.008493853,-0.067399021
-0.249573853,-0.178373853,-0.061573853,-0.000373306,0.118439716,-0.645159858,-0.014206147,-0.011527696
-0.243273853,-0.249573853,-0.178373853,-0.000635162,0.078439716,0.122920142,-0.042506147,0.040463266
-0.199173853,-0.243273853,-0.249573853,0.000403817,0.108439716,-0.213029858,0.075793853,0.060791377
-0.153973853,-0.199173853,-0.243273853,-0.002977468,0.178439716,-0.111229858,-0.070106147,-0.111333898
-0.113273853,-0.153973853,-0.199173853,0.00118329,0.118439716,-0.131709858,-0.053606147,-0.032273004
-0.076173853,-0.113273853,-0.153973853,0.001170752,0.078439716,-0.020789858,0.063993853,0.030294799
-0.071573853,-0.076173853,-0.113273853,0.003205702,0.058439716,-0.098309858,-0.145106147,-0.020154117
-0.060873853,-0.071573853,-0.076173853,0.000372684,0.118439716,-0.037309858,-0.081606147,-0.004401245
-0.057573853,-0.060873853,-0.071573853,-0.000140036,0.098439716,0.046520142,0.009193853,0.001013191
-0.044273853,-0.057573853,-0.060873853,-0.00268215,0.068439716,0.004130142,0.121793853,-0.005732145
-0.016273853,-0.044273853,-0.057573853,-0.001156524,0.108439716,-0.055289858,-0.028406147,0.002860224
0.019926147,-0.016273853,-0.044273853,0.001889388,0.048439716,-0.018369858,0.038193853,-0.082785937
0.064926147,0.019926147,-0.016273853,-0.001409536,0.098439716,0.012730142,0.016493853,0.03320478
0.080526147,0.064926147,0.019926147,0.000107063,0.078439716,0.046230142,-0.002306147,0.017899613
0.055826147,0.080526147,0.064926147,-0.000904247,0.088439716,0.100680142,0.105993853,-0.008761844
0.006126147,0.055826147,0.080526147,-0.003939662,0.148439716,0.079390142,-0.021206147,-0.003893968
-0.034073853,0.006126147,0.055826147,0.001121913,0.118439716,0.059010142,-0.093306147,-0.04958419
-0.062173853,-0.034073853,0.006126147,-0.000651824,0.128439716,0.175070142,-0.065406147,-0.075420579
-0.072973853,-0.062173853,-0.034073853,0.001107397,0.108439716,0.116550142,-0.035406147,0.034344964
-0.076073853,-0.072973853,-0.062173853,0.001594559,0.118439716,0.125690142,-0.011306147,-0.011284704
-0.095573853,-0.076073853,-0.072973853,-0.000658194,0.158439716,-0.040179858,0.058493853,-0.025295723
-0.123073853,-0.095573853,-0.076073853,-0.003904442,0.138439716,-0.026039858,0.031493853,-0.058328094
-0.124073853,-0.123073853,-0.095573853,0.000594162,0.098439716,0.227560142,-0.178006147,-0.046365659
-0.108273853,-0.124073853,-0.123073853,0.000338467,0.088439716,0.236900142,0.057993853,-0.195131623
-0.075653853,-0.108273853,-0.124073853,-0.001903376,0.048439716,0.271030142,-0.112906147,0.060804272
-0.017423853,-0.075653853,-0.108273853,-0.00290419,0.068439716,0.401240142,0.037893853,0.080794312
0.033966147,-0.017423853,-0.075653853,-0.001657152,0.088439716,-0.084069858,-0.073506147,0.007372411
0.082816147,0.033966147,-0.017423853,-0.001407054,0.158439716,-0.026389858,0.107593853,-0.034487153
0.114126147,0.082816147,0.033966147,9.46855E-05,0.148439716,-0.036129858,0.096893853,-0.049897494
0.126726147,0.114126147,0.082816147,0.000589135,0.128439716,-0.108089858,0.005093853,0.032902286
0.097426147,0.126726147,0.114126147,0.001819806,0.138439716,-0.072859858,0.134193853,-0.016590719
0.014226147,0.097426147,0.126726147,7.76195E-05,0.158439716,-0.010729858,-0.111006147,-0.048903334
-0.060373853,0.014226147,0.097426147,-0.001156524,0.158439716,-0.054099858,0.037893853,-0.094915989
-0.094773853,-0.060373853,0.014226147,-0.001896589,0.118439716,0.086820142,0.051293853,-0.118889074
-0.119073853,-0.094773853,-0.060373853,7.62175E-05,0.118439716,0.043780142,0.052093853,-0.023526564
-0.151673853,-0.119073853,-0.094773853,0.001787857,0.138439716,-0.032399858,-0.082106147,-0.158709437
-0.201213853,-0.151673853,-0.119073853,-0.000423537,0.108439716,-0.005509858,0.047693853,0.070640553
-0.256203853,-0.201213853,-0.151673853,-0.000424772,0.118439716,-0.037629858,-0.041906147,0.033905216
-0.295973853,-0.256203853,-0.201213853,-0.000426003,0.058439716,-0.076569858,-0.033206147,-0.082247683
-0.284073853,-0.295973853,-0.256203853,-0.001399894,0.068439716,0.004920142,-0.013406147,-0.109532529
-0.194043853,-0.284073853,-0.295973853,0.001028916,0.008439716,0.198160142,-0.072806147,-0.096217292
-0.069233853,-0.194043853,-0.284073853,0.00029435,-0.001560284,0.069000142,-0.044306147,-0.041411698
0.046966147,-0.069233853,-0.194043853,0.001970506,0.048439716,-0.021169858,-0.036106147,0.128152306
0.115726147,0.046966147,-0.069233853,-0.000438088,0.068439716,-0.016759858,0.059093853,0.059279272
0.153286147,0.115726147,0.046966147,-0.001635349,0.078439716,-0.037359858,-0.012706147,0.019777953
0.159596147,0.153286147,0.115726147,-0.001156524,0.088439716,0.119220142,0.041293853,0.068283344
0.157516147,0.159596147,0.153286147,-0.000438484,0.068439716,-0.062489858,-0.007806147,0.023967104
0.159046147,0.157516147,0.159596147,0.000990501,0.068439716,-0.204429858,0.007693853,-0.044636747
0.158076147,0.159046147,0.157516147,-0.00091862,0.068439716,-0.136899858,0.028193853,0.067936978
0.158366147,0.158076147,0.159046147,-0.00091875,0.038439716,-0.207269858,0.038293853,-0.018393873
0.153656147,0.158366147,0.158076147,0.000740997,0.048439716,-0.068429858,0.067193853,0.017329878
0.116526147,0.153656147,0.158366147,-0.002104248,0.098439716,-0.066889858,0.115493853,0.028156319
0.061526147,0.116526147,0.153656147,0.000500639,0.078439716,-0.141449858,-0.112606147,0.046710765
0.005026147,0.061526147,0.116526147,0.000729666,0.068439716,-0.160409858,0.006093853,-0.047758197
-0.040473853,0.005026147,0.061526147,0.001423683,0.078439716,-0.128209858,-0.016306147,-0.003496288
-0.060673853,-0.040473853,0.005026147,0.000710408,0.078439716,-0.164219858,0.089393853,-0.019715953
-0.056773853,-0.060673853,-0.040473853,-0.000458488,0.058439716,-0.291239858,-0.053306147,0.028725242
-0.031973853,-0.056773853,-0.060673853,-0.001156524,0.068439716,-0.097499858,-0.068806147,-0.047924067
0.013426147,-0.031973853,-0.056773853,0.000236191,0.048439716,-0.136039858,0.112493853,-0.012788682
0.058626147,0.013426147,-0.031973853,0.000462685,0.028439716,-0.014279858,-0.062706147,-0.005707018
0.089426147,0.058626147,0.013426147,-3.63055E-06,0.038439716,0.015970142,0.058893853,0.027405311
0.085726147,0.089426147,0.058626147,-0.000236408,0.058439716,-0.013099858,-0.071606147,0.030025288
0.056226147,0.085726147,0.089426147,0.000906637,0.068439716,-0.017659858,-0.112506147,0.021937994
0.019726147,0.056226147,0.085726147,-0.003449531,0.108439716,-0.032349858,0.114893853,0.01655403
-0.018073853,0.019726147,0.056226147,0.000449851,0.098439716,-0.047749858,0.047293853,0.019141848
-0.045373853,-0.018073853,0.019726147,0.000900123,0.108439716,-0.126889858,-0.103506147,-0.011447367
-0.064073853,-0.045373853,-0.018073853,0.001344001,0.098439716,0.013780142,-0.026706147,-0.034803901
-0.069473853,-0.064073853,-0.045373853,-0.0002508,0.088439716,0.019390142,-0.070306147,0.025202791
-0.050273853,-0.069473853,-0.064073853,-0.000704369,0.068439716,0.022090142,-0.023906147,0.023818592
-0.022373853,-0.050273853,-0.069473853,-0.001156524,0.088439716,0.153280142,0.131193853,0.02759226
-0.002373853,-0.022373853,-0.050273853,-0.000253625,0.058439716,0.033070142,-0.047306147,0.003658824
0.019026147,-0.002373853,-0.022373853,-3.05325E-05,0.048439716,-0.032429858,0.036993853,0.015306465
0.051026147,0.019026147,-0.002373853,-0.000706944,0.018439716,-0.020369858,-0.000306147,-0.022874036
0.099126147,0.051026147,0.019026147,-0.000483025,0.018439716,-0.061679858,-0.041606147,0.047416535
0.132726147,0.099126147,0.051026147,-3.63415E-05,0.008439716,-0.049069858,-0.002206147,0.04504776
0.133826147,0.132726147,0.099126147,-0.00272559,0.068439716,0.003420142,0.004293853,0.026321798
0.151526147,0.133826147,0.132726147,0.000636232,0.058439716,-0.008529858,0.047293853,0.013516158
0.149226147,0.151526147,0.133826147,0.000628862,0.028439716,-0.035639858,0.026693853,0.032777884
0.140926147,0.149226147,0.151526147,0.002171419,0.058439716,-0.072409858,0.002993853,-0.010062869
0.122226147,0.140926147,0.149226147,0.001487591,0.048439716,-0.102119858,-0.030006147,-0.038452803
0.110026147,0.122226147,0.140926147,0.000597318,0.058439716,-0.063699858,0.055293853,0.02055241
0.120326147,0.110026147,0.122226147,-0.001156524,0.058439716,-0.028459858,0.021293853,-0.002132723
0.160826147,0.120326147,0.110026147,0.000372299,0.018439716,-0.241249858,-0.046906147,0.013997262
0.229426147,0.160826147,0.120326147,0.000801231,0.028439716,-0.110979858,0.036693853,0.015590461
0.261826147,0.229426147,0.160826147,-0.000505895,0.048439716,-0.136969858,-0.009606147,0.035794962
0.265526147,0.261826147,0.229426147,0.000357829,0.028439716,-0.123899858,-0.021606147,0.01027191
0.256426147,0.265526147,0.261826147,0.002285154,0.018439716,-0.096449858,0.057893853,0.02338612
0.232726147,0.256426147,0.265526147,-0.003519745,0.028439716,-0.224779858,-0.036106147,-0.004475418
0.213126147,0.232726147,0.256426147,0.002062872,0.018439716,-0.109689858,0.117493853,-0.011590169
0.174826147,0.213126147,0.232726147,0.001614444,0.018439716,-0.013979858,-0.073106147,0.031976988
0.119426147,0.174826147,0.213126147,0.000963024,0.038439716,-0.129749858,-0.017506147,0.030802996
0.042526147,0.119426147,0.174826147,0.000531698,0.078439716,-0.148649858,-0.009806147,0.016539759
-0.054073853,0.042526147,0.119426147,0.001154117,0.068439716,-0.142979858,0.084693853,-0.031051239
-0.142373853,-0.054073853,0.042526147,-0.003677834,0.038439716,-0.173999858,-0.128506147,-0.041586927
-0.189773853,-0.142373853,-0.054073853,0.001364786,0.058439716,-0.425719858,0.013293853,0.006572697
-0.203873853,-0.189773853,-0.142373853,0.000307509,0.028439716,-0.257699858,0.046393853,-0.021920858
-0.233473853,-0.203873853,-0.189773853,0.000718581,0.018439716,0.346580142,-0.028806147,0.036499431
-0.287873853,-0.233473853,-0.203873853,0.000503466,-0.001560284,-0.168659858,0.008193853,-0.083666826
-0.336273853,-0.287873853,-0.233473853,0.001321625,-0.041560284,0.018930142,-0.061906147,-0.002988901
-0.396673853,-0.336273853,-0.287873853,-0.00342762,-0.031560284,0.669560142,0.013393853,-0.069592506
-0.468173853,-0.396673853,-0.336273853,0.002142975,-0.071560284,-0.012589858,-0.022106147,-0.029912689
-0.553173853,-0.468173853,-0.396673853,0.000279162,-0.091560284,-0.287489858,0.066993853,-0.026422147
-0.670323853,-0.553173853,-0.468173853,0.002716581,-0.141560284,-0.049739858,-0.168006147,0.030246972
-0.795653853,-0.670323853,-0.553173853,0.001070113,-0.191560284,0.062200142,-0.009706147,-0.012807382
