xm,xm-1,xm-2,y1-m,y2-m,y3-m,y4-m,y5-m
-1.62701303,-1.61076182,-1.96968701,0.000560736,-0.171560284,0.151050142,-0.017706147,0.019736397
-1.54308609,-1.62701303,-1.61076182,-0.000813885,-0.141560284,-0.002999858,-0.023706147,-0.031526649
-1.768007,-1.54308609,-1.62701303,0.003273352,-0.161560284,-0.061059858,-0.000206147,-0.085201077
-1.94778539,-1.768007,-1.54308609,0.002892871,-0.191560284,0.035250142,-0.057806147,-0.096623637
-2.40972525,-1.94778539,-1.768007,0.002189367,-0.171560284,0.858790142,-0.042406147,0.03385657
-2.67581948,-2.40972525,-1.94778539,-0.002157587,-0.191560284,0.350830142,-0.044506147,0.053047655
-3.42980699,-2.67581948,-2.40972525,-0.001490725,-0.091560284,-0.230809858,-0.073506147,-0.008797942
-3.97426912,-3.42980699,-2.67581948,-0.03739777,-0.141560284,-0.159389858,-0.031906147,0.007483823
-5.0890067,-3.97426912,-3.42980699,0.001380038,-0.171560284,0.685330142,-0.107606147,0.125931776
-5.86612662,-5.0890067,-3.97426912,0.003157695,-0.111560284,0.802300142,0.110893853,0.019219227
-5.48188537,-5.86612662,-5.0890067,0.011882099,-0.101560284,0.417660142,0.173693853,-0.003492647
-4.29064863,-5.48188537,-5.86612662,0.002645521,-0.091560284,0.419480142,-0.111406147,-0.001598815
-4.13237519,-4.29064863,-5.48188537,0.000560736,-0.091560284,0.236560142,0.092293853,-0.043907353
-3.39832317,-4.13237519,-4.29064863,-0.000813885,-0.091560284,0.138460142,0.046093853,0.063705937
-3.03352656,-3.39832317,-4.13237519,0.003273352,-0.051560284,0.166300142,0.009793853,0.03423634
-2.39540433,-3.03352656,-3.39832317,0.002892871,-0.011560284,0.568940142,0.081693853,-0.031140011
-1.4270407,-2.39540433,-3.03352656,0.002189367,-0.001560284,-0.154369858,0.038493853,-0.032723489
-0.86389834,-1.4270407,-2.39540433,-0.002157587,-0.031560284,-0.101759858,0.005793853,-0.06566415
-0.49328284,-0.86389834,-1.4270407,-0.001490725,-0.051560284,-0.348819858,-0.063406147,0.024597321
-0.8267577,-0.49328284,-0.86389834,-0.000154691,-0.071560284,0.100420142,-0.022806147,0.052118276
-1.00650873,-0.8267577,-0.49328284,0.001172138,-0.071560284,0.267200142,-0.037306147,-0.010201868
-1.36649117,-1.00650873,-0.8267577,0.000499195,-0.051560284,-0.280359858,0.001193853,-0.04348106
-1.54883488,-1.36649117,-1.00650873,0.004426166,0.008439716,-0.014599858,0.083893853,0.08581381
-0.96527142,-1.54883488,-1.36649117,0.000146686,0.078439716,0.515610142,0.098093853,0.016288485
0.2004184,-0.96527142,-1.54883488,0.000790988,0.028439716,0.028000142,-0.057606147,-0.084654183
0.16359198,0.2004184,-0.96527142,-0.002129188,-0.021560284,-0.181889858,-0.084106147,-0.074697501
-0.37115169,0.16359198,0.2004184,-0.00018386,-0.091560284,-0.239969858,-0.110306147,-0.071690543
-1.57140398,-0.37115169,0.16359198,0.000459758,-0.111560284,0.344690142,-0.008606147,0.103714317
-2.11132555,-1.57140398,-0.37115169,0.000453765,-0.181560284,1.613600142,0.099493853,0.052075691
-1.77898235,-2.11132555,-1.57140398,0.000447817,-0.181560284,1.096140142,-0.094006147,0.063877255
-2.16076864,-1.77898235,-2.11132555,-0.000836366,-0.131560284,0.005570142,0.106393853,0.039216707
-1.59139398,-2.16076864,-1.77898235,-0.001476682,-0.031560284,0.217470142,0.056293853,-0.007005518
-0.77659067,-1.59139398,-2.16076864,0.001079642,-0.091560284,0.722550142,0.022893853,0.010893458
-0.25311554,-0.77659067,-1.59139398,0.000116135,-0.071560284,0.168710142,0.001493853,0.004352874
0.06864471,-0.25311554,-0.77659067,0.005464428,-0.081560284,-0.022079858,0.054393853,-0.005277504
0.5817391,0.06864471,-0.25311554,0.000405126,0.038439716,-0.050699858,0.077793853,-0.010728333
1.5873645,0.5817391,0.06864471,-0.001156524,-0.031560284,0.062350142,-0.087706147,0.026496333
1.2797522,1.5873645,0.5817391,-0.002718174,-0.021560284,-0.082069858,-0.064506147,0.017174246
0.9487357,1.2797522,1.5873645,-0.000843744,0.028439716,0.059270142,0.109593853,0.038290761
1.3914009,0.9487357,1.2797522,0.000404004,0.028439716,-0.076029858,0.021093853,-0.043113592
1.7090933,1.3914009,0.9487357,0.000398417,-0.011560284,0.116030142,-0.059606147,0.030988352
1.6459654,1.7090933,1.3914009,-0.001777832,-0.051560284,0.175800142,0.056193853,0.005158503
1.8485729,1.6459654,1.7090933,-0.002713695,-0.051560284,0.194570142,-0.033606147,0.054910312
1.7177828,1.8485729,1.6459654,-0.005231493,0.028439716,-0.090859858,0.035393853,0.042595256
2.0825645,1.7177828,1.8485729,0.001668676,-0.031560284,0.149950142,0.033193853,-0.045635918
2.2546809,2.0825645,1.7177828,0.000405126,-0.071560284,0.005480142,-0.028206147,-0.052101337
2.223484,2.2546809,2.0825645,0.00287768,-0.081560284,-0.092449858,-0.045006147,0.023913746
1.8707562,2.223484,2.2546809,0.000385169,-0.051560284,0.032320142,0.057493853,-0.063810114
2.1486371,1.8707562,2.223484,-0.001464425,-0.021560284,0.009190142,0.012093853,-0.036349853
2.2827223,2.1486371,1.8707562,-0.002081539,-0.011560284,-0.108729858,-0.065106147,0.046284694
2.0357288,2.2827223,2.1486371,0.00069154,0.018439716,-0.341299858,0.149593853,0.057323549
2.7722807,2.0357288,2.2827223,0.00068371,0.008439716,-0.220879858,-0.059306147,-0.076329144
2.6695483,2.7722807,2.0357288,-0.001462689,-0.011560284,-0.236809858,-0.008506147,-0.002624363
2.7257595,2.6695483,2.7722807,-0.001769501,0.018439716,-0.180879858,0.036293853,0.002307233
2.8433916,2.7257595,2.6695483,-0.000237382,-0.081560284,-0.331709858,0.056293853,-0.005250517
2.9665741,2.8433916,2.7257595,0.011213936,0.008439716,-0.241149858,-0.105506147,-0.04583173
2.9187514,2.9665741,2.8433916,0.001512416,-0.021560284,-0.196349858,0.113693853,0.008774086
3.2110307,2.9187514,2.9665741,0.000613701,-0.041560284,0.048150142,-0.028006147,0.04870306
3.1723603,3.2110307,2.9187514,0.003237724,-0.021560284,-0.041009858,-0.134706147,0.013765149
2.5284103,3.1723603,3.2110307,0.000588801,0.008439716,-0.070049858,0.107493853,0.020704129
2.8875508,2.5284103,3.1723603,-0.000576304,-0.001560284,0.031100142,-0.078106147,-0.013877986
2.3785566,2.8875508,2.5284103,-0.003190694,0.028439716,-0.192239858,-0.035806147,0.040415628
2.1576927,2.3785566,2.8875508,0.001167465,0.028439716,-0.029039858,0.039793853,0.006146023
2.152718,2.1576927,2.3785566,0.000866815,0.018439716,0.050070142,0.000293853,-0.008476719
2.1340355,2.152718,2.1576927,-0.003469683,0.018439716,-0.052659858,-0.067706147,-0.008003011
1.7132466,2.1340355,2.152718,-0.001156524,-0.001560284,0.066730142,0.006593853,0.026306565
1.5323475,1.7132466,2.1340355,0.001444915,-0.011560284,0.140810142,-0.073706147,0.005498101
0.9387033,1.5323475,1.7132466,-0.002599844,0.048439716,0.072450142,0.103593853,0.025716437
1.4484353,0.9387033,1.5323475,0.000862783,0.008439716,0.171420142,-0.005806147,-0.007724922
1.4236028,1.4484353,0.9387033,0.000566869,0.018439716,0.075440142,0.032193853,0.0008181
1.9076474,1.4236028,1.4484353,0.001985377,0.018439716,0.025140142,-0.084506147,0.022115492
1.4650039,1.9076474,1.4236028,-0.000303572,0.038439716,-0.062209858,0.007593853,-0.019877289
1.4372591,1.4650039,1.9076474,-0.000872579,0.028439716,0.151520142,-0.018506147,-0.025634002
1.0909849,1.4372591,1.4650039,-0.002862988,0.058439716,0.082880142,0.123393853,-0.007383401
1.8554746,1.0909849,1.4372591,0.0008337,0.068439716,-0.045019858,-0.019706147,0.025482744
2.0757716,1.8554746,1.0909849,0.000824621,0.088439716,-0.057399858,-0.010206147,0.010015496
2.3976509,2.0757716,1.8554746,-0.001156524,0.078439716,-0.186099858,0.033093853,-0.011821218
2.4914622,2.3976509,2.0757716,-0.00087424,0.108439716,-0.396479858,0.026893853,0.002337415
2.779758,2.4914622,2.3976509,0.000252152,0.058439716,-0.076069858,-0.083806147,-0.008130295
2.391353,2.779758,2.4914622,-0.001156524,0.118439716,-0.013489858,-0.027206147,0.008516166
2.2589323,2.391353,2.779758,0.000527878,0.118439716,0.096210142,-0.025206147,-0.003249794
1.8085571,2.2589323,2.391353,-3.72075E-05,0.108439716,-0.045869858,0.082393853,-0.002020666
2.27797,1.8085571,2.2589323,0.00135144,0.088439716,-0.180459858,-0.004506147,0.013092843
2.1407969,2.1288222,1.8085571,0.000507442,0.158439716,-0.107989858,-0.072206147,0.021830523
2.104689,2.1407969,2.1288222,0.000501091,0.178439716,-0.162699858,-0.019006147,0.00135479
1.778579,2.104689,2.1407969,-0.001156524,0.178439716,-0.407039858,0.102893853,0.035462874
2.1550209,1.778579,2.104689,0.001592184,0.198439716,-0.232269858,-0.069306147,-0.003261322
2.0736627,2.1550209,1.778579,0.001029985,0.178439716,-0.083599858,0.019193853,0.083166772
2.2091277,2.0736627,2.1550209,-0.000611612,0.168439716,-0.089499858,0.064093853,-0.076584176
2.5153291,2.2091277,2.0736627,-0.000884324,0.118439716,-0.300239858,-0.092906147,0.000387163
2.0533006,2.5153291,2.2091277,-6.94275E-05,0.098439716,-0.121949858,0.005893853,0.045627444
2.27797,2.0533006,2.5153291,-0.002515819,0.138439716,0.102280142,-0.048006147,0.017678024
1.6978016,2.0278392,2.0533006,0.001016311,0.138439716,0.011230142,-0.024706147,0.054014583
1.4152182,1.6978016,2.0278392,0.000195998,0.118439716,-0.053029858,0.002893853,0.057064744
1.1890361,1.4152182,1.6978016,0.003677973,0.138439716,0.001210142,-0.074706147,0.011771285
0.7055472,1.1890361,1.4152182,0.001240692,0.168439716,0.017010142,-0.062106147,-0.003782629
0.15208708,0.7055472,1.1890361,-0.001422229,0.118439716,-0.256079858,0.010493853,-0.011632693
-0.39990591,0.15208708,0.7055472,-0.002220972,0.088439716,-0.122479858,-0.027406147,-0.025552707
-0.88665022,-0.39990591,0.15208708,0.000704551,0.048439716,0.047760142,-0.089006147,-0.105030782
-1.63705844,-0.88665022,-0.39990591,0.00069661,0.068439716,0.230340142,0.028793853,-0.088478139
-1.77206463,-1.63705844,-0.88665022,-0.000892435,0.008439716,0.216850142,-0.125006147,0.086689155
-2.97589623,-1.77206463,-1.63705844,-0.001420613,0.028439716,0.215910142,0.037393853,0.035488228
-2.98784538,-2.97589623,-1.77206463,-0.001156524,0.018439716,0.483920142,0.135693853,0.026061548
-2.42937052,-2.98784538,-2.97589623,-0.003806285,0.068439716,0.508410142,-0.039006147,-0.002207622
-2.03786578,-2.42937052,-2.98784538,-0.000359897,0.088439716,0.359520142,-0.014106147,0.054210612
-1.83220292,-2.03786578,-2.42937052,-9.66215E-05,0.108439716,0.078880142,0.013393853,0.016475148
-1.72203,-1.83220292,-2.03786578,0.001744938,0.108439716,0.074920142,0.085093853,0.052828747
-1.12961124,-1.76581422,-1.83220292,-0.000106235,0.148439716,-0.061239858,0.247993853,-0.04266842
0.8215473,-1.12961124,-1.76581422,-0.001156524,0.148439716,0.097390142,-0.130106147,0.027805909
1.053559,0.8215473,-1.12961124,-0.002469783,0.118439716,0.024040142,-0.117706147,-0.006779358
0.6228601,1.053559,0.8215473,-0.000105599,0.138439716,-0.117429858,0.191193853,0.004461086
1.3186431,0.6228601,1.053559,0.000676497,0.118439716,-0.186829858,0.008493853,-0.067399021
1.6667033,1.3186431,0.6228601,-0.000373306,0.118439716,-0.645159858,-0.014206147,-0.011527696
1.9865886,1.6667033,1.3186431,-0.000635162,0.078439716,0.122920142,-0.042506147,0.040463266
1.7925278,1.9865886,1.6667033,0.000403817,0.108439716,-0.213029858,0.075793853,0.060791377
2.0985445,1.7925278,1.9865886,-0.002977468,0.178439716,-0.111229858,-0.070106147,-0.111333898
1.9325446,2.0985445,1.7925278,0.00118329,0.118439716,-0.131709858,-0.053606147,-0.032273004
1.4428755,1.9325446,2.0985445,0.001170752,0.078439716,-0.020789858,0.063993853,0.030294799
1.4994804,1.4428755,1.9325446,0.003205702,0.058439716,-0.098309858,-0.145106147,-0.020154117
0.599144,1.4994804,1.4428755,0.000372684,0.118439716,-0.037309858,-0.081606147,-0.004401245
-0.02102958,0.599144,1.4994804,-0.000140036,0.098439716,0.046520142,0.009193853,0.001013191
-0.69220581,-0.02102958,0.599144,-0.00268215,0.068439716,0.004130142,0.121793853,-0.005732145
-0.25129811,-0.69220581,-0.02102958,-0.001156524,0.108439716,-0.055289858,-0.028406147,0.002860224
-0.08845031,-0.25129811,-0.69220581,0.001889388,0.048439716,-0.018369858,0.038193853,-0.082785937
0.25512534,-0.08845031,-0.25129811,-0.001409536,0.098439716,0.012730142,0.016493853,0.03320478
0.5007269,0.25512534,-0.08845031,0.000107063,0.078439716,0.046230142,-0.002306147,0.017899613
0.6111507,0.5007269,0.25512534,-0.000904247,0.088439716,0.100680142,0.105993853,-0.008761844
1.3899816,0.6111507,0.5007269,-0.003939662,0.148439716,0.079390142,-0.021206147,-0.003893968
1.6639065,1.3899816,0.6111507,0.001121913,0.118439716,0.059010142,-0.093306147,-0.04958419
1.2506094,1.6639065,1.3899816,-0.000651824,0.128439716,0.175070142,-0.065406147,-0.075420579
0.6434935,1.2506094,1.6639065,0.001107397,0.108439716,0.116550142,-0.035406147,0.034344964
-0.04551518,0.6434935,1.2506094,0.001594559,0.118439716,0.125690142,-0.011306147,-0.011284704
-0.32630551,-0.04551518,0.6434935,-0.000658194,0.158439716,-0.040179858,0.058493853,-0.025295723
-0.12379371,-0.32630551,-0.04551518,-0.003904442,0.138439716,-0.026039858,0.031493853,-0.058328094
0.09371246,-0.12379371,-0.32630551,0.000594162,0.098439716,0.227560142,-0.178006147,-0.046365659
-0.82546592,0.09371246,-0.12379371,0.000338467,0.088439716,0.236900142,0.057993853,-0.195131623
-0.88614062,-0.82546592,0.09371246,-0.001903376,0.048439716,0.271030142,-0.112906147,0.060804272
-2.00023462,-0.88614062,-0.82546592,-0.00290419,0.068439716,0.401240142,0.037893853,0.080794312
-1.89835929,-2.00023462,-0.88614062,-0.001657152,0.088439716,-0.084069858,-0.073506147,0.007372411
-2.63990329,-1.89835929,-2.00023462,-0.001407054,0.158439716,-0.026389858,0.107593853,-0.034487153
-1.96992662,-2.63990329,-1.89835929,9.46855E-05,0.148439716,-0.036129858,0.096893853,-0.049897494
-1.42203,-1.96992662,-2.63990329,0.000589135,0.128439716,-0.108089858,0.005093853,0.032902286
-0.8820375,-1.42017093,-1.96992662,0.001819806,0.138439716,-0.072859858,0.134193853,-0.016590719
0.26260646,-0.8820375,-1.42017093,7.76195E-05,0.158439716,-0.010729858,-0.111006147,-0.048903334
0.17797,0.26260646,-0.8820375,-0.001156524,0.158439716,-0.054099858,0.037893853,-0.094915989
0.4271171,0.1708404,0.26260646,-0.001896589,0.118439716,0.086820142,0.051293853,-0.118889074
0.5644241,0.4271171,0.1708404,7.62175E-05,0.118439716,0.043780142,0.052093853,-0.023526564
1.27797,0.5644241,0.4271171,0.001787857,0.138439716,-0.032399858,-0.082106147,-0.158709437
0.9858646,1.1160737,0.5644241,-0.000423537,0.108439716,-0.005509858,0.047693853,0.070640553
1.068834,0.9858646,1.1160737,-0.000424772,0.118439716,-0.037629858,-0.041906147,0.033905216
0.8305076,1.068834,0.9858646,-0.000426003,0.058439716,-0.076569858,-0.033206147,-0.082247683
0.4634805,0.8305076,1.068834,-0.001399894,0.068439716,0.004920142,-0.013406147,-0.109532529
0.21273921,0.4634805,0.8305076,0.001028916,0.008439716,0.198160142,-0.072806147,-0.096217292
-0.52620431,0.21273921,0.4634805,0.00029435,-0.001560284,0.069000142,-0.044306147,-0.041411698
-1.10309633,-0.52620431,0.21273921,0.001970506,0.048439716,-0.021169858,-0.036106147,0.128152306
-1.54420235,-1.10309633,-0.52620431,-0.000438088,0.068439716,-0.016759858,0.059093853,0.059279272
-1.39149567,-1.54420235,-1.10309633,-0.001635349,0.078439716,-0.037359858,-0.012706147,0.019777953
-1.45452601,-1.39149567,-1.54420235,-0.001156524,0.088439716,0.119220142,0.041293853,0.068283344
-1.0690335,-1.45452601,-1.39149567,-0.000438484,0.068439716,-0.062489858,-0.007806147,0.023967104
-1.10301098,-1.0690335,-1.45452601,0.000990501,0.068439716,-0.204429858,0.007693853,-0.044636747
-0.90467908,-1.10301098,-1.0690335,-0.00091862,0.068439716,-0.136899858,0.028193853,0.067936978
-0.72327849,-0.90467908,-1.10301098,-0.00091875,0.038439716,-0.207269858,0.038293853,-0.018393873
-0.43078213,-0.72327849,-0.90467908,0.000740997,0.048439716,-0.068429858,0.067193853,0.017329878
0.19686452,-0.43078213,-0.72327849,-0.002104248,0.098439716,-0.066889858,0.115493853,0.028156319
1.313262,0.19686452,-0.43078213,0.000500639,0.078439716,-0.141449858,-0.112606147,0.046710765
1.1506252,1.313262,0.19686452,0.000729666,0.068439716,-0.160409858,0.006093853,-0.047758197
1.2373696,1.1506252,1.313262,0.001423683,0.078439716,-0.128209858,-0.016306147,-0.003496288
1.0266308,1.2373696,1.1506252,0.000710408,0.078439716,-0.164219858,0.089393853,-0.019715953
1.5560597,1.0266308,1.2373696,-0.000458488,0.058439716,-0.291239858,-0.053306147,0.028725242
1.2839012,1.5560597,1.0266308,-0.001156524,0.068439716,-0.097499858,-0.068806147,-0.047924067
1.0434293,1.2839012,1.5560597,0.000236191,0.048439716,-0.136039858,0.112493853,-0.012788682
1.2890185,1.0434293,1.2839012,0.000462685,0.028439716,-0.014279858,-0.062706147,-0.005707018
1.0833035,1.2890185,1.0434293,-3.63055E-06,0.038439716,0.015970142,0.058893853,0.027405311
1.27797,1.0833035,1.2890185,-0.000236408,0.058439716,-0.013099858,-0.071606147,0.030025288
1.1711927,1.4844488,1.0833035,0.000906637,0.068439716,-0.017659858,-0.112506147,0.021937994
0.5164463,1.1711927,1.4844488,-0.003449531,0.108439716,-0.032349858,0.114893853,0.01655403
0.7957933,0.5164463,1.1711927,0.000449851,0.098439716,-0.047749858,0.047293853,0.019141848
1.1240244,0.7957933,0.5164463,0.000900123,0.108439716,-0.126889858,-0.103506147,-0.011447367
0.8979109,1.1240244,0.7957933,0.001344001,0.098439716,0.013780142,-0.026706147,-0.034803901
0.5451277,0.8979109,1.1240244,-0.0002508,0.088439716,0.019390142,-0.070306147,0.025202791
-0.23477307,0.5451277,0.8979109,-0.000704369,0.068439716,0.022090142,-0.023906147,0.023818592
-0.74234515,-0.23477307,0.5451277,-0.001156524,0.088439716,0.153280142,0.131193853,0.02759226
-0.16656864,-0.74234515,-0.23477307,-0.000253625,0.058439716,0.033070142,-0.047306147,0.003658824
-0.24577049,-0.16656864,-0.74234515,-3.05325E-05,0.048439716,-0.032429858,0.036993853,0.015306465
0.17797,-0.24577049,-0.16656864,-0.000706944,0.018439716,-0.020369858,-0.000306147,-0.022874036
0.12450945,0.17412228,-0.24577049,-0.000483025,0.018439716,-0.061679858,-0.041606147,0.047416535
-0.04633112,0.12450945,0.17412228,-3.63415E-05,0.008439716,-0.049069858,-0.002206147,0.04504776
-0.22203,-0.04633112,0.12450945,-0.00272559,0.068439716,0.003420142,0.004293853,0.026321798
-0.07576414,-0.18808303,-0.04633112,0.000636232,0.058439716,-0.008529858,0.047293853,0.013516158
0.20874699,-0.07576414,-0.18808303,0.000628862,0.028439716,-0.035639858,0.026693853,0.032777884
0.5018635,0.20874699,-0.07576414,0.002171419,0.058439716,-0.072409858,0.002993853,-0.010062869
0.8527419,0.5018635,0.20874699,0.001487591,0.048439716,-0.102119858,-0.030006147,-0.038452803
0.7770525,0.8527419,0.5018635,0.000597318,0.058439716,-0.063699858,0.055293853,0.02055241
1.1320797,0.7770525,0.8527419,-0.001156524,0.058439716,-0.028459858,0.021293853,-0.002132723
1.3134395,1.1320797,0.7770525,0.000372299,0.018439716,-0.241249858,-0.046906147,0.013997262
1.1866476,1.3134395,1.1320797,0.000801231,0.028439716,-0.110979858,0.036693853,0.015590461
1.4923116,1.1866476,1.3134395,-0.000505895,0.048439716,-0.136969858,-0.009606147,0.035794962
1.4983593,1.4923116,1.1866476,0.000357829,0.028439716,-0.123899858,-0.021606147,0.01027191
1.5225116,1.4983593,1.4923116,0.002285154,0.018439716,-0.096449858,0.057893853,0.02338612
1.8384147,1.5225116,1.4983593,-0.003519745,0.028439716,-0.224779858,-0.036106147,-0.004475418
1.7650945,1.8384147,1.5225116,0.002062872,0.018439716,-0.109689858,0.117493853,-0.011590169
2.5559685,1.7650945,1.8384147,0.001614444,0.018439716,-0.013979858,-0.073106147,0.031976988
2.4842987,2.5559685,1.7650945,0.000963024,0.038439716,-0.129749858,-0.017506147,0.030802996
2.5316529,2.4842987,2.5559685,0.000531698,0.078439716,-0.148649858,-0.009806147,0.016539759
2.4264565,2.5316529,2.4842987,0.001154117,0.068439716,-0.142979858,0.084693853,-0.031051239
2.8662551,2.4264565,2.5316529,-0.003677834,0.038439716,-0.173999858,-0.128506147,-0.041586927
2.1656079,2.8662551,2.4264565,0.001364786,0.058439716,-0.425719858,0.013293853,0.006572697
2.0650258,2.1656079,2.8662551,0.000307509,0.028439716,-0.257699858,0.046393853,-0.021920858
2.0043497,2.0650258,2.1656079,0.000718581,0.018439716,0.346580142,-0.028806147,0.036499431
2.0674241,2.0043497,2.0650258,0.000503466,-0.001560284,-0.168659858,0.008193853,-0.083666826
1.9551965,2.0674241,2.0043497,0.001321625,-0.041560284,0.018930142,-0.061906147,-0.002988901
1.5174405,1.9551965,2.0674241,-0.00342762,-0.031560284,0.669560142,0.013393853,-0.069592506
1.5115304,1.5174405,1.9551965,0.002142975,-0.071560284,-0.012589858,-0.022106147,-0.029912689
1.0293541,1.5115304,1.5174405,0.000279162,-0.091560284,-0.287489858,0.066993853,-0.026422147
1.2661161,1.0293541,1.5115304,0.002716581,-0.141560284,-0.049739858,-0.168006147,0.030246972
0.23202527,1.2661161,1.0293541,0.001070113,-0.191560284,0.062200142,-0.009706147,-0.012807382
-0.3188842,0.23202527,1.2661161,0.002262343,-0.241560284,-0.133269858,0.034293853,-0.119354989
-0.80060055,-0.3188842,0.23202527,-0.001757901,-0.291560284,0.067020142,-0.068506147,-0.022129795
-1.37824454,-0.80060055,-0.3188842,0.000245396,-0.261560284,0.035790142,-0.076606147,0.05820224
-2.07732763,-1.37824454,-0.80060055,0.001236289,-0.221560284,-0.174629858,-0.023706147,-0.151661043
-2.71430699,-2.07732763,-1.37824454,-0.002550729,-0.261560284,-0.252659858,-0.108106147,-0.171540027
-3.98868963,-2.71430699,-2.07732763,-0.004561202,-0.251560284,1.655980142,-0.092006147,-0.026321556
