x,x_t-1,x_t-2,y1,y2,y3,y4,y5,y1-1,y2-1,y3-1,y4-1,y5-1,y1-2,y2-2,y3-2,y4-2,y5-2
-0.1688,-0.191,-0.1568,0.004034204,-0.18,-0.06223,-0.0445,0.027304034,0.00156165,-0.17,0.0357,-0.0277,-0.048711049,0.0028252,-0.13,0.18017,0.0337,-0.04224563
-0.1137,-0.1688,-0.191,0.001541693,-0.15,0.06254,0.058,-0.060419826,0.004034204,-0.18,-0.06223,-0.0445,0.027304034,0.00156165,-0.17,0.0357,-0.0277,-0.048711049
-0.0678,-0.1137,-0.1688,-0.000307901,-0.12,0.03941,0.0126,-0.032959565,0.001541693,-0.15,0.06254,0.058,-0.060419826,0.004034204,-0.18,-0.06223,-0.0445,0.027304034
-0.047,-0.0678,-0.1137,-0.000925015,-0.11,-0.07851,-0.0646,0.049674982,-0.000307901,-0.12,0.03941,0.0126,-0.032959565,0.001541693,-0.15,0.06254,0.058,-0.060419826
-0.0385,-0.047,-0.0678,0.001848064,-0.08,-0.31108,0.1501,0.060713837,-0.000925015,-0.11,-0.07851,-0.0646,0.049674982,-0.000307901,-0.12,0.03941,0.0126,-0.032959565
-0.063,-0.0385,-0.047,0.001840234,-0.09,-0.19066,-0.0588,-0.072938856,0.001848064,-0.08,-0.31108,0.1501,0.060713837,-0.000925015,-0.11,-0.07851,-0.0646,0.049674982
-0.09156,-0.063,-0.0385,-0.000306165,-0.11,-0.20659,-0.008,0.000765925,0.001840234,-0.09,-0.19066,-0.0588,-0.072938856,0.001848064,-0.08,-0.31108,0.1501,0.060713837
-0.10773,-0.09156,-0.063,-0.000612977,-0.08,-0.15066,0.0368,0.005697521,-0.000306165,-0.11,-0.20659,-0.008,0.000765925,0.001840234,-0.09,-0.19066,-0.0588,-0.072938856
-0.10915,-0.10773,-0.09156,0.000919142,-0.18,-0.30149,0.0568,-0.001860229,-0.000612977,-0.08,-0.15066,0.0368,0.005697521,-0.000306165,-0.11,-0.20659,-0.008,0.000765925
-0.06818,-0.10915,-0.10773,0.01237046,-0.09,-0.21093,-0.105,-0.042441442,0.000919142,-0.18,-0.30149,0.0568,-0.001860229,-0.000612977,-0.08,-0.15066,0.0368,0.005697521
-0.02563,-0.06818,-0.10915,0.00266894,-0.12,-0.16613,0.1142,0.012164374,0.01237046,-0.09,-0.21093,-0.105,-0.042441442,0.000919142,-0.18,-0.30149,0.0568,-0.001860229
0.00668,-0.02563,-0.06818,0.001770225,-0.14,0.07837,-0.0275,0.052093348,0.00266894,-0.12,-0.16613,0.1142,0.012164374,0.01237046,-0.09,-0.21093,-0.105,-0.042441442
0.04091,0.00668,-0.02563,0.004394248,-0.12,-0.01079,-0.1342,0.017155437,0.001770225,-0.14,0.07837,-0.0275,0.052093348,0.00266894,-0.12,-0.16613,0.1142,0.012164374
0.06936,0.04091,0.00668,0.001745325,-0.09,-0.03983,0.108,0.024094417,0.004394248,-0.12,-0.01079,-0.1342,0.017155437,0.001770225,-0.14,0.07837,-0.0275,0.052093348
0.08355,0.06936,0.04091,0.00058022,-0.1,0.06132,-0.0776,-0.010487698,0.001745325,-0.09,-0.03983,0.108,0.024094417,0.004394248,-0.12,-0.01079,-0.1342,0.017155437
0.06584,0.08355,0.06936,-0.00203417,-0.07,-0.16202,-0.0353,0.043805916,0.00058022,-0.1,0.06132,-0.0776,-0.010487698,0.001745325,-0.09,-0.03983,0.108,0.024094417
0.04067,0.06584,0.08355,0.002323989,-0.07,0.00118,0.0403,0.009536311,-0.00203417,-0.07,-0.16202,-0.0353,0.043805916,0.00058022,-0.1,0.06132,-0.0776,-0.010487698
0.01225,0.04067,0.06584,0.002023339,-0.08,0.08029,0.0008,-0.005086431,0.002323989,-0.07,0.00118,0.0403,0.009536311,-0.00203417,-0.07,-0.16202,-0.0353,0.043805916
-0.01154,0.01225,0.04067,-0.002313159,-0.08,-0.02244,-0.0672,-0.004612723,0.002023339,-0.08,0.08029,0.0008,-0.005086431,0.002323989,-0.07,0.00118,0.0403,0.009536311
-0.02402,-0.01154,0.01225,0,-0.1,0.09695,0.0071,0.029696853,-0.002313159,-0.08,-0.02244,-0.0672,-0.004612723,0.002023339,-0.08,0.08029,0.0008,-0.005086431
-0.01607,-0.02402,-0.01154,0.002601439,-0.11,0.17103,-0.0732,0.008888389,0,-0.1,0.09695,0.0071,0.029696853,-0.002313159,-0.08,-0.02244,-0.0672,-0.004612723
-0.00199,-0.01607,-0.02402,-0.00144332,-0.05,0.10267,0.1041,0.029106725,0.002601439,-0.11,0.17103,-0.0732,0.008888389,0,-0.1,0.09695,0.0071,0.029696853
0.02079,-0.00199,-0.01607,0.002019307,-0.09,0.20164,-0.0053,-0.004334634,-0.00144332,-0.05,0.10267,0.1041,0.029106725,0.002601439,-0.11,0.17103,-0.0732,0.008888389
0.0252,0.02079,-0.00199,0.001723393,-0.08,0.10566,0.0327,0.004208388,0.002019307,-0.09,0.20164,-0.0053,-0.004334634,-0.00144332,-0.05,0.10267,0.1041,0.029106725
0.01438,0.0252,0.02079,0.003141901,-0.08,0.05536,-0.084,0.02550578,0.001723393,-0.08,0.10566,0.0327,0.004208388,0.002019307,-0.09,0.20164,-0.0053,-0.004334634
-0.01533,0.01438,0.0252,0.000852952,-0.06,-0.03199,0.0081,-0.016487001,0.003141901,-0.08,0.05536,-0.084,0.02550578,0.001723393,-0.08,0.10566,0.0327,0.004208388
-0.02093,-0.01533,0.01438,0.000283945,-0.07,0.18174,-0.018,-0.022243714,0.000852952,-0.06,-0.03199,0.0081,-0.016487001,0.003141901,-0.08,0.05536,-0.084,0.02550578
-0.00426,-0.02093,-0.01533,-0.001706464,-0.04,0.1131,0.1239,-0.003993113,0.000283945,-0.07,0.18174,-0.018,-0.022243714,0.000852952,-0.06,-0.03199,0.0081,-0.016487001
0.02306,-0.00426,-0.02093,0.001990224,-0.03,-0.0148,-0.0192,0.028873032,-0.001706464,-0.04,0.1131,0.1239,-0.003993113,0.000283945,-0.07,0.18174,-0.018,-0.022243714
0.04189,0.02306,-0.00426,0.001981145,-0.01,-0.02718,-0.0097,0.013405784,0.001990224,-0.03,-0.0148,-0.0192,0.028873032,-0.001706464,-0.04,0.1131,0.1239,-0.003993113
0.05091,0.04189,0.02306,0,-0.02,-0.15588,0.0336,-0.00843093,0.001981145,-0.01,-0.02718,-0.0097,0.013405784,0.001990224,-0.03,-0.0148,-0.0192,0.028873032
0.0459,0.05091,0.04189,0.000282284,0.01,-0.36626,0.0274,0.005727703,0,-0.02,-0.15588,0.0336,-0.00843093,0.001981145,-0.01,-0.02718,-0.0097,0.013405784
0.0553,0.0459,0.05091,0.001408676,-0.04,-0.04585,-0.0833,-0.004740007,0.000282284,0.01,-0.36626,0.0274,0.005727703,0,-0.02,-0.15588,0.0336,-0.00843093
0.0817,0.0553,0.0459,0,0.02,0.01673,-0.0267,0.011906454,0.001408676,-0.04,-0.04585,-0.0833,-0.004740007,0.000282284,0.01,-0.36626,0.0274,0.005727703
0.1106,0.0817,0.0553,0.001684402,0.02,0.12643,-0.0247,0.000140494,0,0.02,0.01673,-0.0267,0.011906454,0.001408676,-0.04,-0.04585,-0.0833,-0.004740007
0.1208,0.1106,0.0817,0.001119316,0.01,-0.01565,0.0829,0.001369622,0.001684402,0.02,0.12643,-0.0247,0.000140494,0,0.02,0.01673,-0.0267,0.011906454
0.1224,0.1208,0.1106,0.002507964,-0.01,-0.15024,-0.004,0.016483131,0.001119316,0.01,-0.01565,0.0829,0.001369622,0.001684402,0.02,0.12643,-0.0247,0.000140494
0.1081,0.1224,0.1208,0.001663966,0.06,-0.07777,-0.0717,0.025220811,0.002507964,-0.01,-0.15024,-0.004,0.016483131,0.001119316,0.01,-0.01565,0.0829,0.001369622
0.088,0.1081,0.1224,0.001657615,0.08,-0.13248,-0.0185,0.004745078,0.001663966,0.06,-0.07777,-0.0717,0.025220811,0.002507964,-0.01,-0.15024,-0.004,0.016483131
