x,x_t-1,x_t-2,y1,y2,y3,y4,y5,y1-1,y2-1,y3-1,y4-1,y5-1,y1-2,y2-2,y3-2,y4-2,y5-2
0.0753,0.088,0.1081,0,0.08,-0.37682,0.1034,0.038853162,0.001657615,0.08,-0.13248,-0.0185,0.004745078,0.001663966,0.06,-0.07777,-0.0717,0.025220811
0.0769,0.0753,0.088,0.002748708,0.1,-0.20205,-0.0688,0.000128966,0,0.08,-0.37682,0.1034,0.038853162,0.001657615,0.08,-0.13248,-0.0185,0.004745078
0.06,0.0769,0.0753,0.002186509,0.08,-0.05338,0.0197,0.08655706,0.002748708,0.1,-0.20205,-0.0688,0.000128966,0,0.08,-0.37682,0.1034,0.038853162
0.0256,0.06,0.0769,0.000544912,0.07,-0.05928,0.0646,-0.073193888,0.002186509,0.08,-0.05338,0.0197,0.08655706,0.002748708,0.1,-0.20205,-0.0688,0.000128966
-0.0095,0.0256,0.06,0.0002722,0.02,-0.27002,-0.0924,0.003777451,0.000544912,0.07,-0.05928,0.0646,-0.073193888,0.002186509,0.08,-0.05338,0.0197,0.08655706
-0.0211,-0.0095,0.0256,0.001087096,0,-0.09173,0.0064,0.049017732,0.0002722,0.02,-0.27002,-0.0924,0.003777451,0.000544912,0.07,-0.05928,0.0646,-0.073193888
-0.0267,-0.0211,-0.0095,-0.001359295,0.04,0.1325,-0.0475,0.021068312,0.001087096,0,-0.09173,0.0064,0.049017732,0.0002722,0.02,-0.27002,-0.0924,0.003777451
-0.0325,-0.0267,-0.0211,0.002172835,0.04,0.04145,-0.0242,0.057404871,-0.001359295,0.04,0.1325,-0.0475,0.021068312,0.001087096,0,-0.09173,0.0064,0.049017732
-0.0701,-0.0325,-0.0267,0.001352522,0.02,-0.02281,0.0034,0.060455032,0.002172835,0.04,0.04145,-0.0242,0.057404871,-0.001359295,0.04,0.1325,-0.0475,0.021068312
-0.145,-0.0701,-0.0325,0.004834497,0.04,0.03143,-0.0742,0.015161573,0.001352522,0.02,-0.02281,0.0034,0.060455032,0.002172835,0.04,0.04145,-0.0242,0.057404871
-0.2366,-0.145,-0.0701,0.002397216,0.07,0.04723,-0.0616,-0.000392341,0.004834497,0.04,0.03143,-0.0742,0.015161573,0.001352522,0.02,-0.02281,0.0034,0.060455032
-0.3237,-0.2366,-0.145,-0.000265705,0.02,-0.22586,0.011,-0.008242405,0.002397216,0.07,0.04723,-0.0616,-0.000392341,0.004834497,0.04,0.03143,-0.0742,0.015161573
-0.36666,-0.3237,-0.2366,-0.001064448,-0.01,-0.09226,-0.0269,-0.022162419,-0.000265705,0.02,-0.22586,0.011,-0.008242405,0.002397216,0.07,0.04723,-0.0616,-0.000392341
-0.33028,-0.36666,-0.3237,0.001861075,-0.05,0.07798,-0.0885,-0.101640494,-0.001064448,-0.01,-0.09226,-0.0269,-0.022162419,-0.000265705,0.02,-0.22586,0.011,-0.008242405
-0.21625,-0.33028,-0.36666,0.001853134,-0.03,0.26056,0.0293,-0.085087851,0.001861075,-0.05,0.07798,-0.0885,-0.101640494,-0.001064448,-0.01,-0.09226,-0.0269,-0.022162419
-0.06314,-0.21625,-0.33028,0.000264089,-0.09,0.24707,-0.1245,0.090079443,0.001853134,-0.03,0.26056,0.0293,-0.085087851,0.001861075,-0.05,0.07798,-0.0885,-0.101640494
0.12116,-0.06314,-0.21625,-0.000264089,-0.07,0.24613,0.0379,0.038878516,0.000264089,-0.09,0.24707,-0.1245,0.090079443,0.001853134,-0.03,0.26056,0.0293,-0.085087851
0.27477,0.12116,-0.06314,0,-0.08,0.51414,0.1362,0.029451836,-0.000264089,-0.07,0.24613,0.0379,0.038878516,0.000264089,-0.09,0.24707,-0.1245,0.090079443
0.39366,0.27477,0.12116,-0.002649761,-0.03,0.53863,-0.0385,0.001182666,0,-0.08,0.51414,0.1362,0.029451836,-0.000264089,-0.07,0.24613,0.0379,0.038878516
0.47854,0.39366,0.27477,0.000796627,-0.01,0.38974,-0.0136,0.0576009,-0.002649761,-0.03,0.53863,-0.0385,0.001182666,0,-0.08,0.51414,0.1362,0.029451836
0.487,0.47854,0.39366,0.001059902,0.01,0.1091,0.0139,0.019865436,0.000796627,-0.01,0.38974,-0.0136,0.0576009,-0.002649761,-0.03,0.53863,-0.0385,0.001182666
0.4179,0.487,0.47854,0.002901462,0.01,0.10514,0.0856,0.056219035,0.001059902,0.01,0.1091,0.0139,0.019865436,0.000796627,-0.01,0.38974,-0.0136,0.0576009
0.322,0.4179,0.487,0.001050289,0.05,-0.03102,0.2485,-0.039278132,0.002901462,0.01,0.10514,0.0856,0.056219035,0.001059902,0.01,0.1091,0.0139,0.019865436
0.2172,0.322,0.4179,0,0.05,0.12761,-0.1296,0.031196197,0.001050289,0.05,-0.03102,0.2485,-0.039278132,0.002901462,0.01,0.10514,0.0856,0.056219035
0.0884,0.2172,0.322,-0.001313259,0.02,0.05426,-0.1172,-0.00338907,0,0.05,0.12761,-0.1296,0.031196197,0.001050289,0.05,-0.03102,0.2485,-0.039278132
-0.059,0.0884,0.2172,0.001050925,0.04,-0.08721,0.1917,0.007851374,-0.001313259,0.02,0.05426,-0.1172,-0.00338907,0,0.05,0.12761,-0.1296,0.031196197
-0.1758,-0.059,0.0884,0.001833021,0.02,-0.15661,0.009,-0.064008733,0.001050925,0.04,-0.08721,0.1917,0.007851374,-0.001313259,0.02,0.05426,-0.1172,-0.00338907
-0.247,-0.1758,-0.059,0.000783218,0.02,-0.61494,-0.0137,-0.008137408,0.001833021,0.02,-0.15661,0.009,-0.064008733,0.001050925,0.04,-0.08721,0.1917,0.007851374
-0.2407,-0.247,-0.1758,0.000521362,-0.02,0.15314,-0.042,0.043853554,0.000783218,0.02,-0.61494,-0.0137,-0.008137408,0.001833021,0.02,-0.15661,0.009,-0.064008733
-0.1966,-0.2407,-0.247,0.001560341,0.01,-0.18281,0.0763,0.064181665,0.000521362,-0.02,0.15314,-0.042,0.043853554,0.000783218,0.02,-0.61494,-0.0137,-0.008137408
-0.1514,-0.1966,-0.2407,-0.001820944,0.08,-0.08101,-0.0696,-0.10794361,0.001560341,0.01,-0.18281,0.0763,0.064181665,0.000521362,-0.02,0.15314,-0.042,0.043853554
-0.1107,-0.1514,-0.1966,0.002339814,0.02,-0.10149,-0.0531,-0.028882716,-0.001820944,0.08,-0.08101,-0.0696,-0.10794361,0.001560341,0.01,-0.18281,0.0763,0.064181665
-0.0736,-0.1107,-0.1514,0.002327276,-0.02,0.00943,0.0645,0.033685087,0.002339814,0.02,-0.10149,-0.0531,-0.028882716,-0.001820944,0.08,-0.08101,-0.0696,-0.10794361
-0.069,-0.0736,-0.1107,0.004362226,-0.04,-0.06809,-0.1446,-0.016763829,0.002327276,-0.02,0.00943,0.0645,0.033685087,0.002339814,0.02,-0.10149,-0.0531,-0.028882716
-0.0583,-0.069,-0.0736,0.001529208,0.02,-0.00709,-0.0811,-0.001010957,0.004362226,-0.04,-0.06809,-0.1446,-0.016763829,0.002327276,-0.02,0.00943,0.0645,0.033685087
-0.055,-0.0583,-0.069,0.001016488,0,0.07674,0.0097,0.004403479,0.001529208,0.02,-0.00709,-0.0811,-0.001010957,0.004362226,-0.04,-0.06809,-0.1446,-0.016763829
-0.0417,-0.055,-0.0583,-0.001525626,-0.03,0.03435,0.1223,-0.002341857,0.001016488,0,0.07674,0.0097,0.004403479,0.001529208,0.02,-0.00709,-0.0811,-0.001010957
-0.0137,-0.0417,-0.055,0,0.01,-0.02507,-0.0279,0.006250512,-0.001525626,-0.03,0.03435,0.1223,-0.002341857,0.001016488,0,0.07674,0.0097,0.004403479
0.0225,-0.0137,-0.0417,0.003045912,-0.05,0.01185,0.0387,-0.079395649,0,0.01,-0.02507,-0.0279,0.006250512,-0.001525626,-0.03,0.03435,0.1223,-0.002341857
0.0675,0.0225,-0.0137,-0.000253012,0,0.04295,0.017,0.036595068,0.003045912,-0.05,0.01185,0.0387,-0.079395649,0,0.01,-0.02507,-0.0279,0.006250512
0.0831,0.0675,0.0225,0.001263587,-0.02,0.07645,-0.0018,0.021289901,-0.000253012,0,0.04295,0.017,0.036595068,0.003045912,-0.05,0.01185,0.0387,-0.079395649
0.0584,0.0831,0.0675,0.000252277,-0.01,0.1309,0.1065,-0.005371556,0.001263587,-0.02,0.07645,-0.0018,0.021289901,-0.000253012,0,0.04295,0.017,0.036595068
0.0087,0.0584,0.0831,-0.002783138,0.05,0.10961,-0.0207,-0.00050368,0.000252277,-0.01,0.1309,0.1065,-0.005371556,0.001263587,-0.02,0.07645,-0.0018,0.021289901
-0.0315,0.0087,0.0584,0.002278437,0.02,0.08923,-0.0928,-0.046193902,-0.002783138,0.05,0.10961,-0.0207,-0.00050368,0.000252277,-0.01,0.1309,0.1065,-0.005371556
-0.0596,-0.0315,0.0087,0.0005047,0.03,0.20529,-0.0649,-0.072030291,0.002278437,0.02,0.08923,-0.0928,-0.046193902,-0.002783138,0.05,0.10961,-0.0207,-0.00050368
-0.0704,-0.0596,-0.0315,0.002263921,0.01,0.14677,-0.0349,0.037735252,0.0005047,0.03,0.20529,-0.0649,-0.072030291,0.002278437,0.02,0.08923,-0.0928,-0.046193902
-0.0735,-0.0704,-0.0596,0.002751083,0.02,0.15591,-0.0108,-0.007894416,0.002263921,0.01,0.14677,-0.0349,0.037735252,0.0005047,0.03,0.20529,-0.0649,-0.072030291
-0.093,-0.0735,-0.0704,0.00049833,0.06,-0.00996,0.059,-0.021905435,0.002751083,0.02,0.15591,-0.0108,-0.007894416,0.002263921,0.01,0.14677,-0.0349,0.037735252
-0.1205,-0.093,-0.0735,-0.002747918,0.04,0.00418,0.032,-0.054937806,0.00049833,0.06,-0.00996,0.059,-0.021905435,0.002751083,0.02,0.15591,-0.0108,-0.007894416
-0.1215,-0.1205,-0.093,0.001750686,0,0.25778,-0.1775,-0.042975371,-0.002747918,0.04,0.00418,0.032,-0.054937806,0.00049833,0.06,-0.00996,0.059,-0.021905435
-0.1057,-0.1215,-0.1205,0.001494991,-0.01,0.26712,0.0585,-0.191741335,0.001750686,0,0.25778,-0.1775,-0.042975371,-0.002747918,0.04,0.00418,0.032,-0.054937806
-0.07308,-0.1057,-0.1215,-0.000746852,-0.05,0.30125,-0.1124,0.06419456,0.001494991,-0.01,0.26712,0.0585,-0.191741335,0.001750686,0,0.25778,-0.1775,-0.042975371
-0.01485,-0.07308,-0.1057,-0.001747666,-0.03,0.43146,0.0384,0.0841846,-0.000746852,-0.05,0.30125,-0.1124,0.06419456,0.001494991,-0.01,0.26712,0.0585,-0.191741335
0.03654,-0.01485,-0.07308,-0.000500628,-0.01,-0.05385,-0.073,0.010762699,-0.001747666,-0.03,0.43146,0.0384,0.0841846,-0.000746852,-0.05,0.30125,-0.1124,0.06419456
0.08539,0.03654,-0.01485,-0.00025053,0.06,0.00383,0.1081,-0.031096865,-0.000500628,-0.01,-0.05385,-0.073,0.010762699,-0.001747666,-0.03,0.43146,0.0384,0.0841846
0.1167,0.08539,0.03654,0.001251209,0.05,-0.00591,0.0974,-0.046507206,-0.00025053,0.06,0.00383,0.1081,-0.031096865,-0.000500628,-0.01,-0.05385,-0.073,0.010762699
0.1293,0.1167,0.08539,0.001745659,0.03,-0.07787,0.0056,0.036292574,0.001251209,0.05,-0.00591,0.0974,-0.046507206,-0.00025053,0.06,0.00383,0.1081,-0.031096865
0.1,0.1293,0.1167,0.00297633,0.04,-0.04264,0.1347,-0.013200431,0.001745659,0.03,-0.07787,0.0056,0.036292574,0.001251209,0.05,-0.00591,0.0974,-0.046507206
0.0168,0.1,0.1293,0.001234143,0.06,0.01949,-0.1105,-0.045513046,0.00297633,0.04,-0.04264,0.1347,-0.013200431,0.001745659,0.03,-0.07787,0.0056,0.036292574
-0.0578,0.0168,0.1,0,0.06,-0.02388,0.0384,-0.091525701,0.001234143,0.06,0.01949,-0.1105,-0.045513046,0.00297633,0.04,-0.04264,0.1347,-0.013200431
-0.0922,-0.0578,0.0168,-0.000740065,0.02,0.11704,0.0518,-0.115498786,0,0.06,-0.02388,0.0384,-0.091525701,0.001234143,0.06,0.01949,-0.1105,-0.045513046
-0.1165,-0.0922,-0.0578,0.001232741,0.02,0.074,0.0526,-0.020136276,-0.000740065,0.02,0.11704,0.0518,-0.115498786,0,0.06,-0.02388,0.0384,-0.091525701
-0.1491,-0.1165,-0.0922,0.002944381,0.04,-0.00218,-0.0816,-0.155319149,0.001232741,0.02,0.074,0.0526,-0.020136276,-0.000740065,0.02,0.11704,0.0518,-0.115498786
-0.19864,-0.1491,-0.1165,0.000732987,0.01,0.02471,0.0482,0.074030841,0.002944381,0.04,-0.00218,-0.0816,-0.155319149,0.001232741,0.02,0.074,0.0526,-0.020136276
-0.25363,-0.19864,-0.1491,0.000731752,0.02,-0.00741,-0.0414,0.037295504,0.000732987,0.01,0.02471,0.0482,0.074030841,0.002944381,0.04,-0.00218,-0.0816,-0.155319149
-0.2934,-0.25363,-0.19864,0.000730521,-0.04,-0.04635,-0.0327,-0.078857395,0.000731752,0.02,-0.00741,-0.0414,0.037295504,0.000732987,0.01,0.02471,0.0482,0.074030841
-0.2815,-0.2934,-0.25363,-0.00024337,-0.03,0.03514,-0.0129,-0.106142241,0.000730521,-0.04,-0.04635,-0.0327,-0.078857395,0.000731752,0.02,-0.00741,-0.0414,0.037295504
-0.19147,-0.2815,-0.2934,0.00218544,-0.09,0.22838,-0.0723,-0.092827004,-0.00024337,-0.03,0.03514,-0.0129,-0.106142241,0.000730521,-0.04,-0.04635,-0.0327,-0.078857395
-0.06666,-0.19147,-0.2815,0.001450874,-0.1,0.09922,-0.0438,-0.03802141,0.00218544,-0.09,0.22838,-0.0723,-0.092827004,-0.00024337,-0.03,0.03514,-0.0129,-0.106142241
0.04954,-0.06666,-0.19147,0.00312703,-0.05,0.00905,-0.0356,0.131542594,0.001450874,-0.1,0.09922,-0.0438,-0.03802141,0.00218544,-0.09,0.22838,-0.0723,-0.092827004
0.1183,0.04954,-0.06666,0.000718436,-0.03,0.01346,0.0596,0.06266956,0.00312703,-0.05,0.00905,-0.0356,0.131542594,0.001450874,-0.1,0.09922,-0.0438,-0.03802141
0.15586,0.1183,0.04954,-0.000478825,-0.02,-0.00714,-0.0122,0.023168241,0.000718436,-0.03,0.01346,0.0596,0.06266956,0.00312703,-0.05,0.00905,-0.0356,0.131542594
0.16217,0.15586,0.1183,0,-0.01,0.14944,0.0418,0.071673632,-0.000478825,-0.02,-0.00714,-0.0122,0.023168241,0.000718436,-0.03,0.01346,0.0596,0.06266956
0.16009,0.16217,0.15586,0.00071804,-0.03,-0.03227,-0.0073,0.027357392,0,-0.01,0.14944,0.0418,0.071673632,-0.000478825,-0.02,-0.00714,-0.0122,0.023168241
0.16162,0.16009,0.16217,0.002147025,-0.03,-0.17421,0.0082,-0.041246459,0.00071804,-0.03,-0.03227,-0.0073,0.027357392,0,-0.01,0.14944,0.0418,0.071673632
0.16065,0.16162,0.16009,0.000237904,-0.03,-0.10668,0.0287,0.071327266,0.002147025,-0.03,-0.17421,0.0082,-0.041246459,0.00071804,-0.03,-0.03227,-0.0073,0.027357392
0.16094,0.16065,0.16162,0.000237774,-0.06,-0.17705,0.0388,-0.015003585,0.000237904,-0.03,-0.10668,0.0287,0.071327266,0.002147025,-0.03,-0.17421,0.0082,-0.041246459
0.15623,0.16094,0.16065,0.001897521,-0.05,-0.03821,0.0677,0.020720166,0.000237774,-0.06,-0.17705,0.0388,-0.015003585,0.000237904,-0.03,-0.10668,0.0287,0.071327266
0.1191,0.15623,0.16094,-0.000947724,0,-0.03667,0.116,0.031546607,0.001897521,-0.05,-0.03821,0.0677,0.020720166,0.000237774,-0.06,-0.17705,0.0388,-0.015003585
0.0641,0.1191,0.15623,0.001657163,-0.02,-0.11123,-0.1121,0.050101053,-0.000947724,0,-0.03667,0.116,0.031546607,0.001897521,-0.05,-0.03821,0.0677,0.020720166
0.0076,0.0641,0.1191,0.00188619,-0.03,-0.13019,0.0066,-0.044367909,0.001657163,-0.02,-0.11123,-0.1121,0.050101053,-0.000947724,0,-0.03667,0.116,0.031546607
-0.0379,0.0076,0.0641,0.002580207,-0.02,-0.09799,-0.0158,-0.000106,0.00188619,-0.03,-0.13019,0.0066,-0.044367909,0.001657163,-0.02,-0.11123,-0.1121,0.050101053
-0.0581,-0.0379,0.0076,0.001866932,-0.02,-0.134,0.0899,-0.016325665,0.002580207,-0.02,-0.09799,-0.0158,-0.000106,0.00188619,-0.03,-0.13019,0.0066,-0.044367909
-0.0542,-0.0581,-0.0379,0.000698036,-0.04,-0.26102,-0.0528,0.03211553,0.001866932,-0.02,-0.134,0.0899,-0.016325665,0.002580207,-0.02,-0.09799,-0.0158,-0.000106
-0.0294,-0.0542,-0.0581,0,-0.03,-0.06728,-0.0683,-0.044533779,0.000698036,-0.04,-0.26102,-0.0528,0.03211553,0.001866932,-0.02,-0.134,0.0899,-0.016325665
0.016,-0.0294,-0.0542,0.001392715,-0.05,-0.10582,0.113,-0.009398394,0,-0.03,-0.06728,-0.0683,-0.044533779,0.000698036,-0.04,-0.26102,-0.0528,0.03211553
0.0612,0.016,-0.0294,0.001619209,-0.07,0.01594,-0.0622,-0.00231673,0.001392715,-0.05,-0.10582,0.113,-0.009398394,0,-0.03,-0.06728,-0.0683,-0.044533779
0.092,0.0612,0.016,0.001152893,-0.06,0.04619,0.0594,0.030795599,0.001619209,-0.07,0.01594,-0.0622,-0.00231673,0.001392715,-0.05,-0.10582,0.113,-0.009398394
0.0883,0.092,0.0612,0.000920116,-0.04,0.01712,-0.0711,0.033415576,0.001152893,-0.06,0.04619,0.0594,0.030795599,0.001619209,-0.07,0.01594,-0.0622,-0.00231673
0.0588,0.0883,0.092,0.002063161,-0.03,0.01256,-0.112,0.025328282,0.000920116,-0.04,0.01712,-0.0711,0.033415576,0.001152893,-0.06,0.04619,0.0594,0.030795599
0.0223,0.0588,0.0883,-0.002293007,0.01,-0.00213,0.1154,0.019944318,0.002063161,-0.03,0.01256,-0.112,0.025328282,0.000920116,-0.04,0.01712,-0.0711,0.033415576
-0.0155,0.0223,0.0588,0.001606375,0,-0.01753,0.0478,0.022532136,-0.002293007,0.01,-0.00213,0.1154,0.019944318,0.002063161,-0.03,0.01256,-0.112,0.025328282
-0.0428,-0.0155,0.0223,0.002056647,0.01,-0.09667,-0.103,-0.008057079,0.001606375,0,-0.01753,0.0478,0.022532136,-0.002293007,0.01,-0.00213,0.1154,0.019944318
-0.0615,-0.0428,-0.0155,0.002500525,0,0.044,-0.0262,-0.031413613,0.002056647,0.01,-0.09667,-0.103,-0.008057079,0.001606375,0,-0.01753,0.0478,0.022532136
-0.0669,-0.0615,-0.0428,0.000905724,-0.01,0.04961,-0.0698,0.028593079,0.002500525,0,0.044,-0.0262,-0.031413613,0.002056647,0.01,-0.09667,-0.103,-0.008057079
-0.0477,-0.0669,-0.0615,0.000452155,-0.03,0.05231,-0.0234,0.02720888,0.000905724,-0.01,0.04961,-0.0698,0.028593079,0.002500525,0,0.044,-0.0262,-0.031413613
-0.0198,-0.0477,-0.0669,0,-0.01,0.1835,0.1317,0.030982548,0.000452155,-0.03,0.05231,-0.0234,0.02720888,0.000905724,-0.01,0.04961,-0.0698,0.028593079
0.0002,-0.0198,-0.0477,0.000902899,-0.04,0.06329,-0.0468,0.007049112,0,-0.01,0.1835,0.1317,0.030982548,0.000452155,-0.03,0.05231,-0.0234,0.02720888
0.0216,0.0002,-0.0198,0.001125991,-0.05,-0.00221,0.0375,0.018696753,0.000902899,-0.04,0.06329,-0.0468,0.007049112,0,-0.01,0.1835,0.1317,0.030982548
0.0536,0.0216,0.0002,0.00044958,-0.08,0.00985,0.0002,-0.019483748,0.001125991,-0.05,-0.00221,0.0375,0.018696753,0.000902899,-0.04,0.06329,-0.0468,0.007049112
0.1017,0.0536,0.0216,0.000673499,-0.08,-0.03146,-0.0411,0.050806823,0.00044958,-0.08,0.00985,0.0002,-0.019483748,0.001125991,-0.05,-0.00221,0.0375,0.018696753
0.1353,0.1017,0.0536,0.001120182,-0.09,-0.01885,-0.0017,0.048438048,0.000673499,-0.08,-0.03146,-0.0411,0.050806823,0.00044958,-0.08,0.00985,0.0002,-0.019483748
0.1364,0.1353,0.1017,-0.001569066,-0.03,0.03364,0.0048,0.029712086,0.001120182,-0.09,-0.01885,-0.0017,0.048438048,0.000673499,-0.08,-0.03146,-0.0411,0.050806823
0.1541,0.1364,0.1353,0.001792756,-0.04,0.02169,0.0478,0.016906446,-0.001569066,-0.03,0.03364,0.0048,0.029712086,0.001120182,-0.09,-0.01885,-0.0017,0.048438048
0.1518,0.1541,0.1364,0.001785386,-0.07,-0.00542,0.0272,0.036168172,0.001792756,-0.04,0.02169,0.0478,0.016906446,-0.001569066,-0.03,0.03364,0.0048,0.029712086
0.1435,0.1518,0.1541,0.003327943,-0.04,-0.04219,0.0035,-0.006672581,0.001785386,-0.07,-0.00542,0.0272,0.036168172,0.001792756,-0.04,0.02169,0.0478,0.016906446
0.1248,0.1435,0.1518,0.002644115,-0.05,-0.0719,-0.0295,-0.035062515,0.003327943,-0.04,-0.04219,0.0035,-0.006672581,0.001785386,-0.07,-0.00542,0.0272,0.036168172
0.1126,0.1248,0.1435,0.001753842,-0.04,-0.03348,0.0558,0.023942698,0.002644115,-0.05,-0.0719,-0.0295,-0.035062515,0.003327943,-0.04,-0.04219,0.0035,-0.006672581
0.1229,0.1126,0.1248,0,-0.04,0.00176,0.0218,0.001257565,0.001753842,-0.04,-0.03348,0.0558,0.023942698,0.002644115,-0.05,-0.0719,-0.0295,-0.035062515
0.1634,0.1229,0.1126,0.001528823,-0.08,-0.21103,-0.0464,0.01738755,0,-0.04,0.00176,0.0218,0.001257565,0.001753842,-0.04,-0.03348,0.0558,0.023942698
0.232,0.1634,0.1229,0.001957755,-0.07,-0.08076,0.0372,0.018980749,0.001528823,-0.08,-0.21103,-0.0464,0.01738755,0,-0.04,0.00176,0.0218,0.001257565
0.2644,0.232,0.1634,0.000650629,-0.05,-0.10675,-0.0091,0.03918525,0.001957755,-0.07,-0.08076,0.0372,0.018980749,0.001528823,-0.08,-0.21103,-0.0464,0.01738755
0.2681,0.2644,0.232,0.001514353,-0.07,-0.09368,-0.0211,0.013662198,0.000650629,-0.05,-0.10675,-0.0091,0.03918525,0.001957755,-0.07,-0.08076,0.0372,0.018980749
0.259,0.2681,0.2644,0.003441678,-0.08,-0.06623,0.0584,0.026776408,0.001514353,-0.07,-0.09368,-0.0211,0.013662198,0.000650629,-0.05,-0.10675,-0.0091,0.03918525
0.2353,0.259,0.2681,-0.002363221,-0.07,-0.19456,-0.0356,-0.00108513,0.003441678,-0.08,-0.06623,0.0584,0.026776408,0.001514353,-0.07,-0.09368,-0.0211,0.013662198
0.2157,0.2353,0.259,0.003219396,-0.08,-0.07947,0.118,-0.008199881,-0.002363221,-0.07,-0.19456,-0.0356,-0.00108513,0.003441678,-0.08,-0.06623,0.0584,0.026776408
0.1774,0.2157,0.2353,0.002770968,-0.08,0.01624,-0.0726,0.035367276,0.003219396,-0.08,-0.07947,0.118,-0.008199881,-0.002363221,-0.07,-0.19456,-0.0356,-0.00108513
0.122,0.1774,0.2157,0.002119548,-0.06,-0.09953,-0.017,0.034193284,0.002770968,-0.08,0.01624,-0.0726,0.035367276,0.003219396,-0.08,-0.07947,0.118,-0.008199881
0.0451,0.122,0.1774,0.001688222,-0.02,-0.11843,-0.0093,0.019930047,0.002119548,-0.06,-0.09953,-0.017,0.034193284,0.002770968,-0.08,0.01624,-0.0726,0.035367276
-0.0515,0.0451,0.122,0.002310641,-0.03,-0.11276,0.0852,-0.027660951,0.001688222,-0.02,-0.11843,-0.0093,0.019930047,0.002119548,-0.06,-0.09953,-0.017,0.034193284
-0.1398,-0.0515,0.0451,-0.00252131,-0.06,-0.14378,-0.128,-0.038196639,0.002310641,-0.03,-0.11276,0.0852,-0.027660951,0.001688222,-0.02,-0.11843,-0.0093,0.019930047
-0.1872,-0.1398,-0.0515,0.00252131,-0.04,-0.3955,0.0138,0.009962985,-0.00252131,-0.06,-0.14378,-0.128,-0.038196639,0.002310641,-0.03,-0.11276,0.0852,-0.027660951
-0.2013,-0.1872,-0.1398,0.001464033,-0.07,-0.22748,0.0469,-0.01853057,0.00252131,-0.04,-0.3955,0.0138,0.009962985,-0.00252131,-0.06,-0.14378,-0.128,-0.038196639
-0.2309,-0.2013,-0.1872,0.001875105,-0.08,0.3768,-0.0283,0.039889719,0.001464033,-0.07,-0.22748,0.0469,-0.01853057,0.00252131,-0.04,-0.3955,0.0138,0.009962985
-0.2853,-0.2309,-0.2013,0.00165999,-0.1,-0.13844,0.0087,-0.080276538,0.001875105,-0.08,0.3768,-0.0283,0.039889719,0.001464033,-0.07,-0.22748,0.0469,-0.01853057
-0.3337,-0.2853,-0.2309,0.002478149,-0.14,0.04915,-0.0614,0.000401387,0.00165999,-0.1,-0.13844,0.0087,-0.080276538,0.001875105,-0.08,0.3768,-0.0283,0.039889719
-0.3941,-0.3337,-0.2853,-0.002271096,-0.13,0.69978,0.0139,-0.066202218,0.002478149,-0.14,0.04915,-0.0614,0.000401387,0.00165999,-0.1,-0.13844,0.0087,-0.080276538
-0.4656,-0.3941,-0.3337,0.003299499,-0.17,0.01763,-0.0216,-0.026522401,-0.002271096,-0.13,0.69978,0.0139,-0.066202218,0.002478149,-0.14,0.04915,-0.0614,0.000401387
-0.5506,-0.4656,-0.3941,0.001435686,-0.19,-0.25727,0.0675,-0.023031859,0.003299499,-0.17,0.01763,-0.0216,-0.026522401,-0.002271096,-0.13,0.69978,0.0139,-0.066202218
-0.66775,-0.5506,-0.4656,0.003873105,-0.24,-0.01952,-0.1675,0.03363726,0.001435686,-0.19,-0.25727,0.0675,-0.023031859,0.003299499,-0.17,0.01763,-0.0216,-0.026522401
-0.79308,-0.66775,-0.5506,0.002226637,-0.29,0.09242,-0.0092,-0.009417094,0.003873105,-0.24,-0.01952,-0.1675,0.03363726,0.001435686,-0.19,-0.25727,0.0675,-0.023031859
-0.8949,-0.79308,-0.66775,0.003418867,-0.34,-0.10305,0.0348,-0.115964701,0.002226637,-0.29,0.09242,-0.0092,-0.009417094,0.003873105,-0.24,-0.01952,-0.1675,0.03363726
-0.93337,-0.8949,-0.79308,-0.000601377,-0.39,0.09724,-0.068,-0.018739507,0.003418867,-0.34,-0.10305,0.0348,-0.115964701,0.002226637,-0.29,0.09242,-0.0092,-0.009417094
-0.89293,-0.93337,-0.8949,0.00140192,-0.36,0.06601,-0.0761,0.061592528,-0.000601377,-0.39,0.09724,-0.068,-0.018739507,0.003418867,-0.34,-0.10305,0.0348,-0.115964701
-0.8208,-0.89293,-0.93337,0.002392813,-0.32,-0.14441,-0.0232,-0.148270755,0.00140192,-0.36,0.06601,-0.0761,0.061592528,-0.000601377,-0.39,0.09724,-0.068,-0.018739507
-0.70812,-0.8208,-0.89293,-0.001394205,-0.36,-0.22244,-0.1076,-0.168149739,0.002392813,-0.32,-0.14441,-0.0232,-0.148270755,0.00140192,-0.36,0.06601,-0.0761,0.061592528
-0.52798,-0.70812,-0.8208,-0.003404678,-0.35,1.6862,-0.0915,-0.022931268,-0.001394205,-0.36,-0.22244,-0.1076,-0.168149739,0.002392813,-0.32,-0.14441,-0.0232,-0.148270755
-0.30533,-0.52798,-0.70812,-0.00627809,-0.33,1.27437,-0.0011,0.028880639,-0.003404678,-0.35,1.6862,-0.0915,-0.022931268,-0.001394205,-0.36,-0.22244,-0.1076,-0.168149739
-0.08457,-0.30533,-0.52798,-0.005749609,-0.37,0.82971,-0.0566,-0.138820939,-0.00627809,-0.33,1.27437,-0.0011,0.028880639,-0.003404678,-0.35,1.6862,-0.0915,-0.022931268
