x,x_t-1,x_t-2,Y_1t Retail prices index,Y_2t Consumer survey - confidence indicator,Y_3t IBA GBP IBK. LIBOR 3M DELAYED  Inverted,Y_4t Manufacturing survey - production: future tendency,Y_5t FSTE uk stock,Y_1t-1,Y_2t-1,Y_3t-1,Y_4t-1,Y_5t-1,Y_5t-1,Y_1t-6,Y_1t-7,Y_1t-8,Y_1t-9
0.0817,0.0553,0.0459,0,0.06,0.0000239,-0.0267,0.01183613,0,0.06,0.0000239,-0.0267,0.01183613,0.003243597,-0.05,-0.0000066,-0.0833,-0.004751277
0.1106,0.0817,0.0553,0.003878479,0,0.0000207,-0.0247,0.000140484,0.003878479,0,0.0000207,-0.0247,0.000140484,0,0.06,0.0000239,-0.0267,0.01183613
0.1208,0.1106,0.0817,0.002577321,-0.01,-0.0000245,0.0829,0.001368685,0.002577321,-0.01,-0.0000245,0.0829,0.001368685,0.003878479,0,0.0000207,-0.0247,0.000140484
0.1224,0.1208,0.1106,0.005774799,-0.02,-0.0000106,-0.004,0.016348759,0.005774799,-0.02,-0.0000106,-0.004,0.016348759,0.002577321,-0.01,-0.0000245,0.0829,0.001368685
0.1081,0.1224,0.1208,0.003831422,0.07,-0.0000235,-0.0717,0.024908015,0.003831422,0.07,-0.0000235,-0.0717,0.024908015,0.005774799,-0.02,-0.0000106,-0.004,0.016348759
0.088,0.1081,0.1224,0.003816799,0.02,0.0000000,-0.0185,0.004733856,0.003816799,0.02,0.0000000,-0.0185,0.004733856,0.003831422,0.07,-0.0000235,-0.0717,0.024908015
0.0753,0.088,0.1081,0,0,-0.0001194,0.1034,0.038117376,0,0,-0.0001194,0.1034,0.038117376,0.003816799,0.02,0.0000000,-0.0185,0.004733856
0.0769,0.0753,0.088,0.006329135,0.02,-0.0000405,-0.0688,0.000128957,0.006329135,0.02,-0.0000405,-0.0688,0.000128957,0,0,-0.0001194,0.1034,0.038117376
0.06,0.0769,0.0753,0.005034624,-0.02,-0.0000074,0.0197,0.083014037,0.005034624,-0.02,-0.0000074,0.0197,0.083014037,0.006329135,0.02,-0.0000405,-0.0688,0.000128957
0.0256,0.06,0.0769,0.001254705,-0.01,-0.0000131,0.0646,-0.076010892,0.001254705,-0.01,-0.0000131,0.0646,-0.076010892,0.005034624,-0.02,-0.0000074,0.0197,0.083014037
-0.0095,0.0256,0.06,0.000626763,-0.05,-0.0000573,-0.0924,0.003770334,0.000626763,-0.05,-0.0000573,-0.0924,0.003770334,0.001254705,-0.01,-0.0000131,0.0646,-0.076010892
-0.0211,-0.0095,0.0256,0.00250313,-0.02,-0.0000026,0.0064,0.047854233,0.00250313,-0.02,-0.0000026,0.0064,0.047854233,0.000626763,-0.05,-0.0000573,-0.0924,0.003770334
-0.0267,-0.0211,-0.0095,-0.003129893,0.04,0.0000153,-0.0475,0.020849444,-0.003129893,0.04,0.0000153,-0.0475,0.020849444,0.00250313,-0.02,-0.0000026,0.0064,0.047854233
-0.0325,-0.0267,-0.0211,0.005003137,0,0.0000088,-0.0242,0.055817671,0.005003137,0,0.0000088,-0.0242,0.055817671,-0.003129893,0.04,0.0000153,-0.0475,0.020849444
-0.0701,-0.0325,-0.0267,0.003114297,-0.02,0.0000000,0.0034,0.058698091,0.003114297,-0.02,0.0000000,0.0034,0.058698091,0.005003137,0,0.0000088,-0.0242,0.055817671
-0.145,-0.0701,-0.0325,0.01113184,0.02,0.0000110,-0.0742,0.015047785,0.01113184,0.02,0.0000110,-0.0742,0.015047785,0.003114297,-0.02,0.0000000,0.0034,0.058698091
-0.2366,-0.145,-0.0701,0.005519793,0.03,-0.0000048,-0.0616,-0.000392418,0.005519793,0.03,-0.0000048,-0.0616,-0.000392418,0.01113184,0.02,0.0000110,-0.0742,0.015047785
-0.3237,-0.2366,-0.145,-0.000611808,-0.05,-0.0000485,0.011,-0.008276562,-0.000611808,-0.05,-0.0000485,0.011,-0.008276562,0.005519793,0.03,-0.0000048,-0.0616,-0.000392418
-0.36666,-0.3237,-0.2366,-0.002450982,-0.03,0.0000103,-0.0269,-0.022411695,-0.002450982,-0.03,0.0000103,-0.0269,-0.022411695,-0.000611808,-0.05,-0.0000485,0.011,-0.008276562
-0.33028,-0.36666,-0.3237,0.004285284,-0.04,0.0000000,-0.0885,-0.10718495,0.004285284,-0.04,0.0000000,-0.0885,-0.10718495,-0.002450982,-0.03,0.0000103,-0.0269,-0.022411695
-0.21625,-0.33028,-0.36666,0.004266998,0.02,0.0000542,0.0293,-0.08892723,0.004266998,0.02,0.0000542,0.0293,-0.08892723,0.004285284,-0.04,0.0000000,-0.0885,-0.10718495
-0.06314,-0.21625,-0.33028,0.000608088,-0.06,0.0000591,-0.1245,0.086250577,0.000608088,-0.06,0.0000591,-0.1245,0.086250577,0.004266998,0.02,0.0000542,0.0293,-0.08892723
0.12116,-0.06314,-0.21625,-0.000608088,0.02,0.0000352,0.0379,0.038141781,-0.000608088,0.02,0.0000352,0.0379,0.038141781,0.000608088,-0.06,0.0000591,-0.1245,0.086250577
0.27477,0.12116,-0.06314,0,-0.01,0.0001292,0.1362,0.029026463,0,-0.01,0.0001292,0.1362,0.029026463,-0.000608088,0.02,0.0000352,0.0379,0.038141781
0.39366,0.27477,0.12116,-0.0061013,0.05,0.0001515,-0.0385,0.001181967,-0.0061013,0.05,0.0001515,-0.0385,0.001181967,0,-0.01,0.0001292,0.1362,0.029026463
0.47854,0.39366,0.27477,0.001834302,0.02,0.0001198,-0.0136,0.056003041,0.001834302,0.02,0.0001198,-0.0136,0.056003041,-0.0061013,0.05,0.0001515,-0.0385,0.001181967
0.487,0.47854,0.39366,0.002440514,0.02,0.0000268,0.0139,0.019670693,0.002440514,0.02,0.0000268,0.0139,0.019670693,0.001834302,0.02,0.0001198,-0.0136,0.056003041
0.4179,0.487,0.47854,0.006680863,0,0.0000161,0.0856,0.054695583,0.006680863,0,0.0000161,0.0856,0.054695583,0.002440514,0.02,0.0000268,0.0139,0.019670693
0.322,0.4179,0.487,0.002418381,0.04,-0.0000174,0.2485,-0.040070331,0.002418381,0.04,-0.0000174,0.2485,-0.040070331,0.006680863,0,0.0000161,0.0856,0.054695583
0.2172,0.322,0.4179,0,0,0.0000870,-0.1296,0.030719485,0,0,0.0000870,-0.1296,0.030719485,0.002418381,0.04,-0.0000174,0.2485,-0.040070331
0.0884,0.2172,0.322,-0.003023891,-0.03,-0.0000102,-0.1172,-0.003394826,-0.003023891,-0.03,-0.0000102,-0.1172,-0.003394826,0,0,0.0000870,-0.1296,0.030719485
-0.059,0.0884,0.2172,0.002419844,0.02,-0.0000172,0.1917,0.007820712,0.002419844,0.02,-0.0000172,0.1917,0.007820712,-0.003023891,-0.03,-0.0000102,-0.1172,-0.003394826
-0.1758,-0.059,0.0884,0.004220688,-0.02,-0.0000926,0.009,-0.066149133,0.004220688,-0.02,-0.0000926,0.009,-0.066149133,0.002419844,0.02,-0.0000172,0.1917,0.007820712
-0.247,-0.1758,-0.059,0.001803427,0,-0.0001724,-0.0137,-0.008170698,0.001803427,0,-0.0001724,-0.0137,-0.008170698,0.004220688,-0.02,-0.0000926,0.009,-0.066149133
-0.2407,-0.247,-0.1758,0.00120048,-0.04,0.0000624,-0.042,0.042919206,0.00120048,-0.04,0.0000624,-0.042,0.042919206,0.001803427,0,-0.0001724,-0.0137,-0.008170698
-0.1966,-0.2407,-0.247,0.003592818,0.03,-0.0000740,0.0763,0.062206114,0.003592818,0.03,-0.0000740,0.0763,0.062206114,0.00120048,-0.04,0.0000624,-0.042,0.042919206
-0.1514,-0.1966,-0.2407,-0.004192878,0.07,-0.0000195,-0.0696,-0.114225931,-0.004192878,0.07,-0.0000195,-0.0696,-0.114225931,0.003592818,0.03,-0.0000740,0.0763,0.062206114
-0.1107,-0.1514,-0.1966,0.005387622,-0.06,-0.0000269,-0.0531,-0.029308031,0.005387622,-0.06,-0.0000269,-0.0531,-0.029308031,-0.004192878,0.07,-0.0000195,-0.0696,-0.114225931
-0.0736,-0.1107,-0.1514,0.005358751,-0.04,0.0000066,0.0645,0.033130172,0.005358751,-0.04,0.0000066,0.0645,0.033130172,0.005387622,-0.06,-0.0000269,-0.0531,-0.029308031
-0.069,-0.0736,-0.1107,0.010044398,-0.02,-0.0000228,-0.1446,-0.016905932,0.010044398,-0.02,-0.0000228,-0.1446,-0.016905932,0.005358751,-0.04,0.0000066,0.0645,0.033130172
-0.0583,-0.069,-0.0736,0.00352113,0.06,0.0000149,-0.0811,-0.001011468,0.00352113,0.06,0.0000149,-0.0811,-0.001011468,0.010044398,-0.02,-0.0000228,-0.1446,-0.016905932
-0.055,-0.0583,-0.069,0.002340551,-0.02,0.0000161,0.0097,0.004393812,0.002340551,-0.02,0.0000161,0.0097,0.004393812,0.00352113,0.06,0.0000149,-0.0811,-0.001011468
-0.0417,-0.055,-0.0583,-0.003512884,-0.03,-0.0000012,0.1223,-0.002344603,-0.003512884,-0.03,-0.0000012,0.1223,-0.002344603,0.002340551,-0.02,0.0000161,0.0097,0.004393812
-0.0137,-0.0417,-0.055,0,0.04,-0.0000057,-0.0279,0.006231058,0,0.04,-0.0000057,-0.0279,0.006231058,-0.003512884,-0.03,-0.0000012,0.1223,-0.002344603
0.0225,-0.0137,-0.0417,0.007013471,-0.06,0.0000071,0.0387,-0.082724921,0.007013471,-0.06,0.0000071,0.0387,-0.082724921,0,0.04,-0.0000057,-0.0279,0.006231058
0.0675,0.0225,-0.0137,-0.000582581,0.05,0.0000097,0.017,0.035941369,-0.000582581,0.05,0.0000097,0.017,0.035941369,0.007013471,-0.06,0.0000071,0.0387,-0.082724921
0.0831,0.0675,0.0225,0.002909516,-0.02,0.0000240,-0.0018,0.021066437,0.002909516,-0.02,0.0000240,-0.0018,0.021066437,-0.000582581,0.05,0.0000097,0.017,0.035941369
0.0584,0.0831,0.0675,0.000580889,0.01,0.0000286,0.1065,-0.005386034,0.000580889,0.01,0.0000286,0.1065,-0.005386034,0.002909516,-0.02,0.0000240,-0.0018,0.021066437
0.0087,0.0584,0.0831,-0.006408411,0.06,0.0000274,-0.0207,-0.000503807,-0.006408411,0.06,0.0000274,-0.0207,-0.000503807,0.000580889,0.01,0.0000286,0.1065,-0.005386034
-0.0315,0.0087,0.0584,0.005246296,-0.03,0.0000306,-0.0928,-0.04729488,0.005246296,-0.03,0.0000306,-0.0928,-0.04729488,-0.006408411,0.06,0.0000274,-0.0207,-0.000503807
-0.0596,-0.0315,0.0087,0.001162115,0.01,0.0000821,-0.0649,-0.074756188,0.001162115,0.01,0.0000821,-0.0649,-0.074756188,0.005246296,-0.03,0.0000306,-0.0928,-0.04729488
-0.0704,-0.0596,-0.0315,0.00521287,-0.02,0.0000496,-0.0349,0.037040697,0.00521287,-0.02,0.0000496,-0.0349,0.037040697,0.001162115,0.01,0.0000821,-0.0649,-0.074756188
-0.0735,-0.0704,-0.0596,0.006334602,0.01,0.0000490,-0.0108,-0.007925742,0.006334602,0.01,0.0000490,-0.0108,-0.007925742,0.00521287,-0.02,0.0000496,-0.0349,0.037040697
-0.093,-0.0735,-0.0704,0.001147447,0.04,-0.0000130,0.059,-0.022148921,0.001147447,0.04,-0.0000130,0.059,-0.022148921,0.006334602,0.01,0.0000490,-0.0108,-0.007925742
-0.1205,-0.093,-0.0735,-0.006327315,-0.02,0.0000077,0.032,-0.05650454,-0.006327315,-0.02,0.0000077,0.032,-0.05650454,0.001147447,0.04,-0.0000130,0.059,-0.022148921
-0.1215,-0.1205,-0.093,0.004031102,-0.04,0.0001061,-0.1775,-0.043926153,0.004031102,-0.04,0.0001061,-0.1775,-0.043926153,-0.006327315,-0.02,0.0000077,0.032,-0.05650454
-0.1057,-0.1215,-0.1205,0.003442344,-0.01,0.0001718,0.0585,-0.212873142,0.003442344,-0.01,0.0001718,0.0585,-0.212873142,0.004031102,-0.04,0.0001061,-0.1775,-0.043926153
-0.07308,-0.1057,-0.1215,-0.001719691,-0.04,0.0000699,-0.1124,0.062218232,-0.001719691,-0.04,0.0000699,-0.1124,0.062218232,0.003442344,-0.01,0.0001718,0.0585,-0.212873142
-0.01485,-0.07308,-0.1057,-0.00402415,0.02,0.0002800,0.0384,0.080828184,-0.00402415,0.02,0.0002800,0.0384,0.080828184,-0.001719691,-0.04,0.0000699,-0.1124,0.062218232
0.03654,-0.01485,-0.07308,-0.001152738,0.02,-0.0000768,-0.073,0.010705194,-0.001152738,0.02,-0.0000768,-0.073,0.010705194,-0.00402415,0.02,0.0002800,0.0384,0.080828184
0.08539,0.03654,-0.01485,-0.000576868,0.07,0.0000167,0.1081,-0.031590635,-0.000576868,0.07,0.0000167,0.1081,-0.031590635,-0.001152738,0.02,-0.0000768,-0.073,0.010705194
0.1167,0.08539,0.03654,0.002881016,-0.01,-0.0000091,0.0974,-0.047623412,0.002881016,-0.01,-0.0000091,0.0974,-0.047623412,-0.000576868,0.07,0.0000167,0.1081,-0.031590635
0.1293,0.1167,0.08539,0.004019529,-0.02,-0.0000634,0.0056,0.035649511,0.004019529,-0.02,-0.0000634,0.0056,0.035649511,0.002881016,-0.01,-0.0000091,0.0974,-0.047623412
0.1,0.1293,0.1167,0.006853254,0.01,-0.0000076,0.1347,-0.013288331,0.006853254,0.01,-0.0000076,0.1347,-0.013288331,0.004019529,-0.02,-0.0000634,0.0056,0.035649511
0.0168,0.1,0.1293,0.002841718,0.02,-0.0000016,-0.1105,-0.046581303,0.002841718,0.02,-0.0000016,-0.1105,-0.046581303,0.006853254,0.01,-0.0000076,0.1347,-0.013288331
-0.0578,0.0168,0.1,0,0,-0.0000070,0.0384,-0.095988681,0,0,-0.0000070,0.0384,-0.095988681,0.002841718,0.02,-0.0000016,-0.1105,-0.046581303
-0.0922,-0.0578,0.0168,-0.001704062,-0.04,0.0000926,0.0518,-0.122731392,-0.001704062,-0.04,0.0000926,0.0518,-0.122731392,0,0,-0.0000070,0.0384,-0.095988681
-0.1165,-0.0922,-0.0578,0.002838492,0,0.0000147,0.0526,-0.020341774,0.002838492,0,0.0000147,0.0526,-0.020341774,-0.001704062,-0.04,0.0000926,0.0518,-0.122731392
-0.1491,-0.1165,-0.0922,0.006779687,0.02,0.0000141,-0.0816,-0.168796414,0.006779687,0.02,0.0000141,-0.0816,-0.168796414,0.002838492,0,0.0000147,0.0526,-0.020341774
-0.19864,-0.1491,-0.1165,0.001687764,-0.03,-0.0000098,0.0482,0.071418712,0.001687764,-0.03,-0.0000098,0.0482,0.071418712,0.006779687,0.02,0.0000141,-0.0816,-0.168796414
-0.25363,-0.19864,-0.1491,0.00168492,0.01,0.0000122,-0.0414,0.036616849,0.00168492,0.01,0.0000122,-0.0414,0.036616849,0.001687764,-0.03,-0.0000098,0.0482,0.071418712
-0.2934,-0.25363,-0.19864,0.001682086,-0.06,-0.0000239,-0.0327,-0.082140418,0.001682086,-0.06,-0.0000239,-0.0327,-0.082140418,0.00168492,0.01,0.0000122,-0.0414,0.036616849
-0.2815,-0.2934,-0.25363,-0.000560381,0.01,0.0000255,-0.0129,-0.112208623,-0.000560381,0.01,0.0000255,-0.0129,-0.112208623,0.001682086,-0.06,-0.0000239,-0.0327,-0.082140418
-0.19147,-0.2815,-0.2934,0.00503216,-0.06,0.0001965,-0.0723,-0.097422113,0.00503216,-0.06,0.0001965,-0.0723,-0.097422113,-0.000560381,0.01,0.0000255,-0.0129,-0.112208623
-0.06666,-0.19147,-0.2815,0.00334076,-0.01,0.0000252,-0.0438,-0.038763084,0.00334076,-0.01,0.0000252,-0.0438,-0.038763084,0.00503216,-0.06,0.0001965,-0.0723,-0.097422113
0.04954,-0.06666,-0.19147,0.007200253,0.05,-0.0000056,-0.0356,0.123581829,0.007200253,0.05,-0.0000056,-0.0356,0.123581829,0.00334076,-0.01,0.0000252,-0.0438,-0.038763084
0.1183,0.04954,-0.06666,0.00165426,0.02,-0.0000022,0.0596,0.060784195,0.00165426,0.02,-0.0000022,0.0596,0.060784195,0.007200253,0.05,-0.0000056,-0.0356,0.123581829
0.15586,0.1183,0.04954,-0.001102536,0.01,0.0000301,-0.0122,0.022903932,-0.001102536,0.01,0.0000301,-0.0122,0.022903932,0.00165426,0.02,-0.0000022,0.0596,0.060784195
0.16217,0.15586,0.1183,0,0.01,0.0001757,0.0418,0.069221569,0,0.01,0.0001757,0.0418,0.069221569,-0.001102536,0.01,0.0000301,-0.0122,0.022903932
0.16009,0.16217,0.15586,0.001653348,-0.02,-0.0000739,-0.0073,0.026989867,0.001653348,-0.02,-0.0000739,-0.0073,0.026989867,0,0.01,0.0001757,0.0418,0.069221569
0.16162,0.16009,0.16217,0.004943707,0,-0.0001694,0.0082,-0.042121233,0.004943707,0,-0.0001694,0.0082,-0.042121233,0.001653348,-0.02,-0.0000739,-0.0073,0.026989867
0.16065,0.16162,0.16009,0.000547795,0,-0.0000420,0.0287,0.068898316,0.000547795,0,-0.0000420,0.0287,0.068898316,0.004943707,0,-0.0001694,0.0082,-0.042121233
0.16094,0.16065,0.16162,0.000547495,-0.03,-0.0001398,0.0388,-0.015117278,0.000547495,-0.03,-0.0001398,0.0388,-0.015117278,0.000547795,0,-0.0000420,0.0287,0.068898316
0.15623,0.16094,0.16065,0.004369204,0.01,-0.0000246,0.0677,0.020508423,0.004369204,0.01,-0.0000246,0.0677,0.020508423,0.000547495,-0.03,-0.0001398,0.0388,-0.015117278
0.1191,0.15623,0.16094,-0.002182216,0.05,-0.0000036,0.116,0.031059236,-0.002182216,0.05,-0.0000036,0.116,0.031059236,0.004369204,0.01,-0.0000246,0.0677,0.020508423
0.0641,0.1191,0.15623,0.003815758,-0.02,-0.0000847,-0.1121,0.048886401,0.003815758,-0.02,-0.0000847,-0.1121,0.048886401,-0.002182216,0.05,-0.0000036,0.116,0.031059236
0.0076,0.0641,0.1191,0.004343112,-0.01,-0.0000698,0.0066,-0.045382282,0.004343112,-0.01,-0.0000698,0.0066,-0.045382282,0.003815758,-0.02,-0.0000847,-0.1121,0.048886401
-0.0379,0.0076,0.0641,0.005941146,0.01,-0.0000449,-0.0158,-0.000106005,0.005941146,0.01,-0.0000449,-0.0158,-0.000106005,0.004343112,-0.01,-0.0000698,0.0066,-0.045382282
-0.0581,-0.0379,0.0076,0.004298771,0,-0.0000940,0.0899,-0.016460397,0.004298771,0,-0.0000940,0.0899,-0.016460397,0.005941146,0.01,-0.0000449,-0.0158,-0.000106005
-0.0542,-0.0581,-0.0379,0.001607287,-0.02,-0.0001158,-0.0528,0.031610608,0.001607287,-0.02,-0.0001158,-0.0528,0.031610608,0.004298771,0,-0.0000940,0.0899,-0.016460397
-0.0294,-0.0542,-0.0581,0,0.01,-0.0000032,-0.0683,-0.045555868,0,0.01,-0.0000032,-0.0683,-0.045555868,0.001607287,-0.02,-0.0001158,-0.0528,0.031610608
0.016,-0.0294,-0.0542,0.003206844,-0.02,-0.0000543,0.113,-0.009442837,0.003206844,-0.02,-0.0000543,0.113,-0.009442837,0,0.01,-0.0000032,-0.0683,-0.045555868
0.0612,0.016,-0.0294,0.003728367,-0.02,0.0000041,-0.0622,-0.002319418,0.003728367,-0.02,0.0000041,-0.0622,-0.002319418,0.003206844,-0.02,-0.0000543,0.113,-0.009442837
0.092,0.0612,0.016,0.002654634,0.01,0.0000232,0.0594,0.03033093,0.002654634,0.01,0.0000232,0.0594,0.03033093,0.003728367,-0.02,0.0000041,-0.0622,-0.002319418
0.0883,0.092,0.0612,0.002118645,0.02,0.0000052,-0.0711,0.032869409,0.002118645,0.02,0.0000052,-0.0711,0.032869409,0.002654634,0.01,0.0000232,0.0594,0.03033093
0.0588,0.0883,0.092,0.004750603,0.01,-0.0000005,-0.112,0.025012836,0.004750603,0.01,-0.0000005,-0.112,0.025012836,0.002118645,0.02,0.0000052,-0.0711,0.032869409
0.0223,0.0588,0.0883,-0.005279843,0.04,0.0000053,0.1154,0.019748036,-0.005279843,0.04,0.0000053,0.1154,0.019748036,0.004750603,0.01,-0.0000005,-0.112,0.025012836
-0.0155,0.0223,0.0588,0.003698815,-0.01,-0.0000079,0.0478,0.022282037,0.003698815,-0.01,-0.0000079,0.0478,0.022282037,-0.005279843,0.04,0.0000053,0.1154,0.019748036
-0.0428,-0.0155,0.0223,0.004735605,0.01,-0.0000395,-0.103,-0.008089713,0.004735605,0.01,-0.0000395,-0.103,-0.008089713,0.003698815,-0.01,-0.0000079,0.0478,0.022282037
-0.0615,-0.0428,-0.0155,0.005757671,-0.01,0.0000185,-0.0262,-0.031917603,0.005757671,-0.01,0.0000185,-0.0262,-0.031917603,0.004735605,0.01,-0.0000395,-0.103,-0.008089713
-0.0669,-0.0615,-0.0428,0.002085506,-0.01,0.0000281,-0.0698,0.028191926,0.002085506,-0.01,0.0000281,-0.0698,0.028191926,0.005757671,-0.01,0.0000185,-0.0262,-0.031917603
-0.0477,-0.0669,-0.0615,0.001041125,-0.02,0.0000050,-0.0234,0.026845299,0.001041125,-0.02,0.0000050,-0.0234,0.026845299,0.002085506,-0.01,0.0000281,-0.0698,0.028191926
-0.0198,-0.0477,-0.0669,0,0.02,0.0000976,0.1317,0.030512278,0,0.02,0.0000976,0.1317,0.030512278,0.001041125,-0.02,0.0000050,-0.0234,0.026845299
0.0002,-0.0198,-0.0477,0.002079003,-0.03,0.0000235,-0.0468,0.007024383,0.002079003,-0.03,0.0000235,-0.0468,0.007024383,0,0.02,0.0000976,0.1317,0.030512278
0.0216,0.0002,-0.0198,0.00259269,-0.01,-0.0000047,0.0375,0.018524118,0.00259269,-0.01,-0.0000047,0.0375,0.018524118,0.002079003,-0.03,0.0000235,-0.0468,0.007024383
0.0536,0.0216,0.0002,0.001035197,-0.03,0.0000041,0.0002,-0.019676059,0.001035197,-0.03,0.0000041,0.0002,-0.019676059,0.00259269,-0.01,-0.0000047,0.0375,0.018524118
0.1017,0.0536,0.0216,0.001550789,0,-0.0000136,-0.0411,0.049558272,0.001550789,0,-0.0000136,-0.0411,0.049558272,0.001035197,-0.03,0.0000041,0.0002,-0.019676059
0.1353,0.1017,0.0536,0.002579315,-0.01,-0.0000119,-0.0017,0.047301484,0.002579315,-0.01,-0.0000119,-0.0017,0.047301484,0.001550789,0,-0.0000136,-0.0411,0.049558272
0.1364,0.1353,0.1017,-0.003612907,0.06,0.0000270,0.0048,0.029279235,-0.003612907,0.06,0.0000270,0.0048,0.029279235,0.002579315,-0.01,-0.0000119,-0.0017,0.047301484
0.1541,0.1364,0.1353,0.004127973,-0.01,0.0000091,0.0478,0.016765122,0.004127973,-0.01,0.0000091,0.0478,0.016765122,-0.003612907,0.06,0.0000270,0.0048,0.029279235
0.1518,0.1541,0.1364,0.004111003,-0.03,-0.0000088,0.0272,0.035529459,0.004111003,-0.03,-0.0000088,0.0272,0.035529459,0.004127973,-0.01,0.0000091,0.0478,0.016765122
0.1435,0.1518,0.1541,0.007662873,0.03,-0.0000200,0.0035,-0.006694942,0.007662873,0.03,-0.0000200,0.0035,-0.006694942,0.004111003,-0.03,-0.0000088,0.0272,0.035529459
0.1248,0.1435,0.1518,0.006088299,-0.01,-0.0000361,-0.0295,-0.035691962,0.006088299,-0.01,-0.0000361,-0.0295,-0.035691962,0.007662873,0.03,-0.0000200,0.0035,-0.006694942
0.1126,0.1248,0.1435,0.00403837,0.01,-0.0000172,0.0558,0.023660567,0.00403837,0.01,-0.0000172,0.0558,0.023660567,0.006088299,-0.01,-0.0000361,-0.0295,-0.035691962
0.1229,0.1126,0.1248,0,0,0.0000046,0.0218,0.001256775,0,0,0.0000046,0.0218,0.001256775,0.00403837,0.01,-0.0000172,0.0558,0.023660567
0.1634,0.1229,0.1126,0.003520245,-0.04,-0.0000980,-0.0464,0.017238116,0.003520245,-0.04,-0.0000980,-0.0464,0.017238116,0,0,0.0000046,0.0218,0.001256775
0.232,0.1634,0.1229,0.004507896,0.01,-0.0000322,0.0372,0.018802862,0.004507896,0.01,-0.0000322,0.0372,0.018802862,0.003520245,-0.04,-0.0000980,-0.0464,0.017238116
0.2644,0.232,0.1634,0.001498128,0.02,-0.0000354,-0.0091,0.038436992,0.001498128,0.02,-0.0000354,-0.0091,0.038436992,0.004507896,0.01,-0.0000322,0.0372,0.018802862
0.2681,0.2644,0.232,0.003486928,-0.02,-0.0000316,-0.0211,0.013569711,0.003486928,-0.02,-0.0000316,-0.0211,0.013569711,0.001498128,0.02,-0.0000354,-0.0091,0.038436992
0.259,0.2681,0.2644,0.007924757,-0.01,-0.0000293,0.0584,0.026424194,0.007924757,-0.01,-0.0000293,0.0584,0.026424194,0.003486928,-0.02,-0.0000316,-0.0211,0.013569711
0.2353,0.259,0.2681,-0.005441517,0.01,-0.0000987,-0.0356,-0.001085719,-0.005441517,0.01,-0.0000987,-0.0356,-0.001085719,0.007924757,-0.01,-0.0000293,0.0584,0.026424194
0.2157,0.2353,0.259,0.007412932,-0.01,0.0000177,0.118,-0.008233685,0.007412932,-0.01,0.0000177,0.118,-0.008233685,-0.005441517,0.01,-0.0000987,-0.0356,-0.001085719
0.1774,0.2157,0.2353,0.00638039,0,-0.0000028,-0.0726,0.034756219,0.00638039,0,-0.0000028,-0.0726,0.034756219,0.007412932,-0.01,0.0000177,0.118,-0.008233685
0.122,0.1774,0.2157,0.004880439,0.02,-0.0000369,-0.017,0.033621687,0.004880439,0.02,-0.0000369,-0.017,0.033621687,0.00638039,0,-0.0000028,-0.0726,0.034756219
0.0451,0.122,0.1774,0.003887274,0.04,-0.0000261,-0.0093,0.019734043,0.003887274,0.04,-0.0000261,-0.0093,0.019734043,0.004880439,0.02,-0.0000369,-0.017,0.033621687
-0.0515,0.0451,0.122,0.005320448,-0.01,-0.0000406,0.0852,-0.02805072,0.005320448,-0.01,-0.0000406,0.0852,-0.02805072,0.003887274,0.04,-0.0000261,-0.0093,0.019734043
-0.1398,-0.0515,0.0451,-0.005805532,-0.03,-0.0000415,-0.128,-0.038945256,-0.005805532,-0.03,-0.0000415,-0.128,-0.038945256,0.005320448,-0.01,-0.0000406,0.0852,-0.02805072
-0.1872,-0.1398,-0.0515,0.005805532,0.02,-0.0001512,0.0138,0.009913681,0.005805532,0.02,-0.0001512,0.0138,0.009913681,-0.005805532,-0.03,-0.0000415,-0.128,-0.038945256
-0.2013,-0.1872,-0.1398,0.00337106,-0.03,0.0000609,0.0469,-0.018704412,0.00337106,-0.03,0.0000609,0.0469,-0.018704412,0.005805532,0.02,-0.0001512,0.0138,0.009913681
-0.2309,-0.2013,-0.1872,0.004317589,-0.01,0.0000266,-0.0283,0.039114668,0.004317589,-0.01,0.0000266,-0.0283,0.039114668,0.00337106,-0.03,0.0000609,0.0469,-0.018704412
-0.2853,-0.2309,-0.2013,0.003822269,-0.02,-0.0000505,0.0087,-0.083682239,0.003822269,-0.02,-0.0000505,0.0087,-0.083682239,0.004317589,-0.01,0.0000266,-0.0283,0.039114668
-0.3337,-0.2853,-0.2309,0.00570615,-0.04,0.0000859,-0.0614,0.000401306,0.00570615,-0.04,0.0000859,-0.0614,0.000401306,0.003822269,-0.02,-0.0000505,0.0087,-0.083682239
-0.3941,-0.3337,-0.2853,-0.005229392,0.01,0.0001610,0.0139,-0.068495371,-0.005229392,0.01,0.0001610,0.0139,-0.068495371,0.00570615,-0.04,0.0000859,-0.0614,0.000401306
-0.4656,-0.3941,-0.3337,0.007597377,-0.04,-0.0000196,-0.0216,-0.026880466,0.007597377,-0.04,-0.0000196,-0.0216,-0.026880466,-0.005229392,0.01,0.0001610,0.0139,-0.068495371
-0.5506,-0.4656,-0.3941,0.003305788,-0.02,-0.0000990,0.0675,-0.023301237,0.003305788,-0.02,-0.0000990,0.0675,-0.023301237,0.007597377,-0.04,-0.0000196,-0.0216,-0.026880466
