x,x_t-1,x_t-2,Y_1t Retail prices index,Y_2t Consumer survey - confidence indicator,Y_3t IBA GBP IBK. LIBOR 3M DELAYED  Inverted,Y_4t Manufacturing survey - production: future tendency,Y_5t FSTE uk stock,Y_1t-1,Y_2t-1,Y_3t-1,Y_4t-1,Y_5t-1,Y_5t-1,Y_1t-6,Y_1t-7,Y_1t-8,Y_1t-9
-0.66775,-0.5506,-0.4656,0.008918153,-0.05,0.0000266,-0.1675,0.033083902,0.008918153,-0.05,0.0000266,-0.1675,0.033083902,0.003305788,-0.02,-0.0000990,0.0675,-0.023301237
-0.79308,-0.66775,-0.5506,0.005127021,-0.05,0.0000136,-0.0092,-0.009461715,0.005127021,-0.05,0.0000136,-0.0092,-0.009461715,0.008918153,-0.05,0.0000266,-0.1675,0.033083902
-0.8949,-0.79308,-0.66775,0.007872233,-0.05,-0.0000318,0.0348,-0.123258286,0.007872233,-0.05,-0.0000318,0.0348,-0.123258286,0.005127021,-0.05,0.0000136,-0.0092,-0.009461715
-0.93337,-0.8949,-0.79308,-0.001384722,-0.05,0.0000441,-0.068,-0.018917317,-0.001384722,-0.05,0.0000441,-0.068,-0.018917317,0.007872233,-0.05,-0.0000318,0.0348,-0.123258286
-0.89293,-0.93337,-0.8949,0.003228041,0.03,0.0000133,-0.0761,0.059770165,0.003228041,0.03,0.0000133,-0.0761,0.059770165,-0.001384722,-0.05,0.0000441,-0.068,-0.018917317
-0.8208,-0.89293,-0.93337,0.005509656,0.04,-0.0000693,-0.0232,-0.160486591,0.005509656,0.04,-0.0000693,-0.0232,-0.160486591,0.003228041,0.03,0.0000133,-0.0761,0.059770165
-0.70812,-0.8208,-0.89293,-0.003210276,-0.04,-0.0000317,-0.1076,-0.184102829,-0.003210276,-0.04,-0.0000317,-0.1076,-0.184102829,0.005509656,0.04,-0.0000693,-0.0232,-0.160486591
-0.52798,-0.70812,-0.8208,-0.007839561,0.01,0.0008228,-0.0915,-0.023198279,-0.007839561,0.01,0.0008228,-0.0915,-0.023198279,-0.003210276,-0.04,-0.0000317,-0.1076,-0.184102829
-0.30533,-0.52798,-0.70812,-0.014455836,0.02,0.0009001,-0.0011,0.028471453,-0.014455836,0.02,0.0009001,-0.0011,0.028471453,-0.007839561,0.01,0.0008228,-0.0915,-0.023198279
-0.08457,-0.30533,-0.52798,-0.013238964,-0.04,0.0011240,-0.0566,-0.149452828,-0.013238964,-0.04,0.0011240,-0.0566,-0.149452828,-0.014455836,0.02,0.0009001,-0.0011,0.028471453
0.1755,-0.08457,-0.30533,0.006168466,0.02,0.0003404,-0.0512,-0.070912053,0.006168466,0.02,0.0003404,-0.0512,-0.070912053,-0.013238964,-0.04,0.0011240,-0.0566,-0.149452828
0.44332,0.1755,-0.08457,-0.000473149,0.05,0.0008880,-0.0423,0.019252416,-0.000473149,0.05,0.0008880,-0.0423,0.019252416,0.006168466,0.02,0.0003404,-0.0512,-0.070912053
0.69678,0.44332,0.1755,0.000946074,0.03,0.0009205,0.1719,0.152942828,0.000946074,0.03,0.0009205,0.1719,0.152942828,-0.000473149,0.05,0.0008880,-0.0423,0.019252416
0.88401,0.69678,0.44332,0.006127759,0,0.0009522,0.141,-0.004502194,0.006127759,0,0.0009522,0.141,-0.004502194,0.000946074,0.03,0.0009205,0.1719,0.152942828
1.00955,0.88401,0.69678,0.002815581,0.02,0.0004856,0.0145,-0.010172105,0.002815581,0.02,0.0004856,0.0145,-0.010172105,0.006127759,0,0.0009522,0.141,-0.004502194
1.06413,1.00955,0.88401,0,0,0.0024785,0.0519,0.092310112,0,0,0.0024785,0.0519,0.092310112,0.002815581,0.02,0.0004856,0.0145,-0.010172105
1.02735,1.06413,1.00955,0.00467509,0,0.0031516,0.074,0.083139314,0.00467509,0,0.0031516,0.074,0.083139314,0,0,0.0024785,0.0519,0.092310112
0.91369,1.02735,1.06413,0.004188975,0.09,0.0035057,0.0367,0.047850404,0.004188975,0.09,0.0035057,0.0367,0.047850404,0.00467509,0,0.0031516,0.074,0.083139314
0.7301,0.91369,1.02735,0.003246003,0.03,0.0000743,0.103,-0.054924159,0.003246003,0.03,0.0000743,0.103,-0.054924159,0.004188975,0.09,0.0035057,0.0367,0.047850404
0.5064,0.7301,0.91369,0.002773927,-0.04,-0.0009521,0.0183,0.022311422,0.002773927,-0.04,-0.0009521,0.0183,0.022311422,0.003246003,0.03,0.0000743,0.103,-0.054924159
0.3054,0.5064,0.7301,0.006442728,-0.02,0.0002194,-0.1111,0.024296137,0.006442728,-0.02,0.0002194,-0.1111,0.024296137,0.002773927,-0.04,-0.0009521,0.0183,0.022311422
0.1433,0.3054,0.5064,-0.000458821,0.02,-0.0003024,0.063,-0.012632637,-0.000458821,0.02,-0.0003024,0.063,-0.012632637,0.006442728,-0.02,0.0002194,-0.1111,0.024296137
0.0261,0.1433,0.3054,0.005948313,0.03,-0.0007247,-0.011,0.014783796,0.005948313,0.03,-0.0007247,-0.011,0.014783796,-0.000458821,0.02,-0.0003024,0.063,-0.012632637
-0.0612,0.0261,0.1433,0.006819758,-0.01,-0.0000674,-0.0221,0.068216889,0.006819758,-0.01,-0.0000674,-0.0221,0.068216889,0.005948313,0.03,-0.0007247,-0.011,0.014783796
-0.1349,-0.0612,0.0261,0.009470195,-0.01,-0.0001770,0.1015,-0.005891901,0.009470195,-0.01,-0.0001770,0.1015,-0.005891901,0.006819758,-0.01,-0.0000674,-0.0221,0.068216889
-0.1939,-0.1349,-0.0612,0.003584233,-0.02,-0.0008989,0.0215,-0.073392295,0.003584233,-0.02,-0.0008989,0.0215,-0.073392295,0.009470195,-0.01,-0.0001770,0.1015,-0.005891901
-0.212,-0.1939,-0.1349,0.00223364,-0.01,-0.0007060,-0.0057,-0.060737241,0.00223364,-0.01,-0.0007060,-0.0057,-0.060737241,0.003584233,-0.02,-0.0008989,0.0215,-0.073392295
-0.1986,-0.212,-0.1939,-0.00223364,-0.03,-0.0000928,-0.0684,0.064228754,-0.00223364,-0.03,-0.0000928,-0.0684,0.064228754,0.00223364,-0.01,-0.0007060,-0.0057,-0.060737241
-0.1446,-0.1986,-0.212,0.004016966,0.04,0.0002308,0.0243,-0.015111493,0.004016966,0.04,0.0002308,0.0243,-0.015111493,-0.00223364,-0.03,-0.0000928,-0.0684,0.064228754
-0.0858,-0.1446,-0.1986,0.00355714,-0.02,-0.0001439,0.0267,0.084174775,0.00355714,-0.02,-0.0001439,0.0267,0.084174775,0.004016966,0.04,0.0002308,0.0243,-0.015111493
-0.0386,-0.0858,-0.1446,0.002216804,0.01,-0.0000995,0.1036,0.031628558,0.002216804,0.01,-0.0000995,0.1036,0.031628558,0.00355714,-0.02,-0.0001439,0.0267,0.084174775
-0.0047,-0.0386,-0.0858,0.00441892,-0.02,-0.0000504,-0.1221,-0.029413173,0.00441892,-0.02,-0.0000504,-0.1221,-0.029413173,0.002216804,0.01,-0.0000995,0.1036,0.031628558
0.0106,-0.0047,-0.0386,0.007029906,0,-0.0002135,0.0889,0.064968721,0.007029906,0,-0.0002135,0.0889,0.064968721,0.00441892,-0.02,-0.0000504,-0.1221,-0.029413173
0.0029,0.0106,-0.0047,0.002623526,-0.08,-0.0004072,-0.0076,0.003450262,0.002623526,-0.08,-0.0004072,-0.0076,0.003450262,0.007029906,0,-0.0002135,0.0889,0.064968721
-0.0201,0.0029,0.0106,0.009993566,0.01,-0.0004200,0.0193,0.045559321,0.009993566,0.01,-0.0004200,0.0193,0.045559321,0.002623526,-0.08,-0.0004072,-0.0076,0.003450262
-0.0748,-0.0201,0.0029,0.005174656,0,-0.0000601,0.0379,-0.056131659,0.005174656,0,-0.0000601,0.0379,-0.056131659,0.009993566,0.01,-0.0004200,0.0193,0.045559321
-0.1399,-0.0748,-0.0201,0.008138833,-0.03,-0.0002083,-0.0386,0.036546647,0.008138833,-0.03,-0.0002083,-0.0386,0.036546647,0.005174656,0,-0.0000601,0.0379,-0.056131659
-0.2143,-0.1399,-0.0748,0.003407158,0.1,-0.0000740,-0.0281,-0.005114183,0.003407158,0.1,-0.0000740,-0.0281,-0.005114183,0.008138833,-0.03,-0.0002083,-0.0386,0.036546647
-0.30987,-0.2143,-0.1399,0,-0.04,-0.0000091,-0.056,-0.011853733,0,-0.04,-0.0000091,-0.056,-0.011853733,0.003407158,0.1,-0.0000740,-0.0281,-0.005114183
-0.37696,-0.30987,-0.2143,-0.002128113,-0.05,-0.0000775,-0.0486,-0.036947675,-0.002128113,-0.05,-0.0000775,-0.0486,-0.036947675,0,-0.04,-0.0000091,-0.056,-0.011853733
-0.39518,-0.37696,-0.30987,0.005947341,-0.01,-0.0005122,0.0545,-0.116520551,0.005947341,-0.01,-0.0005122,0.0545,-0.116520551,-0.002128113,-0.05,-0.0000775,-0.0486,-0.036947675
-0.3684,-0.39518,-0.37696,0.007594973,0.01,-0.0007171,-0.0334,-0.049044893,0.007594973,0.01,-0.0007171,-0.0334,-0.049044893,0.005947341,-0.01,-0.0005122,0.0545,-0.116520551
-0.3075,-0.3684,-0.39518,0.000420256,-0.02,-0.0005481,-0.1556,0.052064842,0.000420256,-0.02,-0.0005481,-0.1556,0.052064842,0.007594973,0.01,-0.0007171,-0.0334,-0.049044893
-0.22201,-0.3075,-0.3684,0.002098637,0.01,-0.0004498,0.0475,-0.024906887,0.002098637,0.01,-0.0004498,0.0475,-0.024906887,0.000420256,-0.02,-0.0005481,-0.1556,0.052064842
-0.12798,-0.22201,-0.3075,0.003766483,-0.02,-0.0004697,-0.0012,-0.005492876,0.003766483,-0.02,-0.0004697,-0.0012,-0.005492876,0.002098637,0.01,-0.0004498,0.0475,-0.024906887
-0.04138,-0.12798,-0.22201,-0.005865119,0.04,-0.0001688,0.1821,0.040924514,-0.005865119,0.04,-0.0001688,0.1821,0.040924514,0.003766483,-0.02,-0.0004697,-0.0012,-0.005492876
0.01123,-0.04138,-0.12798,0.007951496,0,0.0001607,-0.0405,0.052216806,0.007951496,0,0.0001607,-0.0405,0.052216806,-0.005865119,0.04,-0.0001688,0.1821,0.040924514
0.03212,0.01123,-0.04138,0.003744544,-0.02,0.0003179,0.0881,0.015040102,0.003744544,-0.02,0.0003179,0.0881,0.015040102,0.007951496,0,0.0001607,-0.0405,0.052216806
0.04332,0.03212,0.01123,0.007034997,0,0.0002138,0.0111,-0.027991902,0.007034997,0,0.0002138,0.0111,-0.027991902,0.003744544,-0.02,0.0003179,0.0881,0.015040102
0.06726,0.04332,0.03212,-0.000412456,0.02,0.0000675,-0.2777,-0.070313165,-0.000412456,0.02,0.0000675,-0.2777,-0.070313165,0.007034997,0,0.0002138,0.0111,-0.027991902
0.1201,0.06726,0.04332,-0.002478316,0,0.0009583,0.1136,0.040063567,-0.002478316,0,0.0009583,0.1136,0.040063567,-0.000412456,0.02,0.0000675,-0.2777,-0.070313165
0.18024,0.1201,0.06726,0.001239926,0,0.0018690,0.061,0.024393953,0.001239926,0,0.0018690,0.061,0.024393953,-0.002478316,0,0.0009583,0.1136,0.040063567
0.21271,0.18024,0.1201,0.003710579,0,0.0015461,-0.1251,0.017066974,0.003710579,0,0.0015461,-0.1251,0.017066974,0.001239926,0,0.0018690,0.061,0.024393953
0.22276,0.21271,0.18024,0.004926118,0.01,0.0015459,0.0765,0.019371185,0.004926118,0.01,0.0015459,0.0765,0.019371185,0.003710579,0,0.0015461,-0.1251,0.017066974
0.21099,0.22276,0.21271,0.005716635,-0.02,0.0029664,0.0951,0.004432437,0.005716635,-0.02,0.0029664,0.0951,0.004432437,0.004926118,0.01,0.0015459,0.0765,0.019371185
0.18716,0.21099,0.22276,0,0.08,0.0002922,-0.1932,0.041739148,0,0.08,0.0002922,-0.1932,0.041739148,0.005716635,-0.02,0.0029664,0.0951,0.004432437
0.17423,0.18716,0.21099,0.004874096,-0.07,0.0002080,0.089,0.014300834,0.004874096,-0.07,0.0002080,0.089,0.014300834,0,0.08,0.0002922,-0.1932,0.041739148
0.19586,0.17423,0.18716,-0.004060095,0.03,0.0002362,0.032,0.064934776,-0.004060095,0.03,0.0002362,0.032,0.064934776,0.004874096,-0.07,0.0002080,0.089,0.014300834
0.2229,0.19586,0.17423,0.007296344,0,0.0000961,-0.0704,0.041996053,0.007296344,0,0.0000961,-0.0704,0.041996053,-0.004060095,0.03,0.0002362,0.032,0.064934776
0.2544,0.2229,0.19586,0.00443281,0,0.0000725,0.1685,0.013412009,0.00443281,0,0.0000725,0.1685,0.013412009,0.007296344,0,0.0000961,-0.0704,0.041996053
0.2742,0.2544,0.2229,0.003211564,-0.01,0.0000978,0.0209,0.015924676,0.003211564,-0.01,0.0000978,0.0209,0.015924676,0.00443281,0,0.0000725,0.1685,0.013412009
0.2768,0.2742,0.2544,0.002002003,0.05,-0.0000490,-0.0578,0.048944815,0.002002003,0.05,-0.0000490,-0.0578,0.048944815,0.003211564,-0.01,0.0000978,0.0209,0.015924676
0.2719,0.2768,0.2742,-0.001200721,0.01,-0.0001116,-0.0666,-0.046781873,-0.001200721,0.01,-0.0001116,-0.0666,-0.046781873,0.002002003,0.05,-0.0000490,-0.0578,0.048944815
0.2676,0.2719,0.2768,0,0.05,-0.0000674,0.0707,0.076388865,0,0.05,-0.0000674,0.0707,0.076388865,-0.001200721,0.01,-0.0001116,-0.0666,-0.046781873
0.2321,0.2676,0.2719,0.005192742,0.03,-0.0000860,0.085,-0.030600231,0.005192742,0.03,-0.0000860,0.085,-0.030600231,0,0.05,-0.0000674,0.0707,0.076388865
0.1811,0.2321,0.2676,0.003579244,0.03,-0.0001885,0.0867,0.020054401,0.003579244,0.03,-0.0001885,0.0867,0.020054401,0.005192742,0.03,-0.0000860,0.085,-0.030600231
0.1261,0.1811,0.2321,0,-0.01,0.0000116,-0.1943,0.055131353,0,-0.01,0.0000116,-0.1943,0.055131353,0.003579244,0.03,-0.0001885,0.0867,0.020054401
0.1025,0.1261,0.1811,0.000793651,-0.01,-0.0002535,0.166,-0.024947901,0.000793651,-0.01,-0.0002535,0.166,-0.024947901,0,-0.01,0.0000116,-0.1943,0.055131353
0.0991,0.1025,0.1261,0.005143434,-0.01,-0.0000116,-0.0808,0.008757701,0.005143434,-0.01,-0.0000116,-0.0808,0.008757701,0.000793651,-0.01,-0.0002535,0.166,-0.024947901
0.0979,0.0991,0.1025,-0.003162058,0.06,0.0001721,0.022,-0.03326314,-0.003162058,0.06,0.0001721,0.022,-0.03326314,0.005143434,-0.01,-0.0000116,-0.0808,0.008757701
0.087,0.0979,0.0991,0.006314149,0,-0.0000921,0.0097,0.04632867,0.006314149,0,-0.0000921,0.0097,0.04632867,-0.003162058,0.06,0.0001721,0.022,-0.03326314
0.0715,0.087,0.0979,0.002357565,0.02,-0.0000435,-0.0909,-0.043761752,0.002357565,0.02,-0.0000435,-0.0909,-0.043761752,0.006314149,0,-0.0000921,0.0097,0.04632867
0.0279,0.0715,0.087,0.003525959,0.02,-0.0001154,0.1408,0.009871238,0.003525959,0.02,-0.0001154,0.1408,0.009871238,0.002357565,0.02,-0.0000435,-0.0909,-0.043761752
-0.0319,0.0279,0.0715,0.000781861,0.03,-0.0000428,-0.0083,0.021041146,0.000781861,0.03,-0.0000428,-0.0083,0.021041146,0.003525959,0.02,-0.0001154,0.1408,0.009871238
-0.0924,-0.0319,0.0279,0.00156189,0.01,-0.0009102,0.0131,-0.029946846,0.00156189,0.01,-0.0009102,0.0131,-0.029946846,0.000781861,0.03,-0.0000428,-0.0083,0.021041146
-0.1354,-0.0924,-0.0319,-0.001171189,-0.03,-0.0001109,-0.0394,-0.016391356,-0.001171189,-0.03,-0.0001109,-0.0394,-0.016391356,0.00156189,0.01,-0.0009102,0.0131,-0.029946846
-0.156,-0.1354,-0.0924,0.00389864,0.03,-0.0001615,0.0353,0.026179603,0.00389864,0.03,-0.0001615,0.0353,0.026179603,-0.001171189,-0.03,-0.0001109,-0.0394,-0.016391356
-0.1674,-0.156,-0.1354,0.002331909,-0.02,-0.0000745,-0.0331,-0.029316238,0.002331909,-0.02,-0.0000745,-0.0331,-0.029316238,0.00389864,0.03,-0.0001615,0.0353,0.026179603
-0.1588,-0.1674,-0.156,0.000388123,-0.01,0.0002379,-0.044,-0.001098256,0.000388123,-0.01,0.0002379,-0.044,-0.001098256,0.002331909,-0.02,-0.0000745,-0.0331,-0.029316238
-0.1425,-0.1588,-0.1674,-0.002331003,0,0.0000119,-0.0448,0.04988842,-0.002331003,0,0.0000119,-0.0448,0.04988842,0.000388123,-0.01,0.0002379,-0.044,-0.001098256
-0.1071,-0.1425,-0.1588,0.001554606,-0.02,-0.0001316,0.0394,-0.008580015,0.001554606,-0.02,-0.0001316,0.0394,-0.008580015,-0.002331003,0,0.0000119,-0.0448,0.04988842
-0.0621,-0.1071,-0.1425,-0.008188777,0.05,-0.0000493,-0.0779,0.057848984,-0.008188777,0.05,-0.0000493,-0.0779,0.057848984,0.001554606,-0.02,-0.0001316,0.0394,-0.008580015
-0.0169,-0.0621,-0.1071,0.005077144,0,-0.0000591,0.0796,0.026480401,0.005077144,0,-0.0000591,0.0796,0.026480401,-0.008188777,0.05,-0.0000493,-0.0779,0.057848984
0.0029,-0.0169,-0.0621,0.001557026,0.03,-0.0000313,-0.0302,-0.017224081,0.001557026,0.03,-0.0000313,-0.0302,-0.017224081,0.005077144,0,-0.0000591,0.0796,0.026480401
-0.009,0.0029,-0.0169,0.003494471,0,-0.0000873,-0.0491,0.010349818,0.003494471,0,-0.0000873,-0.0491,0.010349818,0.001557026,0.03,-0.0000313,-0.0302,-0.017224081
-0.0389,-0.009,0.0029,0.001936109,-0.03,0.0000580,-0.0188,0.028101708,0.001936109,-0.03,0.0000580,-0.0188,0.028101708,0.003494471,0,-0.0000873,-0.0491,0.010349818
-0.0707,-0.0389,-0.009,0.001546193,0.06,-0.0001542,0.0228,-0.063897491,0.001546193,0.06,-0.0001542,0.0228,-0.063897491,0.001936109,-0.03,0.0000580,-0.0188,0.028101708
-0.1194,-0.0707,-0.0389,-0.00115942,-0.03,-0.0003647,0.0104,0.027246267,-0.00115942,-0.03,-0.0003647,0.0104,0.027246267,0.001546193,0.06,-0.0001542,0.0228,-0.063897491
-0.157,-0.1194,-0.0707,0.004629638,0.03,-0.0000275,-0.0244,-0.047965825,0.004629638,0.03,-0.0000275,-0.0244,-0.047965825,-0.00115942,-0.03,-0.0003647,0.0104,0.027246267
-0.18,-0.157,-0.1194,-0.000770119,-0.04,-0.0000364,-0.0428,-0.028640972,-0.000770119,-0.04,-0.0000364,-0.0428,-0.028640972,0.004629638,0.03,-0.0000275,-0.0244,-0.047965825
-0.1799,-0.18,-0.157,-0.000385282,-0.01,0.0001281,0.0062,0.045796958,-0.000385282,-0.01,0.0001281,0.0062,0.045796958,-0.000770119,-0.04,-0.0000364,-0.0428,-0.028640972
-0.1728,-0.1799,-0.18,0.001155402,-0.01,0.0003198,-0.0956,0.018585833,0.001155402,-0.01,0.0003198,-0.0956,0.018585833,-0.000385282,-0.01,0.0001281,0.0062,0.045796958
-0.1607,-0.1728,-0.1799,0.00307456,0.01,-0.0004298,0.0095,-0.004786758,0.00307456,0.01,-0.0004298,0.0095,-0.004786758,0.001155402,-0.01,0.0003198,-0.0956,0.018585833
-0.1575,-0.1607,-0.1728,-0.006931102,0.02,-0.0001193,0.1422,-0.024849689,-0.006931102,0.02,-0.0001193,0.1422,-0.024849689,0.00307456,0.01,-0.0004298,0.0095,-0.004786758
-0.1309,-0.1575,-0.1607,0.004626068,-0.04,-0.0000253,-0.0703,-0.002622162,0.004626068,-0.04,-0.0000253,-0.0703,-0.002622162,-0.006931102,0.02,-0.0001193,0.1422,-0.024849689
-0.09093,-0.1309,-0.1575,0.004221845,0,0.0000541,0.1204,0.007106396,0.004221845,0,0.0000541,0.1204,0.007106396,0.004626068,-0.04,-0.0000253,-0.0703,-0.002622162
-0.05947,-0.09093,-0.1309,0.001148325,-0.03,0.0000179,-0.0491,-0.006751647,0.001148325,-0.03,0.0000179,-0.0491,-0.006751647,0.004221845,0,0.0000541,0.1204,0.007106396
-0.02357,-0.05947,-0.09093,0.002674309,0.02,-0.0000306,0.0208,0.010900156,0.002674309,0.02,-0.0000306,0.0208,0.010900156,0.001148325,-0.03,0.0000179,-0.0491,-0.006751647
0.01961,-0.02357,-0.05947,0.003808078,0,0.0000851,0.0425,-0.024362,0.003808078,0,0.0000851,0.0425,-0.024362,0.002674309,0.02,-0.0000306,0.0208,0.010900156
0.07707,0.01961,-0.02357,0.001139601,-0.11,0.0020538,-0.1498,0.055245284,0.001139601,-0.11,0.0020538,-0.1498,0.055245284,0.003808078,0,0.0000851,0.0425,-0.024362
0.15819,0.07707,0.01961,0,0.05,0.0066951,0.036,0.013447966,0,0.05,0.0066951,0.036,0.013447966,0.001139601,-0.11,0.0020538,-0.1498,0.055245284
0.2033,0.15819,0.07707,0.005678607,0.06,0.0007935,0.1173,0.000872249,0.005678607,0.06,0.0007935,0.1173,0.000872249,0,0.05,0.0066951,0.036,0.013447966
0.1818,0.2033,0.15819,-0.000377572,-0.02,-0.0017244,-0.0436,0.018011919,-0.000377572,-0.02,-0.0017244,-0.0436,0.018011919,0.005678607,0.06,0.0007935,0.1173,0.000872249
0.142,0.1818,0.2033,0.002640017,-0.05,0.0002260,0.1236,-0.030666684,0.002640017,-0.05,0.0002260,0.1236,-0.030666684,-0.000377572,-0.02,-0.0017244,-0.0436,0.018011919
0.1016,0.142,0.1818,0.006008279,0.01,0.0022768,-0.0303,0.052138553,0.006008279,0.01,0.0022768,-0.0303,0.052138553,0.002640017,-0.05,0.0002260,0.1236,-0.030666684
0.0544,0.1016,0.142,-0.006008279,0.02,0.0004278,0.0023,-0.013304541,-0.006008279,0.02,0.0004278,0.0023,-0.013304541,0.006008279,0.01,0.0022768,-0.0303,0.052138553
0.028,0.0544,0.1016,0.010863564,-0.01,0.0002930,0.0298,0.043687348,0.010863564,-0.01,0.0002930,0.0298,0.043687348,-0.006008279,0.02,0.0004278,0.0023,-0.013304541
0.0148,0.028,0.0544,0.003347595,0,0.0011567,0.0311,0.013356725,0.003347595,0,0.0011567,0.0311,0.013356725,0.010863564,-0.01,0.0002930,0.0298,0.043687348
0.0189,0.0148,0.028,0.004815716,-0.01,0.0005165,-0.1892,0.003265359,0.004815716,-0.01,0.0005165,-0.1892,0.003265359,0.003347595,0,0.0011567,0.0311,0.013356725
0.0402,0.0189,0.0148,0.004056801,0.02,0.0030887,0.1104,0.034519537,0.004056801,0.02,0.0030887,0.1104,0.034519537,0.004815716,-0.01,0.0005165,-0.1892,0.003265359
0.0263,0.0402,0.0189,0.002205883,-0.05,0.0019747,0.0024,-0.050172704,0.002205883,-0.05,0.0019747,0.0024,-0.050172704,0.004056801,0.02,0.0030887,0.1104,0.034519537
-0.0029,0.0263,0.0402,0.002201028,-0.02,-0.0001209,0.0297,-0.003097576,0.002201028,-0.02,-0.0001209,0.0297,-0.003097576,0.002205883,-0.05,0.0019747,0.0024,-0.050172704
-0.0379,-0.0029,0.0263,0.006574165,0.02,0.0012886,0.0063,0.007399462,0.006574165,0.02,0.0012886,0.0063,0.007399462,0.002201028,-0.02,-0.0001209,0.0297,-0.003097576
-0.0684,-0.0379,-0.0029,0.001455075,0.01,-0.0053757,-0.0123,-0.00348997,0.001455075,0.01,-0.0053757,-0.0123,-0.00348997,0.006574165,0.02,0.0012886,0.0063,0.007399462
-0.1154,-0.0684,-0.0379,0.000726744,-0.01,-0.0050792,-0.0436,0.012038619,0.000726744,-0.01,-0.0050792,-0.0436,0.012038619,0.001455075,0.01,-0.0053757,-0.0123,-0.00348997
-0.1424,-0.1154,-0.0684,0.001814553,-0.02,-0.0065282,-0.0471,-0.027864273,0.001814553,-0.02,-0.0065282,-0.0471,-0.027864273,0.000726744,-0.01,-0.0050792,-0.0436,0.012038619
-0.1413,-0.1424,-0.1154,0.008304796,-0.01,0.0003733,-0.0002,0.044927342,0.008304796,-0.01,0.0003733,-0.0002,0.044927342,0.001814553,-0.02,-0.0065282,-0.0471,-0.027864273
-0.1316,-0.1413,-0.1424,-0.007579896,0.04,-0.0002916,0.0627,-0.012109898,-0.007579896,0.04,-0.0002916,0.0627,-0.012109898,0.008304796,-0.01,0.0003733,-0.0002,0.044927342
-0.1144,-0.1316,-0.1413,0.007579896,-0.01,-0.0010252,-0.1202,-0.043690408,0.007579896,-0.01,-0.0010252,-0.1202,-0.043690408,-0.007579896,0.04,-0.0002916,0.0627,-0.012109898
-0.09622,-0.1144,-0.1316,0.000718907,0.03,-0.0020534,-0.0281,-0.014922276,0.000718907,0.03,-0.0020534,-0.0281,-0.014922276,0.007579896,-0.01,-0.0010252,-0.1202,-0.043690408
-0.08506,-0.09622,-0.1144,0.005017932,-0.02,-0.0027670,0.0904,0.049982641,0.005017932,-0.02,-0.0027670,0.0904,0.049982641,0.000718907,0.03,-0.0020534,-0.0281,-0.014922276
-0.09813,-0.08506,-0.09622,0.003568883,0.02,0.0027834,0.0501,0.020163703,0.003568883,0.02,0.0027834,0.0501,0.020163703,0.005017932,-0.02,-0.0027670,0.0904,0.049982641
-0.16155,-0.09813,-0.08506,0.002845964,-0.02,-0.0001324,-0.0777,-0.001791489,0.002845964,-0.02,-0.0001324,-0.0777,-0.001791489,0.003568883,0.02,0.0027834,0.0501,0.020163703
-0.24004,-0.16155,-0.09813,0.000710227,-0.01,-0.0027303,-0.0209,0.001548764,0.000710227,-0.01,-0.0027303,-0.0209,0.001548764,0.002845964,-0.02,-0.0001324,-0.0777,-0.001791489
-0.31533,-0.24004,-0.16155,0.008835541,0.03,-0.0007472,0.0468,-0.025788646,0.008835541,0.03,-0.0007472,0.0468,-0.025788646,0.000710227,-0.01,-0.0027303,-0.0209,0.001548764
-0.37149,-0.31533,-0.24004,-0.000351927,-0.02,0.0000009,-0.0019,-0.011839647,-0.000351927,-0.02,0.0000009,-0.0019,-0.011839647,0.008835541,0.03,-0.0007472,0.0468,-0.025788646
-0.36725,-0.37149,-0.31533,0.001406965,-0.01,0.0000145,-0.1737,-0.064551124,0.001406965,-0.01,0.0000145,-0.1737,-0.064551124,-0.000351927,-0.02,0.0000009,-0.0019,-0.011839647
-0.33296,-0.36725,-0.37149,0.000351432,-0.03,-0.0012018,0.1222,-0.009930166,0.000351432,-0.03,-0.0012018,0.1222,-0.009930166,0.001406965,-0.01,0.0000145,-0.1737,-0.064551124
-0.26686,-0.33296,-0.36725,0.003507545,-0.01,-0.0002352,0.0599,-0.068847406,0.003507545,-0.01,-0.0002352,0.0599,-0.068847406,0.000351432,-0.03,-0.0012018,0.1222,-0.009930166
-0.17322,-0.26686,-0.33296,-0.009145333,0,-0.0002269,-0.0469,0.055451908,-0.009145333,0,-0.0002269,-0.0469,0.055451908,0.003507545,-0.01,-0.0002352,0.0599,-0.068847406
-0.07404,-0.17322,-0.26686,0.007042283,0.01,0.0008648,-0.1004,0.006515128,0.007042283,0.01,0.0008648,-0.1004,0.006515128,-0.009145333,0,-0.0002269,-0.0469,0.055451908
-0.00862,-0.07404,-0.17322,0.000350816,0,0.0002991,-0.0072,0.027374956,0.000350816,0,0.0002991,-0.0072,0.027374956,0.007042283,0.01,0.0008648,-0.1004,0.006515128
0.02113,-0.00862,-0.07404,0.014278494,0,0.0002199,-0.0801,0.035446749,0.014278494,0,0.0002199,-0.0801,0.035446749,0.000350816,0,0.0002991,-0.0072,0.027374956
0.02548,0.02113,-0.00862,0.00138217,0.03,0.0002685,0.0401,-0.072023803,0.00138217,0.03,0.0002685,0.0401,-0.072023803,0.014278494,0,0.0002199,-0.0801,0.035446749
0.00528,0.02548,0.02113,-0.000345363,-0.03,0.0003190,0.012,0.029233897,-0.000345363,-0.03,0.0003190,0.012,0.029233897,0.00138217,0.03,0.0002685,0.0401,-0.072023803
