x_t,x_t-1,x_t-2,GDP_M,INDPRO,RPIX,RMTS,PAYEMS,GDP_M_t-1,INDPRO_t-1,RPIX_t-1,RMTS_t-1,PAYEMS_t-1,GDP_M_t-2,INDPRO_t-2,RPIX_t-2,RMTS_-2,PAYEMS_t-2
0,0,0,-0.068276256,-0.542198763,-0.131445435,-2.124787172,-0.195614656,-0.242037307,-0.087672,-0.072414446,0.822812761,-0.113553791,-0.271608783,-0.609890487,-0.015441631,0.380679327,-0.096797376
0,0,0,0.13428257,-0.304721266,-0.568359693,2.9277839,-0.236308831,-0.068276256,-0.542198763,-0.131445435,-2.124787172,-0.195614656,-0.242037307,-0.087672,-0.072414446,0.822812761,-0.113553791
0,0,0,0.250247371,-0.588914018,-0.068109289,-0.487369815,-0.234580985,0.13428257,-0.304721266,-0.568359693,2.9277839,-0.236308831,-0.068276256,-0.542198763,-0.131445435,-2.124787172,-0.195614656
0,0,0,0.298443001,-0.038921621,0.035033428,0.196537615,-0.122841234,0.250247371,-0.588914018,-0.068109289,-0.487369815,-0.234580985,0.13428257,-0.304721266,-0.568359693,2.9277839,-0.236308831
0,0,0,0.297694314,0.693760326,0.045719623,-0.096943085,-0.094713613,0.298443001,-0.038921621,0.035033428,0.196537615,-0.122841234,0.250247371,-0.588914018,-0.068109289,-0.487369815,-0.234580985
0,0,0,0.266826166,-0.006330502,0.023338131,0.363076572,-0.094038502,0.297694314,0.693760326,0.045719623,-0.096943085,-0.094713613,0.298443001,-0.038921621,0.035033428,0.196537615,-0.122841234
0,0,0,0.224772934,0.753110675,-0.006806392,-0.494501673,-0.010709177,0.266826166,-0.006330502,0.023338131,0.363076572,-0.094038502,0.297694314,0.693760326,0.045719623,-0.096943085,-0.094713613
0,0,0,0.190468997,0.474823645,-0.039875317,1.143499445,-0.081886611,0.224772934,0.753110675,-0.006806392,-0.494501673,-0.010709177,0.266826166,-0.006330502,0.023338131,0.363076572,-0.094038502
0,0,0,0.182848732,0.428001801,0.271033151,0.20726773,0.013014504,0.190468997,0.474823645,-0.039875317,1.143499445,-0.081886611,0.224772934,0.753110675,-0.006806392,-0.494501673,-0.010709177
0,0,0,0.179035101,0.818128194,0.308993499,0.325240262,0.031380954,0.182848732,0.428001801,0.271033151,0.20726773,0.013014504,0.190468997,0.474823645,-0.039875317,1.143499445,-0.081886611
0,0,0,0.156151065,-0.03309118,-0.357511753,-0.279072943,-0.068897942,0.179035101,0.818128194,0.308993499,0.325240262,0.031380954,0.182848732,0.428001801,0.271033151,0.20726773,0.013014504
0,0,0,0.091319586,-0.102762737,-0.024267957,0.955645908,-0.000765799,0.156151065,-0.03309118,-0.357511753,-0.279072943,-0.068897942,0.179035101,0.818128194,0.308993499,0.325240262,0.031380954
0,0,0,0.025050786,0.095812198,0.016502852,-0.860668097,-0.060516692,0.091319586,-0.102762737,-0.024267957,0.955645908,-0.000765799,0.156151065,-0.03309118,-0.357511753,-0.279072943,-0.068897942
0,0,0,-0.002145214,-0.263483513,0.193946978,-0.462101157,0.087316182,0.025050786,0.095812198,0.016502852,-0.860668097,-0.060516692,0.091319586,-0.102762737,-0.024267957,0.955645908,-0.000765799
0,0,0,0.050241709,0.547070068,0.220641692,1.065716855,-0.0007656,-0.002145214,-0.263483513,0.193946978,-0.462101157,0.087316182,0.025050786,0.095812198,0.016502852,-0.860668097,-0.060516692
0,0,0,0.135117476,-0.556141396,0.147789702,-0.779260045,-0.115672927,0.050241709,0.547070068,0.220641692,1.065716855,-0.0007656,-0.002145214,-0.263483513,0.193946978,-0.462101157,0.087316182
0,0,0,0.205388008,0.822249196,-0.347120173,0.586175637,0.082746578,0.135117476,-0.556141396,0.147789702,-0.779260045,-0.115672927,0.050241709,0.547070068,0.220641692,1.065716855,-0.0007656
0,0,0,0.213959227,0.124570025,-0.379437123,-1.111395201,-0.101144009,0.205388008,0.822249196,-0.347120173,0.586175637,0.082746578,0.135117476,-0.556141396,0.147789702,-0.779260045,-0.115672927
0,0,0,0.211220906,-0.2742372,0.130199496,0.907504647,-0.15805064,0.213959227,0.124570025,-0.379437123,-1.111395201,-0.101144009,0.205388008,0.822249196,-0.347120173,0.586175637,0.082746578
0,0,0,0.24756282,-0.627786512,0.410861254,-0.289939911,-0.048385797,0.211220906,-0.2742372,0.130199496,0.907504647,-0.15805064,0.213959227,0.124570025,-0.379437123,-1.111395201,-0.101144009
0,0,0,0.373374744,-0.034396739,0.735130946,0.873237204,0.018435445,0.24756282,-0.627786512,0.410861254,-0.289939911,-0.048385797,0.211220906,-0.2742372,0.130199496,0.907504647,-0.15805064
0,0,0,0.519330418,0.132213444,0.313409274,0.931853092,-0.008449157,0.373374744,-0.034396739,0.735130946,0.873237204,0.018435445,0.24756282,-0.627786512,0.410861254,-0.289939911,-0.048385797
0,0,0,0.616103584,0.514913827,0.067919513,0.757293736,-0.000768141,0.519330418,0.132213444,0.313409274,0.931853092,-0.008449157,0.373374744,-0.034396739,0.735130946,0.873237204,0.018435445
0,0,0,0.594367984,-0.213004577,0.152889156,-0.041076571,-0.023815286,0.616103584,0.514913827,0.067919513,0.757293736,-0.000768141,0.519330418,0.132213444,0.313409274,0.931853092,-0.008449157
0,0,0,0.499478119,0.646193388,0.173627717,0.405925701,0.07680315,0.594367984,-0.213004577,0.152889156,-0.041076571,-0.023815286,0.616103584,0.514913827,0.067919513,0.757293736,-0.000768141
0,0,0,0.376788488,0.134509455,0.53614844,0.236068987,0.143463792,0.499478119,0.646193388,0.173627717,0.405925701,0.07680315,0.594367984,-0.213004577,0.152889156,-0.041076571,-0.023815286
0,0,0,0.271653593,0.677010984,0.693476193,0.385932742,0.031427137,0.376788488,0.134509455,0.53614844,0.236068987,0.143463792,0.499478119,0.646193388,0.173627717,0.405925701,0.07680315
0,0,0,0.195113297,0.050678326,-0.08759991,-0.283160971,0.082736436,0.271653593,0.677010984,0.693476193,0.385932742,0.031427137,0.376788488,0.134509455,0.53614844,0.236068987,0.143463792
0,0,0,0.158207465,0.166504104,-0.319021687,-0.499922858,0.127800434,0.195113297,0.050678326,-0.08759991,-0.283160971,0.082736436,0.271653593,0.677010984,0.693476193,0.385932742,0.031427137
0,0,0,0.17197596,0.618380678,0.019850554,0.772353504,0.048934154,0.158207465,0.166504104,-0.319021687,-0.499922858,0.127800434,0.195113297,0.050678326,-0.08759991,-0.283160971,0.082736436
0,0,0,0.214701722,-0.391186043,0.368880523,2.320675642,0.243549683,0.17197596,0.618380678,0.019850554,0.772353504,0.048934154,0.158207465,0.166504104,-0.319021687,-0.499922858,0.127800434
0,0,0,0.264667688,0.387095518,0.33843525,-1.071106324,0.207959671,0.214701722,-0.391186043,0.368880523,2.320675642,0.243549683,0.17197596,0.618380678,0.019850554,0.772353504,0.048934154
0,0,0,0.300156798,0.738741306,0.613774382,0.278090578,0.216640336,0.264667688,0.387095518,0.33843525,-1.071106324,0.207959671,0.214701722,-0.391186043,0.368880523,2.320675642,0.243549683
0,0,0,0.320198868,-0.771686901,0.128638962,-0.093025783,0.073626807,0.300156798,0.738741306,0.613774382,0.278090578,0.216640336,0.264667688,0.387095518,0.33843525,-1.071106324,0.207959671
0,0,0,0.323823714,0.735028814,0.503638966,0.147628118,0.044756816,0.320198868,-0.771686901,0.128638962,-0.093025783,0.073626807,0.300156798,0.738741306,0.613774382,0.278090578,0.216640336
0,0,0,0.310061152,0.085372237,0.259192206,0.864591172,0.065960813,0.323823714,0.735028814,0.503638966,0.147628118,0.044756816,0.320198868,-0.771686901,0.128638962,-0.093025783,0.073626807
0,0,0,0.300220931,0.112293957,0.16257763,0.409222645,0.114380521,0.310061152,0.085372237,0.259192206,0.864591172,0.065960813,0.323823714,0.735028814,0.503638966,0.147628118,0.044756816
0,0,0,0.315612798,0.886016137,0.074733937,0.211418698,0.257067607,0.300220931,0.112293957,0.16257763,0.409222645,0.114380521,0.310061152,0.085372237,0.259192206,0.864591172,0.065960813
0,0,0,0.377546502,0.2450218,-0.309447629,0.182781385,0.055107858,0.315612798,0.886016137,0.074733937,0.211418698,0.257067607,0.300220931,0.112293957,0.16257763,0.409222645,0.114380521
0,0,0,0.432683125,0.777547615,3.702461875,1.546831568,0.094292306,0.377546502,0.2450218,-0.309447629,0.182781385,0.055107858,0.315612798,0.886016137,0.074733937,0.211418698,0.257067607
0,0,0,0.42768375,0.352105682,-3.397625835,0.361033214,0.114539781,0.432683125,0.777547615,3.702461875,1.546831568,0.094292306,0.377546502,0.2450218,-0.309447629,0.182781385,0.055107858
0,0,0,0.309209459,0.719568871,-0.048895922,0.032025045,0.189606323,0.42768375,0.352105682,-3.397625835,0.361033214,0.114539781,0.432683125,0.777547615,3.702461875,1.546831568,0.094292306
0,0,0,0.165381901,-0.141343219,0.378549348,-0.684429618,0.089411505,0.309209459,0.719568871,-0.048895922,0.032025045,0.189606323,0.42768375,0.352105682,-3.397625835,0.361033214,0.114539781
0,0,0,0.084322727,0.207386856,0.291912046,1.499405454,0.275245701,0.165381901,-0.141343219,0.378549348,-0.684429618,0.089411505,0.309209459,0.719568871,-0.048895922,0.032025045,0.189606323
0,0,0,0.154153586,0.093504448,0.496492208,-0.191337512,0.127241717,0.084322727,0.207386856,0.291912046,1.499405454,0.275245701,0.165381901,-0.141343219,0.378549348,-0.684429618,0.089411505
0,0,0,0.27299693,0.436574251,0.296898271,0.942596734,0.192799235,0.154153586,0.093504448,0.496492208,-0.191337512,0.127241717,0.084322727,0.207386856,0.291912046,1.499405454,0.275245701
0,0,0,0.338975212,-0.318164279,0.299646097,-0.06576335,0.263190421,0.27299693,0.436574251,0.296898271,0.942596734,0.192799235,0.154153586,0.093504448,0.496492208,-0.191337512,0.127241717
0,0,0,0.250210885,0.328560214,-0.006346817,0.245800956,0.15104001,0.338975212,-0.318164279,0.299646097,-0.06576335,0.263190421,0.27299693,0.436574251,0.296898271,0.942596734,0.192799235
0,0,0,0.124779197,-1.956049536,-0.275113329,-0.483584079,0.037910183,0.250210885,0.328560214,-0.006346817,0.245800956,0.15104001,0.338975212,-0.318164279,0.299646097,-0.06576335,0.263190421
0,0,0,0.080755394,1.215031835,0.750912726,-0.011836371,0.066122582,0.124779197,-1.956049536,-0.275113329,-0.483584079,0.037910183,0.250210885,0.328560214,-0.006346817,0.245800956,0.15104001
0,0,0,0.236214726,1.093632882,0.693351219,1.364342485,0.264053973,0.080755394,1.215031835,0.750912726,-0.011836371,0.066122582,0.124779197,-1.956049536,-0.275113329,-0.483584079,0.037910183
0,0,0,0.447473397,0.481599753,0.431027441,0.573677515,0.117709346,0.236214726,1.093632882,0.693351219,1.364342485,0.264053973,0.080755394,1.215031835,0.750912726,-0.011836371,0.066122582
0,0,0,0.570847614,0.157777241,0.916663463,0.524054207,0.198090122,0.447473397,0.481599753,0.431027441,0.573677515,0.117709346,0.236214726,1.093632882,0.693351219,1.364342485,0.264053973
0,0,0,0.462653583,0.042486922,0.703098986,0.236725505,0.224962017,0.570847614,0.157777241,0.916663463,0.524054207,0.198090122,0.447473397,0.481599753,0.431027441,0.573677515,0.117709346
0,0,0,0.240229309,0.226495823,0.454639809,0.168488988,0.224457074,0.462653583,0.042486922,0.703098986,0.236725505,0.224962017,0.570847614,0.157777241,0.916663463,0.524054207,0.198090122
0,0,0,0.020912795,0.295625359,0.107444705,-0.949422157,0.126357255,0.240229309,0.226495823,0.454639809,0.168488988,0.224457074,0.462653583,0.042486922,0.703098986,0.236725505,0.224962017
0,0,0,-0.077957953,0.025127919,-0.146782605,0.818454553,0.030096493,0.020912795,0.295625359,0.107444705,-0.949422157,0.126357255,0.240229309,0.226495823,0.454639809,0.168488988,0.224457074
0,0,0,-0.074678596,0.336187125,0.089143702,-0.275649301,0.063099817,-0.077957953,0.025127919,-0.146782605,0.818454553,0.030096493,0.020912795,0.295625359,0.107444705,-0.949422157,0.126357255
0,0,0,0.012455206,-0.06534862,-0.145992447,-0.435035633,0.142195403,-0.074678596,0.336187125,0.089143702,-0.275649301,0.063099817,-0.077957953,0.025127919,-0.146782605,0.818454553,0.030096493
0,0,0,0.165147793,0.43310929,-0.140949286,0.559196573,0.120048912,0.012455206,-0.06534862,-0.145992447,-0.435035633,0.142195403,-0.074678596,0.336187125,0.089143702,-0.275649301,0.063099817
0,0,0,0.30918495,-0.181342883,0.629666158,-0.018128108,0.099443563,0.165147793,0.43310929,-0.140949286,0.559196573,0.120048912,0.012455206,-0.06534862,-0.145992447,-0.435035633,0.142195403
0,0,0,0.370352464,-0.102547306,0.659461287,0.072492723,0.012423495,0.30918495,-0.181342883,0.629666158,-0.018128108,0.099443563,0.165147793,0.43310929,-0.140949286,0.559196573,0.120048912
0,0,0,0.274436122,-0.026838974,0.537359784,0.057956365,0.156987623,0.370352464,-0.102547306,0.659461287,0.072492723,0.012423495,0.30918495,-0.181342883,0.629666158,-0.018128108,0.099443563
0,0,0,0.123884868,1.020244904,0.502824076,1.586853424,0.137071218,0.274436122,-0.026838974,0.537359784,0.057956365,0.156987623,0.370352464,-0.102547306,0.659461287,0.072492723,0.012423495
0,0,0,0.021147645,-0.358138365,-0.143896009,-0.611752906,0.162346562,0.123884868,1.020244904,0.502824076,1.586853424,0.137071218,0.274436122,-0.026838974,0.537359784,0.057956365,0.156987623
0,0,0,0.068673399,0.959746222,0.4020467,0.598224181,0.062538634,0.021147645,-0.358138365,-0.143896009,-0.611752906,0.162346562,0.123884868,1.020244904,0.502824076,1.586853424,0.137071218
0,0,0,0.178157045,0.177172216,0.441242325,0.125333896,0.162707961,0.068673399,0.959746222,0.4020467,0.598224181,0.062538634,0.021147645,-0.358138365,-0.143896009,-0.611752906,0.162346562
0,0,0,0.261293503,0.66885058,0.305512182,-0.17257727,0.045713955,0.178157045,0.177172216,0.441242325,0.125333896,0.162707961,0.068673399,0.959746222,0.4020467,0.598224181,0.062538634
0,0,0,0.22977769,0.05374037,0.084699111,0.666953498,0.107309373,0.261293503,0.66885058,0.305512182,-0.17257727,0.045713955,0.178157045,0.177172216,0.441242325,0.125333896,0.162707961
0,0,0,0.161271152,0.027351221,-0.031330311,-0.113832881,0.055060097,0.22977769,0.05374037,0.084699111,0.666953498,0.107309373,0.261293503,0.66885058,0.305512182,-0.17257727,0.045713955
0,0,0,0.133435436,-0.15692841,0.035563384,-0.597629217,-0.018108528,0.161271152,0.027351221,-0.031330311,-0.113832881,0.055060097,0.22977769,0.05374037,0.084699111,0.666953498,0.107309373
0,0,0,0.22393209,0.19587623,-0.113508352,1.247382574,-0.02245913,0.133435436,-0.15692841,0.035563384,-0.597629217,-0.018108528,0.161271152,0.027351221,-0.031330311,-0.113832881,0.055060097
0,0,0,0.322629208,0.244061739,0.082179367,0.048439663,0.06374179,0.22393209,0.19587623,-0.113508352,1.247382574,-0.02245913,0.133435436,-0.15692841,0.035563384,-0.597629217,-0.018108528
0,0,0,0.319394886,-0.292945647,-0.141526047,0.529860193,0.055017049,0.322629208,0.244061739,0.082179367,0.048439663,0.06374179,0.22393209,0.19587623,-0.113508352,1.247382574,-0.02245913
0,0,0,0.10409722,0.561265431,-0.056836258,-0.24306618,0.082468862,0.319394886,-0.292945647,-0.141526047,0.529860193,0.055017049,0.322629208,0.244061739,0.082179367,0.048439663,0.06374179
0,0,0,-0.156755586,0.05838828,0.342225305,-0.817867225,0.075175473,0.10409722,0.561265431,-0.056836258,-0.24306618,0.082468862,0.319394886,-0.292945647,-0.141526047,0.529860193,0.055017049
0,0,0,-0.296655326,-0.124348373,0.041427998,0.501531812,-0.00289032,-0.156755586,0.05838828,0.342225305,-0.817867225,0.075175473,0.10409722,0.561265431,-0.056836258,-0.24306618,0.082468862
0,0,0,-0.149093794,-0.366507884,0.092939165,-0.96030963,-0.046256479,-0.296655326,-0.124348373,0.041427998,0.501531812,-0.00289032,-0.156755586,0.05838828,0.342225305,-0.817867225,0.075175473
0,0,0,0.114535705,-0.319643783,0.029553448,-1.334191899,-0.050617535,-0.149093794,-0.366507884,0.092939165,-0.96030963,-0.046256479,-0.296655326,-0.124348373,0.041427998,0.501531812,-0.00289032
0,0,0,0.322839866,-0.687815449,-0.590187025,1.013866701,-0.158526246,0.114535705,-0.319643783,0.029553448,-1.334191899,-0.050617535,-0.149093794,-0.366507884,0.092939165,-0.96030963,-0.046256479
0,0,0,0.304425385,-0.619050307,-0.394833645,-0.693712518,-0.135561787,0.322839866,-0.687815449,-0.590187025,1.013866701,-0.158526246,0.114535705,-0.319643783,0.029553448,-1.334191899,-0.050617535
0,0,0,0.123639116,-0.260791802,-0.508598095,-0.133777316,-0.11105104,0.304425385,-0.619050307,-0.394833645,-0.693712518,-0.135561787,0.322839866,-0.687815449,-0.590187025,1.013866701,-0.158526246
0,0,0,-0.155172085,-0.455011066,-0.388099916,-1.739528633,-0.145350975,0.123639116,-0.260791802,-0.508598095,-0.133777316,-0.11105104,0.304425385,-0.619050307,-0.394833645,-0.693712518,-0.135561787
0,0,0,-0.467661363,-1.59207696,0.482321567,-0.737127468,-0.208948454,-0.155172085,-0.455011066,-0.388099916,-1.739528633,-0.145350975,0.123639116,-0.260791802,-0.508598095,-0.133777316,-0.11105104
0,0,0,-0.730791877,-4.484920665,-0.015412015,-2.490385622,-0.327769818,-0.467661363,-1.59207696,0.482321567,-0.737127468,-0.208948454,-0.155172085,-0.455011066,-0.388099916,-1.739528633,-0.145350975
0,0,0,-0.861526784,1.000667196,0.610380031,-0.936217503,-0.343520874,-0.730791877,-4.484920665,-0.015412015,-2.490385622,-0.327769818,-0.467661363,-1.59207696,0.482321567,-0.737127468,-0.208948454
0,0,0,-0.776829242,-1.317444154,0.531360801,-2.766414642,-0.551804693,-0.861526784,1.000667196,0.610380031,-0.936217503,-0.343520874,-0.730791877,-4.484920665,-0.015412015,-2.490385622,-0.327769818
0,0,0,-0.572539225,-2.866175163,-1.122904247,-0.544687084,-0.514813075,-0.776829242,-1.317444154,0.531360801,-2.766414642,-0.551804693,-0.861526784,1.000667196,0.610380031,-0.936217503,-0.343520874
0,0,0,-0.344496704,-2.520164348,-1.768031441,-2.142928787,-0.571908224,-0.572539225,-2.866175163,-1.122904247,-0.544687084,-0.514813075,-0.776829242,-1.317444154,0.531360801,-2.766414642,-0.551804693
0,0,0,-0.188541654,-0.599499452,-1.57563794,0.61874745,-0.569196922,-0.344496704,-2.520164348,-1.768031441,-2.142928787,-0.571908224,-0.572539225,-2.866175163,-1.122904247,-0.544687084,-0.514813075
0,0,0,-0.091608513,-1.576631847,-0.631393156,-2.084962236,-0.620748469,-0.188541654,-0.599499452,-1.57563794,0.61874745,-0.569196922,-0.344496704,-2.520164348,-1.768031441,-2.142928787,-0.571908224
0,0,0,-0.040631723,-0.787886523,-0.08555769,-0.781809938,-0.507732455,-0.091608513,-1.576631847,-0.631393156,-2.084962236,-0.620748469,-0.188541654,-0.599499452,-1.57563794,0.61874745,-0.569196922
0,0,0,-0.022545723,-0.991843964,-0.075815353,0.043089923,-0.26814657,-0.040631723,-0.787886523,-0.08555769,-0.781809938,-0.507732455,-0.091608513,-1.576631847,-0.631393156,-2.084962236,-0.620748469
0,0,0,0.002313029,-0.31718321,-0.774819242,-0.158212309,-0.351271911,-0.022545723,-0.991843964,-0.075815353,0.043089923,-0.26814657,-0.040631723,-0.787886523,-0.08555769,-0.781809938,-0.507732455
0,0,0,0.073608075,1.186560755,-0.481342195,1.466294968,-0.263692069,0.002313029,-0.31718321,-0.774819242,-0.158212309,-0.351271911,-0.022545723,-0.991843964,-0.075815353,0.043089923,-0.26814657
0,0,0,0.231002958,1.107224095,-0.243354246,0.0572942,-0.145519184,0.073608075,1.186560755,-0.481342195,1.466294968,-0.263692069,0.002313029,-0.31718321,-0.774819242,-0.158212309,-0.351271911
0,0,0,0.386821245,0.853693294,-0.067955406,0.118273334,-0.172599662,0.231002958,1.107224095,-0.243354246,0.0572942,-0.145519184,0.073608075,1.186560755,-0.481342195,1.466294968,-0.263692069
0,0,0,0.4533865,0.227248145,-0.012690125,0.491075806,-0.14213879,0.386821245,0.853693294,-0.067955406,0.118273334,-0.172599662,0.231002958,1.107224095,-0.243354246,0.0572942,-0.145519184
0,0,0,0.34302229,0.407818035,0.291466226,0.747935148,-0.003075504,0.4533865,0.227248145,-0.012690125,0.491075806,-0.14213879,0.386821245,0.853693294,-0.067955406,0.118273334,-0.172599662
0,0,0,0.174490554,0.342379003,0.243744027,0.335553687,-0.192406915,0.34302229,0.407818035,0.291466226,0.747935148,-0.003075504,0.4533865,0.227248145,-0.012690125,0.491075806,-0.14213879
0,0,0,0.06655323,1.070065404,-0.230187095,-0.286442315,-0.004622318,0.174490554,0.342379003,0.243744027,0.335553687,-0.192406915,0.34302229,0.407818035,0.291466226,0.747935148,-0.003075504
0,0,0,0.137972256,0.352445854,-0.084082623,0.658255509,-0.074757139,0.06655323,1.070065404,-0.230187095,-0.286442315,-0.004622318,0.174490554,0.342379003,0.243744027,0.335553687,-0.192406915
0,0,0,0.282386004,0.702518251,0.392683068,1.259964125,0.123280826,0.137972256,0.352445854,-0.084082623,0.658255509,-0.074757139,0.06655323,1.070065404,-0.230187095,-0.286442315,-0.004622318
0,0,0,0.393432846,0.360029913,1.070880327,0.890454226,0.196165226,0.282386004,0.702518251,0.392683068,1.259964125,0.123280826,0.137972256,0.352445854,-0.084082623,0.658255509,-0.074757139
0,0,0,0.364751155,1.362214407,0.956291441,-0.313587639,0.401131066,0.393432846,0.360029913,1.070880327,0.890454226,0.196165226,0.282386004,0.702518251,0.392683068,1.259964125,0.123280826
0,0,0,0.276259414,0.219929099,0.112061637,0.958950522,-0.102622237,0.364751155,1.362214407,0.956291441,-0.313587639,0.401131066,0.393432846,0.360029913,1.070880327,0.890454226,0.196165226
0,0,0,0.207876106,0.381846073,0.252780053,0.843788511,-0.072051635,0.276259414,0.219929099,0.112061637,0.958950522,-0.102622237,0.364751155,1.362214407,0.956291441,-0.313587639,0.401131066
0,0,0,0.239519715,0.366462675,0.172263817,0.050773158,0.00076678,0.207876106,0.381846073,0.252780053,0.843788511,-0.072051635,0.276259414,0.219929099,0.112061637,0.958950522,-0.102622237
0,0,0,0.28444438,0.280080357,0.104444152,-0.015525824,-0.056757608,0.239519715,0.366462675,0.172263817,0.050773158,0.00076678,0.207876106,0.381846073,0.252780053,0.843788511,-0.072051635
0,0,0,0.255904241,-0.26960502,0.169161028,0.514902208,0.213823497,0.28444438,0.280080357,0.104444152,-0.015525824,-0.056757608,0.239519715,0.366462675,0.172263817,0.050773158,0.00076678
0,0,0,0.067153438,0.070490995,0.185484983,0.285021084,0.097945449,0.255904241,-0.26960502,0.169161028,0.514902208,0.213823497,0.28444438,0.280080357,0.104444152,-0.015525824,-0.056757608
0,0,0,-0.139219462,0.991094775,0.729841247,0.177672537,0.061931579,0.067153438,0.070490995,0.185484983,0.285021084,0.097945449,0.255904241,-0.26960502,0.169161028,0.514902208,0.213823497
0,0,0,-0.22062589,-0.216814138,1.588339328,1.218222149,0.005350312,-0.139219462,0.991094775,0.729841247,0.177672537,0.061931579,0.067153438,0.070490995,0.185484983,0.285021084,0.097945449
