CLI,CLI_t-1,CLI_t-2,y1,y2,y3,y4,y5,y6,y1_t-1,y2_t-1,y3_t-1,y4_t-1,y5_t-1,y6_t-1,y1_t-2,y2_t-2,y3_t-2,y4_t-2,y5_t-2,y6_t-2
0.07,0.07,0.03,0.06679494,0.096576792,0.7975,-0.06132,-0.0588,0.019047794,0.065313434,0.023140665,0.7002,0.03983,0.0442,0.027731306,0.023495274,-0.04230463,0.6769,0.01079,-0.0374,0.038286005
0.06,0.07,0.07,0.056273108,0.068827223,0.8669,0.16202,-0.038,0.022115001,0.06679494,0.096576792,0.7975,-0.06132,-0.0588,0.019047794,0.065313434,0.023140665,0.7002,0.03983,0.0442,0.027731306
0.04,0.06,0.07,0.037059205,-0.021515814,0.8452,-0.00118,0.0254,0.01749091,0.056273108,0.068827223,0.8669,0.16202,-0.038,0.022115001,0.06679494,0.096576792,0.7975,-0.06132,-0.0588,0.019047794
0.01,0.04,0.06,0.007738382,-0.131972351,0.7122,-0.08029,-0.0238,0.013478466,0.037059205,-0.021515814,0.8452,-0.00118,0.0254,0.01749091,0.056273108,0.068827223,0.8669,0.16202,-0.038,0.022115001
-0.01,0.01,0.04,-0.00988344,-0.11534548,0.5961,0.02244,-0.0196,-0.000699604,0.007738382,-0.131972351,0.7122,-0.08029,-0.0238,0.013478466,0.037059205,-0.021515814,0.8452,-0.00118,0.0254,0.01749091
-0.03,-0.01,0.01,-0.032289355,-0.077866327,0.5178,-0.09695,-0.0232,0.013642643,-0.00988344,-0.11534548,0.5961,0.02244,-0.0196,-0.000699604,0.007738382,-0.131972351,0.7122,-0.08029,-0.0238,0.013478466
-0.01,-0.03,-0.01,-0.013206728,-0.024078236,0.4936,-0.17103,-0.0484,0.019057613,-0.032289355,-0.077866327,0.5178,-0.09695,-0.0232,0.013642643,-0.00988344,-0.11534548,0.5961,0.02244,-0.0196,-0.000699604
0,-0.01,-0.03,-0.00308225,0.00218917,0.4958,-0.10267,0.0464,0.018324574,-0.013206728,-0.024078236,0.4936,-0.17103,-0.0484,0.019057613,-0.032289355,-0.077866327,0.5178,-0.09695,-0.0232,0.013642643
0.02,0,-0.01,0.019040833,0.037805378,0.5338,-0.20164,-0.0085,0.005738507,-0.00308225,0.00218917,0.4958,-0.10267,0.0464,0.018324574,-0.013206728,-0.024078236,0.4936,-0.17103,-0.0484,0.019057613
0.02,0.02,0,0.02180912,0.08163075,0.6159,-0.10566,-0.008,-0.010914063,0.019040833,0.037805378,0.5338,-0.20164,-0.0085,0.005738507,-0.00308225,0.00218917,0.4958,-0.10267,0.0464,0.018324574
0.02,0.02,0.02,0.015726183,0.027824732,0.6439,-0.05536,-0.0209,0.025319636,0.02180912,0.08163075,0.6159,-0.10566,-0.008,-0.010914063,0.019040833,0.037805378,0.5338,-0.20164,-0.0085,0.005738507
-0.02,0.02,0.02,-0.018509919,-0.00685609,0.637,0.03199,-0.0255,-0.008980693,0.015726183,0.027824732,0.6439,-0.05536,-0.0209,0.025319636,0.02180912,0.08163075,0.6159,-0.10566,-0.008,-0.010914063
-0.01,-0.02,0.02,-0.008918447,0.02344787,0.6606,-0.18174,0.0341,-0.006510465,-0.018509919,-0.00685609,0.637,0.03199,-0.0255,-0.008980693,0.015726183,0.027824732,0.6439,-0.05536,-0.0209,0.025319636
-0.01,-0.01,-0.02,-0.008803295,0.03814072,0.699,-0.1131,0.0184,-0.007206132,-0.008918447,0.02344787,0.6606,-0.18174,0.0341,-0.006510465,-0.018509919,-0.00685609,0.637,0.03199,-0.0255,-0.008980693
0.03,-0.01,-0.01,0.023951262,0.041997555,0.7413,0.0148,0.0288,0.035649374,-0.008803295,0.03814072,0.699,-0.1131,0.0184,-0.007206132,-0.008918447,0.02344787,0.6606,-0.18174,0.0341,-0.006510465
0.04,0.03,-0.01,0.036297587,0.020049349,0.7615,0.02718,0.0161,0.021971331,0.023951262,0.041997555,0.7413,0.0148,0.0288,0.035649374,-0.008803295,0.03814072,0.699,-0.1131,0.0184,-0.007206132
0.05,0.04,0.03,0.046015205,0.005259807,0.7668,0.15588,0.0174,0.023627432,0.036297587,0.020049349,0.7615,0.02718,0.0161,0.021971331,0.023951262,0.041997555,0.7413,0.0148,0.0288,0.035649374
0.05,0.05,0.04,0.052132312,-0.014589202,0.7521,0.36626,0.0302,-0.012876416,0.046015205,0.005259807,0.7668,0.15588,0.0174,0.023627432,0.036297587,0.020049349,0.7615,0.02718,0.0161,0.021971331
0.05,0.05,0.05,0.047088599,-0.029085509,0.7228,0.04585,-0.0751,0.017317587,0.052132312,-0.014589202,0.7521,0.36626,0.0302,-0.012876416,0.046015205,0.005259807,0.7668,0.15588,0.0174,0.023627432
0.08,0.05,0.05,0.074832355,0.02581009,0.7488,-0.01673,0.006,0.030534901,0.047088599,-0.029085509,0.7228,0.04585,-0.0751,0.017317587,0.052132312,-0.014589202,0.7521,0.36626,0.0302,-0.012876416
0.1,0.08,0.05,0.093898217,0.083340945,0.8328,-0.12643,-0.0015,0.035956449,0.074832355,0.02581009,0.7488,-0.01673,0.006,0.030534901,0.047088599,-0.029085509,0.7228,0.04585,-0.0751,0.017317587
0.11,0.1,0.08,0.108717576,0.112499275,0.9463,0.01565,0.0389,0.007665093,0.093898217,0.083340945,0.8328,-0.12643,-0.0015,0.035956449,0.074832355,0.02581009,0.7488,-0.01673,0.006,0.030534901
0.12,0.11,0.1,0.121428034,0.144427944,1.0922,0.15024,-0.0143,-0.008605124,0.108717576,0.112499275,0.9463,0.01565,0.0389,0.007665093,0.093898217,0.083340945,0.8328,-0.12643,-0.0015,0.035956449
0.1,0.12,0.11,0.088015245,0.164861921,1.259,0.07777,-0.0287,0.069440732,0.121428034,0.144427944,1.0922,0.15024,-0.0143,-0.008605124,0.108717576,0.112499275,0.9463,0.01565,0.0389,0.007665093
0.08,0.1,0.12,0.079034453,0.150983643,1.412,0.13248,-0.0129,0.005776568,0.088015245,0.164861921,1.259,0.07777,-0.0287,0.069440732,0.121428034,0.144427944,1.0922,0.15024,-0.0143,-0.008605124
0.07,0.08,0.1,0.063065326,0.102597924,1.5161,0.37682,0.0514,0.040765716,0.079034453,0.150983643,1.412,0.13248,-0.0129,0.005776568,0.088015245,0.164861921,1.259,0.07777,-0.0287,0.069440732
0.08,0.07,0.08,0.076465328,0.025411459,1.5419,0.20205,-0.021,0.020986272,0.063065326,0.102597924,1.5161,0.37682,0.0514,0.040765716,0.079034453,0.150983643,1.412,0.13248,-0.0129,0.005776568
0.06,0.08,0.07,0.057816229,-0.012803416,1.5289,0.05338,0.0128,0.013017529,0.076465328,0.025411459,1.5419,0.20205,-0.021,0.020986272,0.063065326,0.102597924,1.5161,0.37682,0.0514,0.040765716
0.02,0.06,0.08,0.015516759,-0.053890804,1.4742,0.05928,0.0478,0.026544015,0.057816229,-0.012803416,1.5289,0.05338,0.0128,0.013017529,0.076465328,0.025411459,1.5419,0.20205,-0.021,0.020986272
-0.01,0.02,0.06,-0.000317845,-0.048694179,1.4248,0.27002,-0.0366,-0.059848661,0.015516759,-0.053890804,1.4742,0.05928,0.0478,0.026544015,0.057816229,-0.012803416,1.5289,0.05338,0.0128,0.013017529
-0.02,-0.01,0.02,-0.028298497,-0.037571834,1.3867,0.09173,0.0081,0.048591078,-0.000317845,-0.048694179,1.4248,0.27002,-0.0366,-0.059848661,0.015516759,-0.053890804,1.4742,0.05928,0.0478,0.026544015
-0.03,-0.02,-0.01,-0.035063427,0.053838722,1.4413,-0.1325,-0.0476,0.029928208,-0.028298497,-0.037571834,1.3867,0.09173,0.0081,0.048591078,-0.000317845,-0.048694179,1.4248,0.27002,-0.0366,-0.059848661
-0.04,-0.03,-0.02,-0.053161853,0.082772244,1.5253,-0.04145,0.0154,0.076007916,-0.035063427,0.053838722,1.4413,-0.1325,-0.0476,0.029928208,-0.028298497,-0.037571834,1.3867,0.09173,0.0081,0.048591078
-0.08,-0.04,-0.03,-0.086062096,0.035846706,1.5617,0.02281,-0.0275,0.035726707,-0.053161853,0.082772244,1.5253,-0.04145,0.0154,0.076007916,-0.035063427,0.053838722,1.4413,-0.1325,-0.0476,0.029928208
-0.15,-0.08,-0.04,-0.153204638,0.008368946,1.5702,-0.03143,-0.0278,0.019045308,-0.086062096,0.035846706,1.5617,0.02281,-0.0275,0.035726707,-0.053161853,0.082772244,1.5253,-0.04145,0.0154,0.076007916
-0.24,-0.15,-0.08,-0.23894596,-0.035252772,1.5344,-0.04723,-0.0552,-0.006344321,-0.153204638,0.008368946,1.5702,-0.03143,-0.0278,0.019045308,-0.086062096,0.035846706,1.5617,0.02281,-0.0275,0.035726707
-0.32,-0.24,-0.15,-0.31747671,-0.061968644,1.4715,0.22586,-0.0333,-0.015255514,-0.23894596,-0.035252772,1.5344,-0.04723,-0.0552,-0.006344321,-0.153204638,0.008368946,1.5702,-0.03143,-0.0278,0.019045308
-0.37,-0.32,-0.24,-0.374062725,-0.053033874,1.4177,0.09226,0.0013,0.02408399,-0.31747671,-0.061968644,1.4715,0.22586,-0.0333,-0.015255514,-0.23894596,-0.035252772,1.5344,-0.04723,-0.0552,-0.006344321
-0.32,-0.37,-0.32,-0.30793431,-0.06766394,1.3491,-0.07798,-0.0709,-0.075148359,-0.374062725,-0.053033874,1.4177,0.09226,0.0013,0.02408399,-0.31747671,-0.061968644,1.4715,0.22586,-0.0333,-0.015255514
-0.21,-0.32,-0.37,-0.198423662,-0.054282602,1.2941,-0.26056,-0.0006,-0.0719881,-0.30793431,-0.06766394,1.3491,-0.07798,-0.0709,-0.075148359,-0.374062725,-0.053033874,1.4177,0.09226,0.0013,0.02408399
-0.06,-0.21,-0.32,-0.056581598,0.007897483,1.3021,-0.24707,-0.0751,-0.020723673,-0.198423662,-0.054282602,1.2941,-0.26056,-0.0006,-0.0719881,-0.30793431,-0.06766394,1.3491,-0.07798,-0.0709,-0.075148359
0.13,-0.06,-0.21,0.112498794,0.105371697,1.4089,-0.24613,-0.0132,0.099851884,-0.056581598,0.007897483,1.3021,-0.24707,-0.0751,-0.020723673,-0.198423662,-0.054282602,1.2941,-0.26056,-0.0006,-0.0719881
0.28,0.13,-0.06,0.277299088,0.110383011,1.5209,-0.51414,0.0912,0.016075565,0.112498794,0.105371697,1.4089,-0.24613,-0.0132,0.099851884,-0.056581598,0.007897483,1.3021,-0.24707,-0.0751,-0.020723673
0.41,0.28,0.13,0.401512292,0.148922407,1.6722,-0.53863,-0.0245,0.049671918,0.277299088,0.110383011,1.5209,-0.51414,0.0912,0.016075565,0.112498794,0.105371697,1.4089,-0.24613,-0.0132,0.099851884
0.48,0.41,0.28,0.479025377,0.095850469,1.7697,-0.38974,0.0056,0.005830705,0.401512292,0.148922407,1.6722,-0.53863,-0.0245,0.049671918,0.277299088,0.110383011,1.5209,-0.51414,0.0912,0.016075565
0.5,0.48,0.41,0.49562557,-0.011300662,1.7582,-0.1091,0.0195,0.025908051,0.479025377,0.095850469,1.7697,-0.38974,0.0056,0.005830705,0.401512292,0.148922407,1.6722,-0.53863,-0.0245,0.049671918
0.42,0.5,0.48,0.412128952,-0.030174111,1.7275,-0.10514,0.0521,0.046145041,0.49562557,-0.011300662,1.7582,-0.1091,0.0195,0.025908051,0.479025377,0.095850469,1.7697,-0.38974,0.0056,0.005830705
0.32,0.42,0.5,0.323556021,0.016808201,1.7446,0.03102,0.1214,-0.02156703,0.412128952,-0.030174111,1.7275,-0.10514,0.0521,0.046145041,0.49562557,-0.011300662,1.7582,-0.1091,0.0195,0.025908051
0.22,0.32,0.42,0.217263905,0.04461158,1.79,-0.12761,-0.0603,0.016283278,0.323556021,0.016808201,1.7446,0.03102,0.1214,-0.02156703,0.412128952,-0.030174111,1.7275,-0.10514,0.0521,0.046145041
0.09,0.22,0.32,0.090077588,0.036931975,1.8276,-0.05426,-0.0422,-0.000465636,0.217263905,0.04461158,1.79,-0.12761,-0.0603,0.016283278,0.323556021,0.016808201,1.7446,0.03102,0.1214,-0.02156703
-0.05,0.09,0.22,-0.044500809,0.041139516,1.8695,0.08721,0.0892,-0.033551766,0.090077588,0.036931975,1.8276,-0.05426,-0.0422,-0.000465636,0.217263905,0.04461158,1.79,-0.12761,-0.0603,0.016283278
-0.18,-0.05,0.09,-0.177478278,0.064473491,1.9352,0.15661,0.0527,-0.015245965,-0.044500809,0.041139516,1.8695,0.08721,0.0892,-0.033551766,0.090077588,0.036931975,1.8276,-0.05426,-0.0422,-0.000465636
-0.24,-0.18,-0.05,-0.238753837,0.073058952,2.0097,0.61494,-0.0113,-0.00750507,-0.177478278,0.064473491,1.9352,0.15661,0.0527,-0.015245965,-0.044500809,0.041139516,1.8695,0.08721,0.0892,-0.033551766
-0.24,-0.24,-0.18,-0.251428277,0.099157075,2.1109,-0.15314,-0.0167,0.066320989,-0.238753837,0.073058952,2.0097,0.61494,-0.0113,-0.00750507,-0.177478278,0.064473491,1.9352,0.15661,0.0527,-0.015245965
-0.2,-0.24,-0.24,-0.205968434,0.104733165,2.2179,0.18281,0.0212,0.035184311,-0.251428277,0.099157075,2.1109,-0.15314,-0.0167,0.066320989,-0.238753837,0.073058952,2.0097,0.61494,-0.0113,-0.00750507
-0.16,-0.2,-0.24,-0.154385234,0.110877981,2.3313,0.08101,-0.0048,-0.034269134,-0.205968434,0.104733165,2.2179,0.18281,0.0212,0.035184311,-0.251428277,0.099157075,2.1109,-0.15314,-0.0167,0.066320989
-0.11,-0.16,-0.2,-0.101916961,0.008892289,2.3404,0.10149,-0.0241,-0.049713738,-0.154385234,0.110877981,2.3313,0.08101,-0.0048,-0.034269134,-0.205968434,0.104733165,2.2179,0.18281,0.0212,0.035184311
-0.08,-0.11,-0.16,-0.089790381,-0.049259544,2.29,-0.00943,-0.0102,0.057081679,-0.101916961,0.008892289,2.3404,0.10149,-0.0241,-0.049713738,-0.154385234,0.110877981,2.3313,0.08101,-0.0048,-0.034269134
-0.08,-0.08,-0.11,-0.073989864,-0.019945287,2.2696,0.06809,-0.048,-0.036727074,-0.089790381,-0.049259544,2.29,-0.00943,-0.0102,0.057081679,-0.101916961,0.008892289,2.3404,0.10149,-0.0241,-0.049713738
-0.06,-0.08,-0.08,-0.057622743,-0.008116133,2.2613,0.00709,0.0115,-0.014366244,-0.073989864,-0.019945287,2.2696,0.06809,-0.048,-0.036727074,-0.089790381,-0.049259544,2.29,-0.00943,-0.0102,0.057081679
-0.06,-0.06,-0.08,-0.066420384,-0.031492921,2.2291,-0.07674,-0.0308,0.037798839,-0.057622743,-0.008116133,2.2613,0.00709,0.0115,-0.014366244,-0.073989864,-0.019945287,2.2696,0.06809,-0.048,-0.036727074
-0.04,-0.06,-0.06,-0.039438419,-0.006162819,2.2228,-0.03435,0.0409,-0.003375177,-0.066420384,-0.031492921,2.2291,-0.07674,-0.0308,0.037798839,-0.057622743,-0.008116133,2.2613,0.00709,0.0115,-0.014366244
-0.02,-0.04,-0.06,-0.021303892,-0.056852793,2.1647,0.02507,-0.024,0.007792908,-0.039438419,-0.006162819,2.2228,-0.03435,0.0409,-0.003375177,-0.066420384,-0.031492921,2.2291,-0.07674,-0.0308,0.037798839
0.03,-0.02,-0.04,0.03054034,-0.125170436,2.0369,-0.01185,0.0395,-0.003247304,-0.021303892,-0.056852793,2.1647,0.02507,-0.024,0.007792908,-0.039438419,-0.006162819,2.2228,-0.03435,0.0409,-0.003375177
0.07,0.03,-0.02,0.074358903,-0.092656467,1.9424,-0.04295,0.0224,-0.026501503,0.03054034,-0.125170436,2.0369,-0.01185,0.0395,-0.003247304,-0.021303892,-0.056852793,2.1647,0.02507,-0.024,0.007792908
0.08,0.07,0.03,0.078220148,-0.125247124,1.8148,-0.07645,-0.0201,0.010622491,0.074358903,-0.092656467,1.9424,-0.04295,0.0224,-0.026501503,0.03054034,-0.125170436,2.0369,-0.01185,0.0395,-0.003247304
0.06,0.08,0.07,0.063447148,-0.201745778,1.6096,-0.1309,0.0779,-0.020899776,0.078220148,-0.125247124,1.8148,-0.07645,-0.0201,0.010622491,0.074358903,-0.092656467,1.9424,-0.04295,0.0224,-0.026501503
0.01,0.06,0.08,0.010923592,-0.198997983,1.4076,-0.10961,-0.0153,-0.005556964,0.063447148,-0.201745778,1.6096,-0.1309,0.0779,-0.020899776,0.078220148,-0.125247124,1.8148,-0.07645,-0.0201,0.010622491
-0.03,0.01,0.06,-0.027946374,-0.164620138,1.2408,-0.08923,-0.0972,-0.0123983,0.010923592,-0.198997983,1.4076,-0.10961,-0.0153,-0.005556964,0.063447148,-0.201745778,1.6096,-0.1309,0.0779,-0.020899776
-0.06,-0.03,0.01,-0.048967706,-0.095362759,1.1443,-0.20529,-0.0498,-0.068486321,-0.027946374,-0.164620138,1.2408,-0.08923,-0.0972,-0.0123983,0.010923592,-0.198997983,1.4076,-0.10961,-0.0153,-0.005556964
-0.08,-0.06,-0.03,-0.081585749,-0.064681008,1.0789,-0.14677,0.0184,0.009469516,-0.048967706,-0.095362759,1.1443,-0.20529,-0.0498,-0.068486321,-0.027946374,-0.164620138,1.2408,-0.08923,-0.0972,-0.0123983
-0.08,-0.08,-0.06,-0.083173108,-0.044232661,1.0342,-0.15591,-0.0216,0.018859678,-0.081585749,-0.064681008,1.0789,-0.14677,0.0184,0.009469516,-0.048967706,-0.095362759,1.1443,-0.20529,-0.0498,-0.068486321
-0.09,-0.08,-0.08,-0.086469063,-0.039994457,0.9938,0.00996,0.0253,-0.02141326,-0.083173108,-0.044232661,1.0342,-0.15591,-0.0216,0.018859678,-0.081585749,-0.064681008,1.0789,-0.14677,0.0184,0.009469516
-0.12,-0.09,-0.08,-0.111579837,-0.089154112,0.9038,-0.00418,0.0208,-0.051841846,-0.086469063,-0.039994457,0.9938,0.00996,0.0253,-0.02141326,-0.083173108,-0.044232661,1.0342,-0.15591,-0.0216,0.018859678
-0.12,-0.12,-0.09,-0.11948587,-0.191355153,0.7109,-0.25778,-0.0705,-0.003089551,-0.111579837,-0.089154112,0.9038,-0.00418,0.0208,-0.051841846,-0.086469063,-0.039994457,0.9938,0.00996,0.0253,-0.02141326
-0.1,-0.12,-0.12,-0.082910569,-0.254815203,0.4546,-0.26712,-0.0071,-0.108182922,-0.11948587,-0.191355153,0.7109,-0.25778,-0.0705,-0.003089551,-0.111579837,-0.089154112,0.9038,-0.00418,0.0208,-0.051841846
-0.07,-0.1,-0.12,-0.075894306,-0.122817405,0.3313,-0.30125,-0.0071,0.034754829,-0.082910569,-0.254815203,0.4546,-0.26712,-0.0071,-0.108182922,-0.11948587,-0.191355153,0.7109,-0.25778,-0.0705,-0.003089551
0,-0.07,-0.1,-0.006004243,0.057592553,0.3891,-0.43146,-0.0337,0.035391719,-0.075894306,-0.122817405,0.3313,-0.30125,-0.0071,0.034754829,-0.082910569,-0.254815203,0.4546,-0.26712,-0.0071,-0.108182922
0.04,0,-0.07,0.041952381,0.181925896,0.5719,0.05385,-0.0519,-0.011783438,-0.006004243,0.057592553,0.3891,-0.43146,-0.0337,0.035391719,-0.075894306,-0.122817405,0.3313,-0.30125,-0.0071,0.034754829
0.09,0.04,0,0.089643566,0.16581338,0.7388,-0.00383,0.081,0.002136319,0.041952381,0.181925896,0.5719,0.05385,-0.0519,-0.011783438,-0.006004243,0.057592553,0.3891,-0.43146,-0.0337,0.035391719
0.12,0.09,0.04,0.122092652,0.123213201,0.863,0.00591,0.0296,-0.012635404,0.089643566,0.16581338,0.7388,-0.00383,0.081,0.002136319,0.041952381,0.181925896,0.5719,0.05385,-0.0519,-0.011783438
0.13,0.12,0.09,0.125886638,0.103750331,0.9677,0.07787,-0.0097,0.024380536,0.122092652,0.123213201,0.863,0.00591,0.0296,-0.012635404,0.089643566,0.16581338,0.7388,-0.00383,0.081,0.002136319
0.1,0.13,0.12,0.101396896,0.02713371,0.9951,0.04264,0.0683,-0.008416695,0.125886638,0.103750331,0.9677,0.07787,-0.0097,0.024380536,0.122092652,0.123213201,0.863,0.00591,0.0296,-0.012635404
0.01,0.1,0.13,0.011279448,-0.012476631,0.9825,-0.01949,-0.0414,-0.007706302,0.101396896,0.02713371,0.9951,0.04264,0.0683,-0.008416695,0.125886638,0.103750331,0.9677,0.07787,-0.0097,0.024380536
-0.05,0.01,0.1,-0.037048882,-0.112161508,0.8693,0.02388,0.0514,-0.080892,0.011279448,-0.012476631,0.9825,-0.01949,-0.0414,-0.007706302,0.101396896,0.02713371,0.9951,0.04264,0.0683,-0.008416695
-0.09,-0.05,0.01,-0.071488687,-0.150803703,0.7173,-0.11704,0.024,-0.117734398,-0.037048882,-0.112161508,0.8693,0.02388,0.0514,-0.080892,0.011279448,-0.012476631,0.9825,-0.01949,-0.0414,-0.007706302
-0.12,-0.09,-0.05,-0.120935954,-0.146755727,0.5696,-0.074,0.0029,0.005600014,-0.071488687,-0.150803703,0.7173,-0.11704,0.024,-0.117734398,-0.037048882,-0.112161508,0.8693,0.02388,0.0514,-0.080892
-0.15,-0.12,-0.09,-0.13806555,-0.144083641,0.4248,0.00218,-0.0503,-0.074299819,-0.120935954,-0.146755727,0.5696,-0.074,0.0029,0.005600014,-0.071488687,-0.150803703,0.7173,-0.11704,0.024,-0.117734398
-0.2,-0.15,-0.12,-0.200514299,-0.158053957,0.2662,-0.02471,0.0233,0.003081043,-0.13806555,-0.144083641,0.4248,0.00218,-0.0503,-0.074299819,-0.120935954,-0.146755727,0.5696,-0.074,0.0029,0.005600014
-0.25,-0.2,-0.15,-0.255591783,-0.113562326,0.1524,0.00741,0.0195,0.033000155,-0.200514299,-0.158053957,0.2662,-0.02471,0.0233,0.003081043,-0.13806555,-0.144083641,0.4248,0.00218,-0.0503,-0.074299819
-0.29,-0.25,-0.2,-0.28375439,-0.143084412,0.0092,0.04635,-0.0684,-0.038193849,-0.255591783,-0.113562326,0.1524,0.00741,0.0195,0.033000155,-0.200514299,-0.158053957,0.2662,-0.02471,0.0233,0.003081043
-0.28,-0.29,-0.25,-0.273462683,-0.199580687,-0.1902,-0.03514,0.0174,-0.040013887,-0.28375439,-0.143084412,0.0092,0.04635,-0.0684,-0.038193849,-0.255591783,-0.113562326,0.1524,0.00741,0.0195,0.033000155
-0.19,-0.28,-0.29,-0.183428226,-0.171091416,-0.36082,-0.22838,-0.0403,-0.040229091,-0.273462683,-0.199580687,-0.1902,-0.03514,0.0174,-0.040013887,-0.28375439,-0.143084412,0.0092,0.04635,-0.0684,-0.038193849
-0.07,-0.19,-0.28,-0.069725572,-0.009564968,-0.37035,-0.09922,-0.0262,-0.001647924,-0.183428226,-0.171091416,-0.36082,-0.22838,-0.0403,-0.040229091,-0.273462683,-0.199580687,-0.1902,-0.03514,0.0174,-0.040013887
0.05,-0.07,-0.19,0.039581013,0.24196423,-0.12899,-0.00905,-0.0018,0.060637727,-0.069725572,-0.009564968,-0.37035,-0.09922,-0.0262,-0.001647924,-0.183428226,-0.171091416,-0.36082,-0.22838,-0.0403,-0.040229091
0.12,0.05,-0.07,0.114780096,0.270073811,0.1411,-0.01346,0.0155,0.030838977,0.039581013,0.24196423,-0.12899,-0.00905,-0.0018,0.060637727,-0.069725572,-0.009564968,-0.37035,-0.09922,-0.0262,-0.001647924
0.16,0.12,0.05,0.154426877,0.16463192,0.3061,0.00714,0.0276,0.03289182,0.114780096,0.270073811,0.1411,-0.01346,0.0155,0.030838977,0.039581013,0.24196423,-0.12899,-0.00905,-0.0018,0.060637727
0.16,0.16,0.12,0.161642125,0.067869146,0.3742,-0.14944,-0.0294,-0.00990161,0.154426877,0.16463192,0.3061,0.00714,0.0276,0.03289182,0.114780096,0.270073811,0.1411,-0.01346,0.0155,0.030838977
0.17,0.16,0.16,0.16580012,-0.007073781,0.3671,0.03227,0.0361,0.024887011,0.161642125,0.067869146,0.3742,-0.14944,-0.0294,-0.00990161,0.154426877,0.16463192,0.3061,0.00714,0.0276,0.03289182
0.16,0.17,0.16,0.157884944,0.006675271,0.3738,0.17421,-0.0367,0.012610491,0.16580012,-0.007073781,0.3671,0.03227,0.0361,0.024887011,0.161642125,0.067869146,0.3742,-0.14944,-0.0294,-0.00990161
0.16,0.16,0.17,0.157816976,0.069715008,0.4438,0.10668,0.0004,0.013013103,0.157884944,0.006675271,0.3738,0.17421,-0.0367,0.012610491,0.16580012,-0.007073781,0.3671,0.03227,0.0361,0.024887011
0.16,0.16,0.16,0.157708476,0.128844778,0.5733,0.17705,0.0892,0.013655484,0.157816976,0.069715008,0.4438,0.10668,0.0004,0.013013103,0.157884944,0.006675271,0.3738,0.17421,-0.0367,0.012610491
0.15,0.16,0.16,0.148181364,0.136324951,0.7105,0.03821,0.0183,0.010852713,0.157708476,0.128844778,0.5733,0.17705,0.0892,0.013655484,0.157816976,0.069715008,0.4438,0.10668,0.0004,0.013013103
0.12,0.15,0.16,0.117188525,0.140403124,0.852,0.03667,0.0806,0.016728149,0.148181364,0.136324951,0.7105,0.03821,0.0183,0.010852713,0.157708476,0.128844778,0.5733,0.17705,0.0892,0.013655484
0.06,0.12,0.15,0.061041128,-0.012692671,0.8392,0.11123,-0.067,-0.006266358,0.117188525,0.140403124,0.852,0.03667,0.0806,0.016728149,0.148181364,0.136324951,0.7105,0.03821,0.0183,0.010852713
0.01,0.06,0.12,0.009865352,-0.043246504,0.7956,0.13019,0.044,0.000807562,0.061041128,-0.012692671,0.8392,0.11123,-0.067,-0.006266358,0.117188525,0.140403124,0.852,0.03667,0.0806,0.016728149
-0.04,0.01,0.06,-0.042490993,-0.039295149,0.756,0.09799,-0.0418,0.014835364,0.009865352,-0.043246504,0.7956,0.13019,0.044,0.000807562,0.061041128,-0.012692671,0.8392,0.11123,-0.067,-0.006266358
-0.06,-0.04,0.01,-0.057806057,-0.021837312,0.734,0.134,0.0989,-0.013251068,-0.042490993,-0.039295149,0.756,0.09799,-0.0418,0.014835364,0.009865352,-0.043246504,0.7956,0.13019,0.044,0.000807562
-0.05,-0.06,-0.04,-0.050919061,0.042181425,0.7765,0.26102,-0.0328,0.005499217,-0.057806057,-0.021837312,0.734,0.134,0.0989,-0.013251068,-0.042490993,-0.039295149,0.756,0.09799,-0.0418,0.014835364
-0.04,-0.05,-0.06,-0.035696684,0.054858854,0.8318,0.06728,-0.0362,-0.026159083,-0.050919061,0.042181425,0.7765,0.26102,-0.0328,0.005499217,-0.057806057,-0.021837312,0.734,0.134,0.0989,-0.013251068
0.02,-0.04,-0.05,0.01905145,0.00109092,0.8329,0.10582,0.0629,0.005675168,-0.035696684,0.054858854,0.8318,0.06728,-0.0362,-0.026159083,-0.050919061,0.042181425,0.7765,0.26102,-0.0328,0.005499217
0.06,0.02,-0.04,0.053419944,-0.024201379,0.8085,-0.01594,-0.0601,0.038720913,0.01905145,0.00109092,0.8329,0.10582,0.0629,0.005675168,-0.035696684,0.054858854,0.8318,0.06728,-0.0362,-0.026159083
0.08,0.06,0.02,0.076914616,0.003372675,0.8119,-0.04619,0.0308,0.018343037,0.053419944,-0.024201379,0.8085,-0.01594,-0.0601,0.038720913,0.01905145,0.00109092,0.8329,0.10582,0.0629,0.005675168
0.09,0.08,0.06,0.086448645,0.053154197,0.8655,-0.01712,-0.0409,0.021084287,0.076914616,0.003372675,0.8119,-0.04619,0.0308,0.018343037,0.053419944,-0.024201379,0.8085,-0.01594,-0.0601,0.038720913
0.06,0.09,0.08,0.059764264,0.092357613,0.9587,-0.01256,-0.0082,0.001413416,0.086448645,0.053154197,0.8655,-0.01712,-0.0409,0.021084287,0.076914616,0.003372675,0.8119,-0.04619,0.0308,0.018343037
0.01,0.06,0.09,0.007367165,0.073567383,1.033,0.00213,0.0338,0.015673534,0.059764264,0.092357613,0.9587,-0.01256,-0.0082,0.001413416,0.086448645,0.053154197,0.8655,-0.01712,-0.0409,0.021084287
