CLI
99.75573
99.82266
99.87233
99.91613
99.95037
99.99206
100.0631
100.2108
100.4586
100.8121
101.286
101.6912
102.1098
102.5156
102.8518
103.0477
103.064
102.9241
102.6711
102.3353
101.9805
101.6592
101.4096
101.2453
101.1722
101.1809
101.2215
101.2265
101.1776
101.0734
100.918
100.7478
100.616
100.5331
100.5082
100.5214
100.5448
100.587
100.6007
100.5529
100.4542
100.3039
100.1027
99.89147
99.72405
99.60288
99.5025
99.42336
99.40275
99.45306
99.51479
99.5272
99.46428
99.32798
99.13521
98.91521
98.6998
98.5583
98.5462
98.68842
98.95769
99.25737
99.55106
99.83377
100.1033
100.3425
100.498
100.5471
100.5182
100.4599
100.4324
100.4565
100.5034
100.5077
100.3739
100.0866
99.71863
99.38775
99.18024
99.13028
99.21351
99.38633
99.58398
99.79527
100.0091
100.2182
100.4091
100.5689
100.7255
100.8766
100.9811
101.0272
101.0165
100.9598
100.8647
100.7079
100.5169
100.3481
100.2344
100.1666
100.1196
100.0811
100.0181
99.92654
99.81881
99.70966
99.64148
99.61585
99.62253
99.66344
99.7328
99.81635
99.88219
99.92286
99.93511
99.92357
99.89955
99.88348
99.88149
99.90228
99.92748
99.94186
99.92653
99.9056
99.90134
99.9244
99.96629
100.0172
100.0631
100.1184
100.2001
100.3107
100.4315
100.5539
100.662
100.75
100.8253
100.9022
100.9622
100.9878
100.9783
100.9572
100.9305
100.898
100.8279
100.6829
100.4463
100.1226
99.75594
99.42566
99.20941
99.14627
99.26743
99.5422
99.93586
100.4144
100.9014
101.3193
101.6413
101.8585
101.9469
101.8879
101.7121
101.4651
101.2244
101.0278
100.8764
100.7657
100.6921
100.6231
100.5648
100.5098
100.4681
100.4544
100.4769
100.5444
100.6275
100.6859
100.6946
100.6631
100.6035
100.5331
100.4596
100.3666
100.2461
100.1246
100.0189
99.94582
99.93097
99.96751
100.0529
100.1696
100.2989
100.3989
100.4157
100.3579
100.2657
100.1492
100.0001
99.80146
99.54783
99.25443
98.97293
98.78146
98.7148
98.76434
98.88264
99.0385
99.20067
99.36076
99.52238
99.68303
99.84397
100.0002
100.1193
100.1834
100.191
100.1531
100.095
100.0408
100.0114
100.0274
100.0886
100.1806
100.2689
100.3277
100.35
100.3345
100.2917
100.2302
100.1633
100.1156
100.0958
100.096
100.1176
100.1712
100.2729
100.4082
100.5446
100.6987
100.8505
100.994
101.1188
101.2314
101.3543
101.5177
101.7497
102.0141
102.2822
102.5412
102.7765
102.9922
103.1696
103.2916
103.3367
103.2852
103.1454
102.9582
102.7569
102.526
102.2407
101.907
101.5129
101.0473
100.4967
99.82895
99.03587
98.14097
97.2076
96.31467
95.49387
94.78575
94.25777
93.95244
93.86787
94.04337
94.48669
95.18347
96.06748
97.07703
98.14116
99.16851
100.0822
100.8123
101.3187
101.6241
101.7674
101.7935
101.7323
101.5974
101.4035
101.1915
100.9929
100.8483
100.7625
100.7239
100.7192
100.7298
100.7327
100.7126
100.6378
100.4979
100.2836
99.97373
99.59677
99.20159
98.83319
98.52569
98.30368
98.1757
98.13432
98.14555
98.17767
98.22099
98.28825
98.40835
98.58859
98.8013
99.02406
99.23505
99.42221
99.59644
99.7923
100.0152
100.2696
100.5438
100.8206
101.0925
101.3601
101.5922
101.7733
101.8994
102.0019
102.101
102.1989
102.2859
102.3574
102.3853
102.3534
102.261
102.1256
101.9696
101.8022
101.6434
101.5009
101.3938
101.3317
101.3148
101.3177
101.3087
101.2698
101.1991
101.0797
100.9227
100.7427
100.5628
100.39
100.2293
100.0718
99.9409
99.84997
99.7905
99.76693
99.78654
99.86361
100.0218
100.2251
100.4069
100.5489
100.6505
100.7049
100.7329
100.7477
100.7666
100.8068
100.8331
100.8302
100.7923
100.7239
100.6085
100.4661
100.3248
100.1932
100.0788
99.98258
99.89752
99.79939
99.63784
99.3978
99.08247
98.71098
98.34373
98.01077
97.74391
97.57069
97.49665
97.48803
97.50916
97.53464
97.53992
97.52402
97.49369
97.49076
97.56944
97.77173
98.09713
98.53629
99.07867
95.98631
86.81557
88.91628
94.42849
99.31664
99.27343
98.80367
98.37001
98.21918
99.06825
98.909
99.75065
100.8176
