CLI,CLI_t-1,CLI_t-2_stock removed,y1,y2,y3,y4,y5,y1_t-1,y2_t-1,y3_t-1,y4_t-1,y5_t-1,y1_t-2,y2_t-2,y3_t-2,y4_t-2,y5_t-2,CLI_t-3_stock removed,CLI_t-4_stock removed
-0.04,-0.07,0.033239751,0.038232469,0.719,-0.05231,-0.02,0.025287711,-0.056201644,0.6805,-0.04961,-0.0242,0.00775591,-0.143042524,0.7371,-0.044,-0.0485,-0.014238381,-0.006592902,-0.022240369
-0.03,-0.04,0.061373746,-0.036444651,0.6823,-0.1835,0.0703,0.035196009,0.038232469,0.719,-0.05231,-0.02,0.025287711,-0.056201644,0.6805,-0.04961,-0.0242,0.00775591,0.033239751,-0.006592902
0.01,-0.03,0.050911864,-0.200135976,0.481,-0.06329,-0.0669,0.015181526,-0.036444651,0.6823,-0.1835,0.0703,0.035196009,0.038232469,0.719,-0.05231,-0.02,0.025287711,0.061373746,0.033239751
0.02,0.01,0.031468818,-0.242528714,0.2376,0.00221,0.0598,0.016043724,-0.200135976,0.481,-0.06329,-0.0669,0.015181526,-0.036444651,0.6823,-0.1835,0.0703,0.035196009,0.050911864,0.061373746
0.06,0.02,-0.002728295,-0.020054366,0.2175,-0.00985,0.0214,-0.018475602,-0.242528714,0.2376,0.00221,0.0598,0.016043724,-0.200135976,0.481,-0.06329,-0.0669,0.015181526,0.031468818,0.050911864
0.11,0.06,0.012170356,0.22246795,0.4407,0.03146,-0.0412,0.031222819,-0.020054366,0.2175,-0.00985,0.0214,-0.018475602,-0.242528714,0.2376,0.00221,0.0598,0.016043724,-0.002728295,0.031468818
0.14,0.11,0.048876485,0.313921127,0.7565,0.01885,-0.0048,0.017119158,0.22246795,0.4407,0.03146,-0.0412,0.031222819,-0.020054366,0.2175,-0.00985,0.0214,-0.018475602,0.012170356,-0.002728295
0.14,0.14,0.045575572,0.217515963,0.9759,-0.03364,-0.0129,0.027977464,0.313921127,0.7565,0.01885,-0.0048,0.017119158,0.22246795,0.4407,0.03146,-0.0412,0.031222819,0.048876485,0.012170356
0.16,0.14,0.045950538,0.04564404,1.022,-0.02169,0.0562,0.017483918,0.217515963,0.9759,-0.03364,-0.0129,0.027977464,0.313921127,0.7565,0.01885,-0.0048,0.017119158,0.045575572,0.048876485
0.15,0.16,0.040625862,-0.037919723,0.9837,0.00542,0.001,0.022744285,0.04564404,1.022,-0.02169,0.0562,0.017483918,0.217515963,0.9759,-0.03364,-0.0129,0.027977464,0.045950538,0.045575572
0.14,0.15,0.042221686,-0.101850457,0.8809,0.04219,0.0646,0.019044253,-0.037919723,0.9837,0.00542,0.001,0.022744285,0.04564404,1.022,-0.02169,0.0562,0.017483918,0.040625862,0.045950538
0.12,0.14,-0.014733564,-0.167565464,0.712,0.0719,-0.034,-0.033146565,-0.101850457,0.8809,0.04219,0.0646,0.019044253,-0.037919723,0.9837,0.00542,0.001,0.022744285,0.042221686,0.040625862
0.11,0.12,-0.063426332,-0.092087029,0.6193,0.03348,0.0028,-0.031317846,-0.167565464,0.712,0.0719,-0.034,-0.033146565,-0.101850457,0.8809,0.04219,0.0646,0.019044253,-0.014733564,0.042221686
0.12,0.11,-0.003012981,-0.025942722,0.5932,-0.00176,0.0537,0.029219972,-0.092087029,0.6193,0.03348,0.0028,-0.031317846,-0.167565464,0.712,0.0719,-0.034,-0.033146565,-0.063426332,-0.014733564
0.16,0.12,0.037000313,0.026539028,0.6199,0.21103,-0.0502,0.007559455,-0.025942722,0.5932,-0.00176,0.0537,0.029219972,-0.092087029,0.6193,0.03348,0.0028,-0.031317846,-0.003012981,-0.063426332
0.23,0.16,0.010701597,0.140529457,0.7614,0.08076,0.0399,0.003118567,0.026539028,0.6199,0.21103,-0.0502,0.007559455,-0.025942722,0.5932,-0.00176,0.0537,0.029219972,0.037000313,-0.003012981
0.26,0.23,0.038041699,0.199975776,0.9631,0.10675,-0.0581,0.03481456,0.140529457,0.7614,0.08076,0.0399,0.003118567,0.026539028,0.6199,0.21103,-0.0502,0.007559455,0.010701597,0.037000313
0.26,0.26,0.046072827,0.110771198,1.075,0.09368,0.0785,0.010879502,0.199975776,0.9631,0.10675,-0.0581,0.03481456,0.140529457,0.7614,0.08076,0.0399,0.003118567,0.038041699,0.010701597
0.25,0.26,0.011792405,0.052620336,1.1282,0.06623,-0.0147,0.000903078,0.110771198,1.075,0.09368,0.0785,0.010879502,0.199975776,0.9631,0.10675,-0.0581,0.03481456,0.046072827,0.038041699
0.24,0.25,0.011234267,0.008305944,1.1366,0.19456,-0.033,0.010321867,0.052620336,1.1282,0.06623,-0.0147,0.000903078,0.110771198,1.075,0.09368,0.0785,0.010879502,0.011792405,0.046072827
0.21,0.24,0.030675673,-0.060728406,1.0752,0.07947,0.0962,0.020145863,0.008305944,1.1366,0.19456,-0.033,0.010321867,0.052620336,1.1282,0.06623,-0.0147,0.000903078,0.011234267,0.011792405
0.17,0.21,-0.005023196,-0.076506971,0.9979,-0.01624,-0.0155,-0.024672019,-0.060728406,1.0752,0.07947,0.0962,0.020145863,0.008305944,1.1366,0.19456,-0.033,0.010321867,0.030675673,0.011234267
0.11,0.17,0.01070765,-0.021884037,0.9758,0.09953,-0.0322,0.036274638,-0.076506971,0.9979,-0.01624,-0.0155,-0.024672019,-0.060728406,1.0752,0.07947,0.0962,0.020145863,-0.005023196,0.030675673
0.04,0.11,0.058905413,0.018418559,0.9944,0.11843,0.0229,0.021838588,-0.021884037,0.9758,0.09953,-0.0322,0.036274638,-0.076506971,0.9979,-0.01624,-0.0155,-0.024672019,0.01070765,-0.005023196
-0.06,0.04,0.025990931,-0.024756912,0.9694,0.11276,0.0689,0.004063599,0.018418559,0.9944,0.11843,0.0229,0.021838588,-0.021884037,0.9758,0.09953,-0.0322,0.036274638,0.058905413,0.01070765
-0.15,-0.06,-0.001427493,-0.043289808,0.9257,0.14378,-0.1029,-0.005468869,-0.024756912,0.9694,0.11276,0.0689,0.004063599,0.018418559,0.9944,0.11843,0.0229,0.021838588,0.025990931,0.058905413
-0.19,-0.15,-0.063485164,-0.150123975,0.7743,0.3955,0.0331,-0.058335322,-0.043289808,0.9257,0.14378,-0.1029,-0.005468869,-0.024756912,0.9694,0.11276,0.0689,0.004063599,-0.001427493,0.025990931
-0.2,-0.19,-0.033033152,-0.193888021,0.5791,0.22748,0.0199,0.026869618,-0.150123975,0.7743,0.3955,0.0331,-0.058335322,-0.043289808,0.9257,0.14378,-0.1029,-0.005468869,-0.063485164,-0.001427493
-0.24,-0.2,0.068002198,-0.235714174,0.3423,-0.3768,-0.0509,0.040056283,-0.193888021,0.5791,0.22748,0.0199,0.026869618,-0.150123975,0.7743,0.3955,0.0331,-0.058335322,-0.033033152,-0.063485164
-0.28,-0.24,-0.003152032,-0.271839906,0.0699,0.13844,0.0282,-0.041544208,-0.235714174,0.3423,-0.3768,-0.0509,0.040056283,-0.193888021,0.5791,0.22748,0.0199,0.026869618,0.068002198,-0.033033152
-0.34,-0.28,-0.024784822,-0.209823463,-0.13985,-0.04915,-0.048,0.017485821,-0.271839906,0.0699,0.13844,0.0282,-0.041544208,-0.235714174,0.3423,-0.3768,-0.0509,0.040056283,-0.003152032,0.068002198
-0.39,-0.34,-0.04354377,-0.217460061,-0.35677,-0.69978,0.0404,-0.059980778,-0.209823463,-0.13985,-0.04915,-0.048,0.017485821,-0.271839906,0.0699,0.13844,0.0282,-0.041544208,-0.024784822,-0.003152032
-0.47,-0.39,-0.081667579,-0.309279488,-0.66447,-0.01763,-0.0304,-0.023070593,-0.217460061,-0.35677,-0.69978,0.0404,-0.059980778,-0.209823463,-0.13985,-0.04915,-0.048,0.017485821,-0.04354377,-0.024784822
-0.55,-0.47,-0.064578409,-0.372402459,-1.03371,0.25727,0.0312,-0.04248804,-0.309279488,-0.66447,-0.01763,-0.0304,-0.023070593,-0.217460061,-0.35677,-0.69978,0.0404,-0.059980778,-0.081667579,-0.04354377
-0.67,-0.55,0.014116447,-0.459980232,-1.48789,0.01952,-0.1089,0.05911622,-0.372402459,-1.03371,0.25727,0.0312,-0.04248804,-0.309279488,-0.66447,-0.01763,-0.0304,-0.023070593,-0.064578409,-0.081667579
-0.79,-0.67,0.092758039,-0.454182257,-1.9343,-0.09242,-0.0171,0.031764049,-0.459980232,-1.48789,0.01952,-0.1089,0.05911622,-0.372402459,-1.03371,0.25727,0.0312,-0.04248804,0.014116447,-0.064578409
-0.89,-0.79,-0.03592026,-0.357327097,-2.28409,0.10305,0.0718,-0.06560057,-0.454182257,-1.9343,-0.09242,-0.0171,0.031764049,-0.459980232,-1.48789,0.01952,-0.1089,0.05911622,0.092758039,0.014116447
-0.92,-0.89,-0.130779149,-0.111722811,-2.3932,-0.09724,-0.0563,-0.069754516,-0.357327097,-2.28409,0.10305,0.0718,-0.06560057,-0.454182257,-1.9343,-0.09242,-0.0171,0.031764049,-0.03592026,0.092758039
-0.89,-0.92,-0.053766947,0.083760303,-2.31141,-0.06601,-0.0702,0.017186398,-0.111722811,-2.3932,-0.09724,-0.0563,-0.069754516,-0.357327097,-2.28409,0.10305,0.0718,-0.06560057,-0.130779149,-0.03592026
-0.8,-0.89,-0.026700316,0.012610708,-2.29909,0.14441,-0.0533,-0.043145203,0.083760303,-2.31141,-0.06601,-0.0702,0.017186398,-0.111722811,-2.3932,-0.09724,-0.0563,-0.069754516,-0.053766947,-0.130779149
-0.69,-0.8,-0.216830497,-0.271050261,-2.56355,0.22244,-0.0672,-0.181516877,0.012610708,-2.29909,0.14441,-0.0533,-0.043145203,0.083760303,-2.31141,-0.06601,-0.0702,0.017186398,-0.026700316,-0.053766947
-0.5,-0.69,-0.19262217,-0.250198687,-2.80703,-1.6862,-0.052,-0.013568139,-0.271050261,-2.56355,0.22244,-0.0672,-0.181516877,0.012610708,-2.29909,0.14441,-0.0533,-0.043145203,-0.216830497,-0.026700316
-0.28,-0.5,-0.003743524,-0.139551859,-2.94257,-1.27437,0.0154,0.00995975,-0.250198687,-2.80703,-1.6862,-0.052,-0.013568139,-0.271050261,-2.56355,0.22244,-0.0672,-0.181516877,-0.19262217,-0.216830497
-0.06,-0.28,0.015345715,-0.064559944,-3.00521,-0.82971,-0.0697,0.005332851,-0.139551859,-2.94257,-1.27437,0.0154,0.00995975,-0.250198687,-2.80703,-1.6862,-0.052,-0.013568139,-0.003743524,-0.19262217
0.19,-0.06,-0.044971596,0.010247448,-2.99527,-0.25238,-0.0569,-0.050037604,-0.064559944,-3.00521,-0.82971,-0.0697,0.005332851,-0.139551859,-2.94257,-1.27437,0.0154,0.00995975,0.015345715,-0.003743524
0.45,0.19,-0.123238175,0.234167789,-2.76785,-0.25899,-0.0353,-0.077056282,0.010247448,-2.99527,-0.25238,-0.0569,-0.050037604,-0.064559944,-3.00521,-0.82971,-0.0697,0.005332851,-0.044971596,0.015345715
0.7,0.45,-0.008229871,0.469123021,-2.31064,-0.29726,0.0841,0.074572706,0.234167789,-2.76785,-0.25899,-0.0353,-0.077056282,0.010247448,-2.99527,-0.25238,-0.0569,-0.050037604,-0.123238175,-0.044971596
0.88,0.7,0.166218739,0.465383813,-1.85495,-0.17618,0.0331,0.085286023,0.469123021,-2.31064,-0.29726,0.0841,0.074572706,0.234167789,-2.76785,-0.25899,-0.0353,-0.077056282,-0.008229871,-0.123238175
1,0.88,0.076374021,0.346903657,-1.51389,-0.11678,0.0448,-0.008211663,0.465383813,-1.85495,-0.17618,0.0331,0.085286023,0.469123021,-2.31064,-0.29726,0.0841,0.074572706,0.166218739,-0.008229871
1.06,1,-0.002451438,0.22546275,-1.29159,-0.24004,0.0103,0.005807917,0.346903657,-1.51389,-0.11678,0.0448,-0.008211663,0.465383813,-1.85495,-0.17618,0.0331,0.085286023,0.076374021,0.166218739
1.01,1.06,0.095117744,0.210065242,-1.08402,-0.22744,0.0532,0.088794117,0.22546275,-1.29159,-0.24004,0.0103,0.005807917,0.346903657,-1.51389,-0.11678,0.0448,-0.008211663,-0.002451438,0.076374021
0.9,1.01,0.150558865,0.222073228,-0.86411,-0.16809,0.0401,0.056727665,0.210065242,-1.08402,-0.22744,0.0532,0.088794117,0.22546275,-1.29159,-0.24004,0.0103,0.005807917,0.095117744,-0.002451438
0.72,0.9,0.083614536,0.099329394,-0.76559,-0.03473,0.0565,0.02544352,0.222073228,-0.86411,-0.16809,0.0401,0.056727665,0.210065242,-1.08402,-0.22744,0.0532,0.088794117,0.150558865,0.095117744
0.5,0.72,0.041556805,0.028141519,-0.73766,0.03849,-0.029,0.015713479,0.099329394,-0.76559,-0.03473,0.0565,0.02544352,0.222073228,-0.86411,-0.16809,0.0401,0.056727665,0.083614536,0.150558865
0.3,0.5,0.030306995,0.059863802,-0.67822,-0.00395,-0.0179,0.014367748,0.028141519,-0.73766,0.03849,-0.029,0.015713479,0.099329394,-0.76559,-0.03473,0.0565,0.02544352,0.041556805,0.083614536
0.14,0.3,0.032319792,0.067807043,-0.61085,0.00724,0.0502,0.017697766,0.059863802,-0.67822,-0.00395,-0.0179,0.014367748,0.028141519,-0.73766,0.03849,-0.029,0.015713479,0.030306995,0.041556805
0.03,0.14,-0.016112566,0.016237879,-0.59471,0.02045,-0.0035,-0.03322237,0.067807043,-0.61085,0.00724,0.0502,0.017697766,0.059863802,-0.67822,-0.00395,-0.0179,0.014367748,0.032319792,0.030306995
-0.07,0.03,0.038677379,-0.002273547,-0.59697,0.01239,0.0116,0.074370514,0.016237879,-0.59471,0.02045,-0.0035,-0.03322237,0.067807043,-0.61085,0.00724,0.0502,0.017697766,-0.016112566,0.032319792
-0.13,-0.07,0.093849016,-0.022667874,-0.6195,0.01043,0.0339,0.018130153,-0.002273547,-0.59697,0.01239,0.0116,0.074370514,0.016237879,-0.59471,0.02045,-0.0035,-0.03322237,0.038677379,-0.016112566
-0.19,-0.13,-0.068323943,-0.051663315,-0.67083,0.04121,0.0567,-0.084914581,-0.022667874,-0.6195,0.01043,0.0339,0.018130153,-0.002273547,-0.59697,0.01239,0.0116,0.074370514,0.093849016,0.038677379
-0.21,-0.19,-0.101956613,-0.04667392,-0.71718,0.03126,-0.0255,-0.018623433,-0.051663315,-0.67083,0.04121,0.0567,-0.084914581,-0.022667874,-0.6195,0.01043,0.0339,0.018130153,-0.068323943,0.093849016
-0.19,-0.21,-0.015004903,-0.046907331,-0.76374,0.00764,0.0401,0.003687198,-0.04667392,-0.71718,0.03126,-0.0255,-0.018623433,-0.051663315,-0.67083,0.04121,0.0567,-0.084914581,-0.101956613,-0.068323943
-0.14,-0.19,0.02657105,0.019013419,-0.74487,-0.00307,0.01,0.022799785,-0.046907331,-0.76374,0.00764,0.0401,0.003687198,-0.04667392,-0.71718,0.03126,-0.0255,-0.018623433,-0.015004903,-0.101956613
-0.09,-0.14,0.069054436,0.026312558,-0.71875,-0.00437,-0.0031,0.045223564,0.019013419,-0.74487,-0.00307,0.01,0.022799785,-0.046907331,-0.76374,0.00764,0.0401,0.003687198,0.02657105,-0.015004903
-0.03,-0.09,0.077932026,0.042879065,-0.67617,0.00981,0.0069,0.031293268,0.026312558,-0.71875,-0.00437,-0.0031,0.045223564,0.019013419,-0.74487,-0.00307,0.01,0.022799785,0.069054436,0.02657105
0,-0.03,0.039848822,0.078973011,-0.5977,0.00061,-0.0127,0.008295946,0.042879065,-0.67617,0.00981,0.0069,0.031293268,0.026312558,-0.71875,-0.00437,-0.0031,0.045223564,0.077932026,0.069054436
0,0,0.034009993,0.032780588,-0.56511,0.01061,0.0521,0.02550248,0.078973011,-0.5977,0.00061,-0.0127,0.008295946,0.042879065,-0.67617,0.00981,0.0069,0.031293268,0.039848822,0.077932026
0,0,0.040775378,-0.040939686,-0.60581,0.01904,-0.0265,0.014893087,0.032780588,-0.56511,0.01061,0.0521,0.02550248,0.078973011,-0.5977,0.00061,-0.0127,0.008295946,0.034009993,0.039848822
-0.02,0,0.023870074,-0.108868417,-0.71396,0.03096,0.0131,0.008845254,-0.040939686,-0.60581,0.01904,-0.0265,0.014893087,0.032780588,-0.56511,0.01061,0.0521,0.02550248,0.040775378,0.034009993
-0.09,-0.02,-0.018642239,-0.22639058,-0.93848,0.00951,0.0683,-0.027246491,-0.108868417,-0.71396,0.03096,0.0131,0.008845254,-0.040939686,-0.60581,0.01904,-0.0265,0.014893087,0.023870074,0.040775378
-0.14,-0.09,-0.001521379,-0.130428266,-1.0676,0.01183,-0.0628,0.026445663,-0.22639058,-0.93848,0.00951,0.0683,-0.027246491,-0.108868417,-0.71396,0.03096,0.0131,0.008845254,-0.018642239,0.023870074
-0.22,-0.14,0.014867839,-0.00782383,-1.07534,0.00248,0.0071,-0.01127953,-0.130428266,-1.0676,0.01183,-0.0628,0.026445663,-0.22639058,-0.93848,0.00951,0.0683,-0.027246491,-0.001521379,-0.018642239
-0.32,-0.22,-0.036531551,-0.083209017,-1.15762,0.00168,0.0075,-0.025540102,-0.00782383,-1.07534,0.00248,0.0071,-0.01127953,-0.130428266,-1.0676,0.01183,-0.0628,0.026445663,0.014867839,-0.001521379
-0.37,-0.32,-0.00575037,-0.235236407,-1.38986,0.00378,-0.0701,0.020308411,-0.083209017,-1.15762,0.00168,0.0075,-0.025540102,-0.00782383,-1.07534,0.00248,0.0071,-0.01127953,-0.036531551,0.014867839
-0.4,-0.37,-0.090986389,-0.279885899,-1.66547,0.02892,0.0367,-0.109079567,-0.235236407,-1.38986,0.00378,-0.0701,0.020308411,-0.083209017,-1.15762,0.00168,0.0075,-0.025540102,-0.00575037,-0.036531551
-0.37,-0.4,-0.115284562,-0.111314815,-1.77487,0.06028,-0.0597,-0.006964701,-0.279885899,-1.66547,0.02892,0.0367,-0.109079567,-0.235236407,-1.38986,0.00378,-0.0701,0.020308411,-0.090986389,-0.00575037
-0.31,-0.37,0.027245062,0.014516616,-1.76061,0.05181,-0.0593,0.034449695,-0.111314815,-1.77487,0.06028,-0.0597,-0.006964701,-0.279885899,-1.66547,0.02892,0.0367,-0.109079567,-0.115284562,-0.090986389
-0.22,-0.31,0.033282977,0.133492714,-1.62938,0.04191,0.0069,-0.001127863,0.014516616,-1.76061,0.05181,-0.0593,0.034449695,-0.111314815,-1.77487,0.06028,-0.0597,-0.006964701,0.027245062,-0.115284562
-0.13,-0.22,0.01376139,0.186588895,-1.44566,0.04966,-0.0213,0.014906064,0.133492714,-1.62938,0.04191,0.0069,-0.001127863,0.014516616,-1.76061,0.05181,-0.0593,0.034449695,0.033282977,0.027245062
-0.04,-0.13,0.053006786,0.207244255,-1.2412,0.02561,0.1035,0.037541131,0.186588895,-1.44566,0.04966,-0.0213,0.014906064,0.133492714,-1.62938,0.04191,0.0069,-0.001127863,0.01376139,0.033282977
0.01,-0.04,0.074828721,0.147543766,-1.09538,-0.0146,0.0131,0.035938421,0.207244255,-1.2412,0.02561,0.1035,0.037541131,0.186588895,-1.44566,0.04966,-0.0213,0.014906064,0.053006786,0.01376139
0.03,0.01,0.032784939,0.067163382,-1.02893,-0.03492,0.0053,-0.003044082,0.147543766,-1.09538,-0.0146,0.0131,0.035938421,0.207244255,-1.2412,0.02561,0.1035,0.037541131,0.074828721,0.053006786
0.05,0.03,-0.028498193,-0.00060624,-1.02953,-0.01965,0.027,-0.025531832,0.067163382,-1.02893,-0.03492,0.0053,-0.003044082,0.147543766,-1.09538,-0.0146,0.0131,0.035938421,0.032784939,0.074828721
0.07,0.05,-0.069023397,-0.034561734,-1.06373,-0.01292,-0.1293,-0.044631077,-0.00060624,-1.02953,-0.01965,0.027,-0.025531832,0.067163382,-1.02893,-0.03492,0.0053,-0.003044082,-0.028498193,0.032784939
0.12,0.07,-0.046445817,-0.093892358,-1.15658,-0.05522,0.0438,-0.001899517,-0.034561734,-1.06373,-0.01292,-0.1293,-0.044631077,-0.00060624,-1.02953,-0.01965,0.027,-0.025531832,-0.069023397,-0.028498193
0.18,0.12,0.030459671,-0.052359122,-1.20832,-0.13243,0.0564,0.032420772,-0.093892358,-1.15658,-0.05522,0.0438,-0.001899517,-0.034561734,-1.06373,-0.01292,-0.1293,-0.044631077,-0.046445817,-0.069023397
0.21,0.18,0.061654356,-0.000668075,-1.20898,-0.11254,-0.0866,0.028315572,-0.052359122,-1.20832,-0.13243,0.0564,0.032420772,-0.093892358,-1.15658,-0.05522,0.0438,-0.001899517,0.030459671,-0.046445817
0.23,0.21,0.029977938,0.042636486,-1.16685,-0.05678,0.0471,0.001616592,-0.000668075,-1.20898,-0.11254,-0.0866,0.028315572,-0.052359122,-1.20832,-0.13243,0.0564,0.032420772,0.061654356,0.030459671
0.21,0.23,0.006166214,0.059901222,-1.10763,-0.10406,0.0477,0.00454228,0.042636486,-1.16685,-0.05678,0.0471,0.001616592,-0.000668075,-1.20898,-0.11254,-0.0866,0.028315572,0.029977938,0.061654356
0.18,0.21,-0.003086764,0.009039723,-1.09869,-0.01945,-0.0802,-0.007594547,0.059901222,-1.10763,-0.10406,0.0477,0.00454228,0.042636486,-1.16685,-0.05678,0.0471,0.001616592,0.006166214,0.029977938
0.18,0.18,0.016101336,-0.048625939,-1.14677,-0.00604,0.0488,0.02387722,0.009039723,-1.09869,-0.01945,-0.0802,-0.007594547,0.059901222,-1.10763,-0.10406,0.0477,0.00454228,-0.003086764,0.006166214
0.19,0.18,0.062698783,0.067825055,-1.0797,-6.20E-03,-0.0332,0.037916229,-0.048625939,-1.14677,-0.00604,0.0488,0.02387722,0.009039723,-1.09869,-0.01945,-0.0802,-0.007594547,0.016101336,-0.003086764
0.22,0.19,0.065922982,0.117671992,-0.96323,-0.0024,-0.0068,0.026983635,0.067825055,-1.0797,-6.20E-03,-0.0332,0.037916229,-0.048625939,-1.14677,-0.00604,0.0488,0.02387722,0.062698783,0.016101336
0.26,0.22,0.04618559,0.109908835,-0.85432,-3.00E-03,0.0455,0.01869743,0.117671992,-0.96323,-0.0024,-0.0068,0.026983635,0.067825055,-1.0797,-6.20E-03,-0.0332,0.037916229,0.065922982,0.062698783
0.27,0.26,0.007434598,0.106826045,-0.74835,-0.00131,-0.0098,-0.011056111,0.109908835,-0.85432,-3.00E-03,0.0455,0.01869743,0.117671992,-0.96323,-0.0024,-0.0068,0.026983635,0.04618559,0.065922982
0.27,0.27,0.032284236,0.145654673,-0.60368,0.00006,-0.0125,0.04382488,0.106826045,-0.74835,-0.00131,-0.0098,-0.011056111,0.109908835,-0.85432,-3.00E-03,0.0455,0.01869743,0.007434598,0.04618559
0.27,0.27,-0.010038767,0.129498377,-0.47488,0.00231,-0.0464,-0.051602187,0.145654673,-0.60368,0.00006,-0.0125,0.04382488,0.106826045,-0.74835,-0.00131,-0.0098,-0.011056111,0.032284236,0.007434598
0.27,0.27,-0.01871839,0.105425316,-0.3699,0.0015,0.0762,0.034673,0.129498377,-0.47488,0.00231,-0.0464,-0.051602187,0.145654673,-0.60368,0.00006,-0.0125,0.04382488,-0.010038767,0.032284236
0.23,0.27,0.035036479,0.014342026,-0.35561,0.00318,0.0568,0.000351299,0.105425316,-0.3699,0.0015,0.0762,0.034673,0.129498377,-0.47488,0.00231,-0.0464,-0.051602187,-0.01871839,-0.010038767
0.18,0.23,0.005294672,-0.051867848,-0.40728,0.00426,0.1006,0.004941638,0.014342026,-0.35561,0.00318,0.0568,0.000351299,0.105425316,-0.3699,0.0015,0.0762,0.034673,0.035036479,-0.01871839
0.12,0.18,0.007944631,-0.072330634,-0.47929,-0.00025,-9.55E-02,0.002988226,-0.051867848,-0.40728,0.00426,0.1006,0.004941638,0.014342026,-0.35561,0.00318,0.0568,0.000351299,0.005294672,0.035036479
0.1,0.12,0.021665395,0.026855125,-0.45256,6.81E-03,0.086,0.018621524,-0.072330634,-0.47929,-0.00025,-9.55E-02,0.002988226,-0.051867848,-0.40728,0.00426,0.1006,0.004941638,0.007944631,0.005294672
0.1,0.1,0.001833553,0.085370065,-0.36754,0.0013,-3.44E-02,-0.016481068,0.026855125,-0.45256,6.81E-03,0.086,0.018621524,-0.072330634,-0.47929,-0.00025,-9.55E-02,0.002988226,0.021665395,0.007944631
0.1,0.1,0.003291327,0.055147536,-0.31258,-3.81E-03,-0.0264,0.020103726,0.085370065,-0.36754,0.0013,-3.44E-02,-0.016481068,0.026855125,-0.45256,6.81E-03,0.086,0.018621524,0.001833553,0.021665395
0.08,0.1,0.016560923,0.048078761,-0.26464,0.0006,-0.0001,-0.003472983,0.055147536,-0.31258,-3.81E-03,-0.0264,0.020103726,0.085370065,-0.36754,0.0013,-3.44E-02,-0.016481068,0.003291327,0.001833553
0.06,0.08,-0.01260564,0.088414987,-0.17642,0.00004,-0.0341,-0.009164486,0.048078761,-0.26464,0.0006,-0.0001,-0.003472983,0.055147536,-0.31258,-3.81E-03,-0.0264,0.020103726,0.016560923,0.003291327
0.03,0.06,-0.006499188,0.108812849,-0.06774,0.00508,0.07,0.00268995,0.088414987,-0.17642,0.00004,-0.0341,-0.009164486,0.048078761,-0.26464,0.0006,-0.0001,-0.003472983,-0.01260564,0.016560923
-0.03,0.03,0.030411846,0.051641654,-0.01612,0.00079,-0.0225,0.027647526,0.108812849,-0.06774,0.00508,0.07,0.00268995,0.088414987,-0.17642,0.00004,-0.0341,-0.009164486,-0.006499188,-0.01260564
-0.09,-0.03,0.023276803,0.011531194,-0.00459,0.0165,0.0366,-0.004253134,0.051641654,-0.01612,0.00079,-0.0225,0.027647526,0.108812849,-0.06774,0.00508,0.07,0.00268995,0.030411846,-0.006499188
-0.13,-0.09,-0.008978196,-0.02413402,-0.02872,0.01247,-0.0472,-0.004745244,0.011531194,-0.00459,0.0165,0.0366,-0.004253134,0.051641654,-0.01612,0.00079,-0.0225,0.027647526,0.023276803,0.030411846
-0.15,-0.13,-0.013094004,-0.019937713,-0.04865,0.00478,0.0235,-0.008388566,-0.02413402,-0.02872,0.01247,-0.0472,-0.004745244,0.011531194,-0.00459,0.0165,0.0366,-0.004253134,-0.008978196,0.023276803
-0.17,-0.15,0.000846258,0.010474548,-0.03818,0.00172,-0.0324,0.009312946,-0.019937713,-0.04865,0.00478,0.0235,-0.008388566,-0.02413402,-0.02872,0.01247,-0.0472,-0.004745244,-0.013094004,-0.008978196
-0.15,-0.17,-0.045656316,0.05288621,0.0147,-0.00455,-0.0187,-0.054462059,0.010474548,-0.03818,0.00172,-0.0324,0.009312946,-0.019937713,-0.04865,0.00478,0.0235,-0.008388566,0.000846258,-0.013094004
-0.13,-0.15,-0.019716018,0.106427692,0.1212,-0.00208,0.0188,0.036747378,0.05288621,0.0147,-0.00455,-0.0187,-0.054462059,0.010474548,-0.03818,0.00172,-0.0324,0.009312946,-0.045656316,0.000846258
-0.1,-0.13,0.021822242,0.184406161,0.306,0.0019,0.0057,-0.014396117,0.106427692,0.1212,-0.00208,0.0188,0.036747378,0.05288621,0.0147,-0.00455,-0.0187,-0.054462059,-0.019716018,-0.045656316
-0.06,-0.1,-0.004706793,0.203071639,0.5099,0.00442,-0.003,0.00983085,0.184406161,0.306,0.0019,0.0057,-0.014396117,0.106427692,0.1212,-0.00208,0.0188,0.036747378,0.021822242,-0.019716018
-0.01,-0.06,0.050402819,0.134920517,0.6456,0.00103,0.0332,0.040176995,0.203071639,0.5099,0.00442,-0.003,0.00983085,0.184406161,0.306,0.0019,0.0057,-0.014396117,-0.004706793,0.021822242
0,-0.01,0.041081519,0.05979596,0.7058,0.00073,-0.0705,0.000869586,0.134920517,0.6456,0.00103,0.0332,0.040176995,0.203071639,0.5099,0.00442,-0.003,0.00983085,0.050402819,-0.004706793
0,0,0.017094509,-0.001588799,0.7042,0.00514,0.0199,0.016210826,0.05979596,0.7058,0.00073,-0.0705,0.000869586,0.134920517,0.6456,0.00103,0.0332,0.040176995,0.041081519,0.050402819
