CLI,CLI_t-1,CLI_t-2,y1,y2,y3,y4,y5,y6,y1_t-1,y2_t-1,y3_t-1,y4_t-1,y5_t-1,y6_t-1,y1_t-2,y2_t-2,y3_t-2,y4_t-2,y5_t-2,y6_t-2
0.21,0.18,0.1,0.1,0.070206832,-0.45908,-0.24769,0.0274,0.442239538,-0.04,0.151908215,-0.52894,-0.03579,0.0417,2.399112241,-0.19,0.129564274,-0.67993,-1.12636,-0.0499,4.863684832
0.22,0.21,0.18,0.18,-0.001255773,-0.46033,-0.75277,0.0408,1.787616886,0.1,0.070206832,-0.45908,-0.24769,0.0274,0.442239538,-0.04,0.151908215,-0.52894,-0.03579,0.0417,2.399112241
0.22,0.22,0.21,0.21,-0.008238261,-0.46853,-0.19893,0.0312,2.000331113,0.18,-0.001255773,-0.46033,-0.75277,0.0408,1.787616886,0.1,0.070206832,-0.45908,-0.24769,0.0274,0.442239538
0.2,0.22,0.22,0.22,-0.025733866,-0.49414,-0.00814,0.0458,-2.054982716,0.21,-0.008238261,-0.46853,-0.19893,0.0312,2.000331113,0.18,-0.001255773,-0.46033,-0.75277,0.0408,1.787616886
0.19,0.2,0.22,0.22,-0.112800675,-0.60632,0.02048,0.0175,-0.258311151,0.22,-0.025733866,-0.49414,-0.00814,0.0458,-2.054982716,0.21,-0.008238261,-0.46853,-0.19893,0.0312,2.000331113
0.16,0.19,0.2,0.2,-0.157236156,-0.76248,-0.09257,-0.0183,1.575015805,0.22,-0.112800675,-0.60632,0.02048,0.0175,-0.258311151,0.22,-0.025733866,-0.49414,-0.00814,0.0458,-2.054982716
0.16,0.16,0.19,0.19,-0.127008421,-0.88844,0.05185,-0.0442,-0.833623917,0.2,-0.157236156,-0.76248,-0.09257,-0.0183,1.575015805,0.22,-0.112800675,-0.60632,0.02048,0.0175,-0.258311151
0.15,0.16,0.16,0.16,-0.047876713,-0.93588,-0.08949,0.0721,5.912343715,0.19,-0.127008421,-0.88844,0.05185,-0.0442,-0.833623917,0.2,-0.157236156,-0.76248,-0.09257,-0.0183,1.575015805
0.11,0.15,0.16,0.16,0.022356756,-0.91373,0.04581,0.0263,0.287575561,0.16,-0.047876713,-0.93588,-0.08949,0.0721,5.912343715,0.19,-0.127008421,-0.88844,0.05185,-0.0442,-0.833623917
0.05,0.11,0.15,0.15,0.094468963,-0.82008,-0.14625,-0.0603,3.209689507,0.16,0.022356756,-0.91373,0.04581,0.0263,0.287575561,0.16,-0.047876713,-0.93588,-0.08949,0.0721,5.912343715
0,0.05,0.11,0.11,0.176482755,-0.64489,-0.20602,0.0434,-0.433927322,0.15,0.094468963,-0.82008,-0.14625,-0.0603,3.209689507,0.16,0.022356756,-0.91373,0.04581,0.0263,0.287575561
-0.05,0,0.05,0.05,0.308606567,-0.3378,-0.22479,-0.0116,6.494888252,0.11,0.176482755,-0.64489,-0.20602,0.0434,-0.433927322,0.15,0.094468963,-0.82008,-0.14625,-0.0603,3.209689507
-0.09,-0.05,0,0,0.320620257,-0.01775,0.06064,0.027,3.549211156,0.05,0.308606567,-0.3378,-0.22479,-0.0116,6.494888252,0.11,0.176482755,-0.64489,-0.20602,0.0434,-0.433927322
-0.15,-0.09,-0.05,-0.05,0.218549841,0.201,-0.18017,0.0277,-1.016811163,0,0.320620257,-0.01775,0.06064,0.027,3.549211156,0.05,0.308606567,-0.3378,-0.22479,-0.0116,6.494888252
-0.18,-0.15,-0.09,-0.09,0.146996228,0.3484,-0.0357,-0.0218,-5.602484289,-0.05,0.218549841,0.201,-0.18017,0.0277,-1.016811163,0,0.320620257,-0.01775,0.06064,0.027,3.549211156
-0.17,-0.18,-0.15,-0.15,0.153944688,0.503,0.06223,-0.0208,-2.344911367,-0.09,0.146996228,0.3484,-0.0357,-0.0218,-5.602484289,-0.05,0.218549841,0.201,-0.18017,0.0277,-1.016811163
-0.12,-0.17,-0.18,-0.18,0.155893666,0.6598,-0.06254,0.0575,-1.332086104,-0.15,0.153944688,0.503,0.06223,-0.0208,-2.344911367,-0.09,0.146996228,0.3484,-0.0357,-0.0218,-5.602484289
-0.07,-0.12,-0.17,-0.17,0.128072389,0.7888,-0.03941,0.0214,-3.524801419,-0.18,0.155893666,0.6598,-0.06254,0.0575,-1.332086104,-0.15,0.153944688,0.503,0.06223,-0.0208,-2.344911367
-0.05,-0.07,-0.12,-0.12,0.091436602,0.881,0.07851,-0.0377,1.886558234,-0.17,0.128072389,0.7888,-0.03941,0.0214,-3.524801419,-0.18,0.155893666,0.6598,-0.06254,0.0575,-1.332086104
-0.03,-0.05,-0.07,-0.07,0.098978567,0.9809,0.31108,0.0953,4.673978221,-0.12,0.091436602,0.881,0.07851,-0.0377,1.886558234,-0.17,0.128072389,0.7888,-0.03941,0.0214,-3.524801419
-0.07,-0.03,-0.05,-0.05,0.071572079,1.0532,0.19066,-0.0304,-2.521772075,-0.07,0.098978567,0.9809,0.31108,0.0953,4.673978221,-0.12,0.091436602,0.881,0.07851,-0.0377,1.886558234
-0.09,-0.07,-0.03,-0.03,0.02434065,1.0778,0.20659,0.0067,-1.664565137,-0.05,0.071572079,1.0532,0.19066,-0.0304,-2.521772075,-0.07,0.098978567,0.9809,0.31108,0.0953,4.673978221
-0.11,-0.09,-0.07,-0.07,-0.018700216,1.0589,0.15066,0.0201,1.315747322,-0.03,0.02434065,1.0778,0.20659,0.0067,-1.664565137,-0.05,0.071572079,1.0532,0.19066,-0.0304,-2.521772075
-0.11,-0.11,-0.09,-0.09,-0.028205353,1.0304,0.30149,0.0217,-1.951333836,-0.07,-0.018700216,1.0589,0.15066,0.0201,1.315747322,-0.03,0.02434065,1.0778,0.20659,0.0067,-1.664565137
-0.07,-0.11,-0.11,-0.11,-0.047323688,0.9826,0.21093,-0.0233,0.055344805,-0.09,-0.028205353,1.0304,0.30149,0.0217,-1.951333836,-0.07,-0.018700216,1.0589,0.15066,0.0201,1.315747322
-0.03,-0.07,-0.11,-0.11,-0.124256976,0.8572,0.16613,0.0412,0.772046734,-0.11,-0.047323688,0.9826,0.21093,-0.0233,0.055344805,-0.09,-0.028205353,1.0304,0.30149,0.0217,-1.951333836
0,-0.03,-0.07,-0.07,-0.136622954,0.7195,-0.07837,-0.0249,0.870488451,-0.11,-0.124256976,0.8572,0.16613,0.0412,0.772046734,-0.11,-0.047323688,0.9826,0.21093,-0.0233,0.055344805
0.03,0,-0.03,-0.03,-0.04230463,0.6769,0.01079,-0.0374,3.902835732,-0.07,-0.136622954,0.7195,-0.07837,-0.0249,0.870488451,-0.11,-0.124256976,0.8572,0.16613,0.0412,0.772046734
0.07,0.03,0,0,0.023140665,0.7002,0.03983,0.0442,2.811939738,-0.03,-0.04230463,0.6769,0.01079,-0.0374,3.902835732,-0.07,-0.136622954,0.7195,-0.07837,-0.0249,0.870488451
0.07,0.07,0.03,0.03,0.096576792,0.7975,-0.06132,-0.0588,1.923036041,0,0.023140665,0.7002,0.03983,0.0442,2.811939738,-0.03,-0.04230463,0.6769,0.01079,-0.0374,3.902835732
0.06,0.07,0.07,0.07,0.068827223,0.8669,0.16202,-0.038,2.236135059,0.03,0.096576792,0.7975,-0.06132,-0.0588,1.923036041,0,0.023140665,0.7002,0.03983,0.0442,2.811939738
0.04,0.06,0.07,0.07,-0.021515814,0.8452,-0.00118,0.0254,1.764477189,0.07,0.068827223,0.8669,0.16202,-0.038,2.236135059,0.03,0.096576792,0.7975,-0.06132,-0.0588,1.923036041
0.01,0.04,0.06,0.06,-0.131972351,0.7122,-0.08029,-0.0238,1.356970994,0.07,-0.021515814,0.8452,-0.00118,0.0254,1.764477189,0.07,0.068827223,0.8669,0.16202,-0.038,2.236135059
-0.01,0.01,0.04,0.04,-0.11534548,0.5961,0.02244,-0.0196,-0.069935981,0.06,-0.131972351,0.7122,-0.08029,-0.0238,1.356970994,0.07,-0.021515814,0.8452,-0.00118,0.0254,1.764477189
-0.03,-0.01,0.01,0.01,-0.077866327,0.5178,-0.09695,-0.0232,1.373612882,0.04,-0.11534548,0.5961,0.02244,-0.0196,-0.069935981,0.06,-0.131972351,0.7122,-0.08029,-0.0238,1.356970994
-0.01,-0.03,-0.01,-0.01,-0.024078236,0.4936,-0.17103,-0.0484,1.924036867,0.01,-0.077866327,0.5178,-0.09695,-0.0232,1.373612882,0.04,-0.11534548,0.5961,0.02244,-0.0196,-0.069935981
