1.110788125,0.172544717,0.752443666,0.116373735,2.668067964,0.489983322,1.187866576,0.428850559,0.239942313,0.621163121,0.096563304,0.254785741
-0.440911891,-0.226015708,-0.198243218,0.183157458,1.110788125,0.172544717,0.752443666,0.116373735,2.668067964,0.489983322,1.187866576,0.428850559
-0.333646569,-0.059839707,-0.220693243,-0.101480988,-0.440911891,-0.226015708,-0.198243218,0.183157458,1.110788125,0.172544717,0.752443666,0.116373735
-0.336229665,0.085010728,0.106904735,0.276715592,-0.333646569,-0.059839707,-0.220693243,-0.101480988,-0.440911891,-0.226015708,-0.198243218,0.183157458
-0.112657516,0.319658227,-0.574863113,-0.21675721,-0.336229665,0.085010728,0.106904735,0.276715592,-0.333646569,-0.059839707,-0.220693243,-0.101480988
-0.453575383,-0.012491392,-0.034205272,-0.068759243,-0.112657516,0.319658227,-0.574863113,-0.21675721,-0.336229665,0.085010728,0.106904735,0.276715592
-0.228576571,-0.078152708,-0.210744853,-0.049638235,-0.453575383,-0.012491392,-0.034205272,-0.068759243,-0.112657516,0.319658227,-0.574863113,-0.21675721
0,0.012513888,-0.232840908,-0.012819082,-0.228576571,-0.078152708,-0.210744853,-0.049638235,-0.453575383,-0.012491392,-0.034205272,-0.068759243
-0.460794224,-0.103347573,0.484816179,-0.108311923,0,0.012513888,-0.232840908,-0.012819082,-0.228576571,-0.078152708,-0.210744853,-0.049638235
-0.115966553,0.01567454,-0.230313289,-0.065117052,-0.460794224,-0.103347573,0.484816179,-0.108311923,0,0.012513888,-0.232840908,-0.012819082
-0.584523604,-0.081569456,-0.567230107,-0.110358957,-0.115966553,0.01567454,-0.230313289,-0.065117052,-0.460794224,-0.103347573,0.484816179,-0.108311923
-0.831779563,-0.160447997,0.089342653,-0.216698931,-0.584523604,-0.081569456,-0.567230107,-0.110358957,-0.115966553,0.01567454,-0.230313289,-0.065117052
0.11980545,0.364085098,-0.925626791,-0.03486974,-0.831779563,-0.160447997,0.089342653,-0.216698931,-0.584523604,-0.081569456,-0.567230107,-0.110358957
-0.11980545,0.043735601,0.122849483,-0.125112514,0.11980545,0.364085098,-0.925626791,-0.03486974,-0.831779563,-0.160447997,0.089342653,-0.216698931
0.239281312,0.012487801,0.73942254,0.105638152,-0.11980545,0.043735601,0.122849483,-0.125112514,0.11980545,0.364085098,-0.925626791,-0.03486974
0.944155623,0.283131696,-0.237807783,-0.03897494,0.239281312,0.012487801,0.73942254,0.105638152,-0.11980545,0.043735601,0.122849483,-0.125112514
0.579841032,0.256641251,0.649860151,0.174303361,0.944155623,0.283131696,-0.237807783,-0.03897494,0.239281312,0.012487801,0.73942254,0.105638152
0.685742376,0.221406715,0.780569027,0.192942946,0.579841032,0.256641251,0.649860151,0.174303361,0.944155623,0.283131696,-0.237807783,-0.03897494
0.451219105,0.052112279,-0.526327848,0.089318815,0.685742376,0.221406715,0.780569027,0.192942946,0.579841032,0.256641251,0.649860151,0.174303361
0.446579238,0.24135171,1.014492156,0.156467987,0.451219105,0.052112279,-0.526327848,0.089318815,0.685742376,0.221406715,0.780569027,0.192942946
-0.111215037,0.009138873,0.149247743,0.05043095,0.446579238,0.24135171,1.014492156,0.156467987,0.451219105,0.052112279,-0.526327848,0.089318815
0.881846505,0.424355885,0.57094502,0.072741475,-0.111215037,0.009138873,0.149247743,0.05043095,0.446579238,0.24135171,1.014492156,0.156467987
0.649829304,0.450112315,0.410101284,0.1960341,0.881846505,0.424355885,0.57094502,0.072741475,-0.111215037,0.009138873,0.149247743,0.05043095
0.321304411,0.226288601,0.178584178,0.096892908,0.649829304,0.450112315,0.410101284,0.1960341,0.881846505,0.424355885,0.57094502,0.072741475
-0.321304411,-0.098112093,0.035139795,-0.02777504,0.321304411,0.226288601,0.178584178,0.096892908,0.649829304,0.450112315,0.410101284,0.1960341
0.746045677,0.154500492,0.041108594,0.244602239,-0.321304411,-0.098112093,0.035139795,-0.02777504,0.321304411,0.226288601,0.178584178,0.096892908
0.210822978,0.33680149,0.5861555,0.070196989,0.746045677,0.154500492,0.041108594,0.244602239,-0.321304411,-0.098112093,0.035139795,-0.02777504
0.105028946,0.182082075,0.035483904,0.276526553,0.210822978,0.33680149,0.5861555,0.070196989,0.746045677,0.154500492,0.041108594,0.244602239
-0.105028946,-0.029316491,-0.050825429,0.043048667,0.105028946,0.182082075,0.035483904,0.276526553,0.210822978,0.33680149,0.5861555,0.070196989
-0.105283562,0.298103708,-0.184082001,0.03675326,-0.105028946,-0.029316491,-0.050825429,0.043048667,0.105028946,0.182082075,0.035483904,0.276526553
0.419611459,0.186006085,0.172462669,0.064048333,-0.105283562,0.298103708,-0.184082001,0.03675326,-0.105028946,-0.029316491,-0.050825429,0.043048667
0.104272435,-0.052233741,0.30588707,0.105240096,0.419611459,0.186006085,0.172462669,0.064048333,-0.105283562,0.298103708,-0.184082001,0.03675326
0.207796799,-0.037763477,-0.113145558,0.055246334,0.104272435,-0.052233741,0.30588707,0.105240096,0.419611459,0.186006085,0.172462669,0.064048333
0.103526743,0.182702365,0.425972919,0.048962617,0.207796799,-0.037763477,-0.113145558,0.055246334,0.104272435,-0.052233741,0.30588707,0.105240096
0.206316056,0.132917909,0.601070599,0.018637915,0.103526743,0.182702365,0.425972919,0.048962617,0.207796799,-0.037763477,-0.113145558,0.055246334
