CLI,CLI_t-1,CLI_t-2,y0,y1,y2,y4,y0_t-1,y1_t-1,y2_t-1,y4_t-1,y0_t-2,y1_t-2,y2_t-2,y4_t-2
0.22,0.32,0.42,0.452677411,0.04461158,1.79,-0.0603,0.247494842,0.016808201,1.7446,0.1214,0.042312272,-0.030174111,1.7275,0.0521
0.09,0.22,0.32,0.657859981,0.036931975,1.8276,-0.0422,0.452677411,0.04461158,1.79,-0.0603,0.247494842,0.016808201,1.7446,0.1214
-0.05,0.09,0.22,0.582857593,0.041139516,1.8695,0.0892,0.657859981,0.036931975,1.8276,-0.0422,0.452677411,0.04461158,1.79,-0.0603
-0.18,-0.05,0.09,0.507855206,0.064473491,1.9352,0.0527,0.582857593,0.041139516,1.8695,0.0892,0.657859981,0.036931975,1.8276,-0.0422
-0.24,-0.18,-0.05,0.432852818,0.073058952,2.0097,-0.0113,0.507855206,0.064473491,1.9352,0.0527,0.582857593,0.041139516,1.8695,0.0892
-0.24,-0.24,-0.18,0.43393159,0.099157075,2.1109,-0.0167,0.432852818,0.073058952,2.0097,-0.0113,0.507855206,0.064473491,1.9352,0.0527
-0.2,-0.24,-0.24,0.435010361,0.104733165,2.2179,0.0212,0.43393159,0.099157075,2.1109,-0.0167,0.432852818,0.073058952,2.0097,-0.0113
-0.16,-0.2,-0.24,0.436089133,0.110877981,2.3313,-0.0048,0.435010361,0.104733165,2.2179,0.0212,0.43393159,0.099157075,2.1109,-0.0167
-0.11,-0.16,-0.2,0.355967355,0.008892289,2.3404,-0.0241,0.436089133,0.110877981,2.3313,-0.0048,0.435010361,0.104733165,2.2179,0.0212
-0.08,-0.11,-0.16,0.275845578,-0.049259544,2.29,-0.0102,0.355967355,0.008892289,2.3404,-0.0241,0.436089133,0.110877981,2.3313,-0.0048
-0.08,-0.08,-0.11,0.195723801,-0.019945287,2.2696,-0.048,0.275845578,-0.049259544,2.29,-0.0102,0.355967355,0.008892289,2.3404,-0.0241
-0.06,-0.08,-0.08,0.200223472,-0.008116133,2.2613,0.0115,0.195723801,-0.019945287,2.2696,-0.048,0.275845578,-0.049259544,2.29,-0.0102
-0.06,-0.06,-0.08,0.204723142,-0.031492921,2.2291,-0.0308,0.200223472,-0.008116133,2.2613,0.0115,0.195723801,-0.019945287,2.2696,-0.048
-0.04,-0.06,-0.06,0.209222813,-0.006162819,2.2228,0.0409,0.204723142,-0.031492921,2.2291,-0.0308,0.200223472,-0.008116133,2.2613,0.0115
-0.02,-0.04,-0.06,0.192971154,-0.056852793,2.1647,-0.024,0.209222813,-0.006162819,2.2228,0.0409,0.204723142,-0.031492921,2.2291,-0.0308
0.03,-0.02,-0.04,0.176719495,-0.125170436,2.0369,0.0395,0.192971154,-0.056852793,2.1647,-0.024,0.209222813,-0.006162819,2.2228,0.0409
0.07,0.03,-0.02,0.160467835,-0.092656467,1.9424,0.0224,0.176719495,-0.125170436,2.0369,0.0395,0.192971154,-0.056852793,2.1647,-0.024
0.08,0.07,0.03,0.233163546,-0.125247124,1.8148,-0.0201,0.160467835,-0.092656467,1.9424,0.0224,0.176719495,-0.125170436,2.0369,0.0395
0.06,0.08,0.07,0.305859258,-0.201745778,1.6096,0.0779,0.233163546,-0.125247124,1.8148,-0.0201,0.160467835,-0.092656467,1.9424,0.0224
0.01,0.06,0.08,0.378554969,-0.198997983,1.4076,-0.0153,0.305859258,-0.201745778,1.6096,0.0779,0.233163546,-0.125247124,1.8148,-0.0201
-0.03,0.01,0.06,0.274502,-0.164620138,1.2408,-0.0972,0.378554969,-0.198997983,1.4076,-0.0153,0.305859258,-0.201745778,1.6096,0.0779
-0.06,-0.03,0.01,0.170449031,-0.095362759,1.1443,-0.0498,0.274502,-0.164620138,1.2408,-0.0972,0.378554969,-0.198997983,1.4076,-0.0153
-0.08,-0.06,-0.03,0.066396063,-0.064681008,1.0789,0.0184,0.170449031,-0.095362759,1.1443,-0.0498,0.274502,-0.164620138,1.2408,-0.0972
-0.08,-0.08,-0.06,0.112951953,-0.044232661,1.0342,-0.0216,0.066396063,-0.064681008,1.0789,0.0184,0.170449031,-0.095362759,1.1443,-0.0498
-0.09,-0.08,-0.08,0.159507843,-0.039994457,0.9938,0.0253,0.112951953,-0.044232661,1.0342,-0.0216,0.066396063,-0.064681008,1.0789,0.0184
-0.12,-0.09,-0.08,0.206063734,-0.089154112,0.9038,0.0208,0.159507843,-0.039994457,0.9938,0.0253,0.112951953,-0.044232661,1.0342,-0.0216
-0.12,-0.12,-0.09,0.163976223,-0.191355153,0.7109,-0.0705,0.206063734,-0.089154112,0.9038,0.0208,0.159507843,-0.039994457,0.9938,0.0253
-0.1,-0.12,-0.12,0.121888713,-0.254815203,0.4546,-0.0071,0.163976223,-0.191355153,0.7109,-0.0705,0.206063734,-0.089154112,0.9038,0.0208
-0.07,-0.1,-0.12,0.079801203,-0.122817405,0.3313,-0.0071,0.121888713,-0.254815203,0.4546,-0.0071,0.163976223,-0.191355153,0.7109,-0.0705
0,-0.07,-0.1,0.083160986,0.057592553,0.3891,-0.0337,0.079801203,-0.122817405,0.3313,-0.0071,0.121888713,-0.254815203,0.4546,-0.0071
0.04,0,-0.07,0.08652077,0.181925896,0.5719,-0.0519,0.083160986,0.057592553,0.3891,-0.0337,0.079801203,-0.122817405,0.3313,-0.0071
0.09,0.04,0,0.089880554,0.16581338,0.7388,0.081,0.08652077,0.181925896,0.5719,-0.0519,0.083160986,0.057592553,0.3891,-0.0337
0.12,0.09,0.04,0.116009091,0.123213201,0.863,0.0296,0.089880554,0.16581338,0.7388,0.081,0.08652077,0.181925896,0.5719,-0.0519
0.13,0.12,0.09,0.142137628,0.103750331,0.9677,-0.0097,0.116009091,0.123213201,0.863,0.0296,0.089880554,0.16581338,0.7388,0.081
0.1,0.13,0.12,0.168266164,0.02713371,0.9951,0.0683,0.142137628,0.103750331,0.9677,-0.0097,0.116009091,0.123213201,0.863,0.0296
0.01,0.1,0.13,0.190795831,-0.012476631,0.9825,-0.0414,0.168266164,0.02713371,0.9951,0.0683,0.142137628,0.103750331,0.9677,-0.0097
-0.05,0.01,0.1,0.213325498,-0.112161508,0.8693,0.0514,0.190795831,-0.012476631,0.9825,-0.0414,0.168266164,0.02713371,0.9951,0.0683
-0.09,-0.05,0.01,0.235855165,-0.150803703,0.7173,0.024,0.213325498,-0.112161508,0.8693,0.0514,0.190795831,-0.012476631,0.9825,-0.0414
-0.12,-0.09,-0.05,0.252710711,-0.146755727,0.5696,0.0029,0.235855165,-0.150803703,0.7173,0.024,0.213325498,-0.112161508,0.8693,0.0514
-0.15,-0.12,-0.09,0.269566257,-0.144083641,0.4248,-0.0503,0.252710711,-0.146755727,0.5696,0.0029,0.235855165,-0.150803703,0.7173,0.024
-0.2,-0.15,-0.12,0.286421802,-0.158053957,0.2662,0.0233,0.269566257,-0.144083641,0.4248,-0.0503,0.252710711,-0.146755727,0.5696,0.0029
-0.25,-0.2,-0.15,0.258828293,-0.113562326,0.1524,0.0195,0.286421802,-0.158053957,0.2662,0.0233,0.269566257,-0.144083641,0.4248,-0.0503
-0.29,-0.25,-0.2,0.231234783,-0.143084412,0.0092,-0.0684,0.258828293,-0.113562326,0.1524,0.0195,0.286421802,-0.158053957,0.2662,0.0233
-0.28,-0.29,-0.25,0.203641273,-0.199580687,-0.1902,0.0174,0.231234783,-0.143084412,0.0092,-0.0684,0.258828293,-0.113562326,0.1524,0.0195
-0.19,-0.28,-0.29,0.242854899,-0.171091416,-0.36082,-0.0403,0.203641273,-0.199580687,-0.1902,0.0174,0.231234783,-0.143084412,0.0092,-0.0684
-0.07,-0.19,-0.28,0.282068524,-0.009564968,-0.37035,-0.0262,0.242854899,-0.171091416,-0.36082,-0.0403,0.203641273,-0.199580687,-0.1902,0.0174
0.05,-0.07,-0.19,0.32128215,0.24196423,-0.12899,-0.0018,0.282068524,-0.009564968,-0.37035,-0.0262,0.242854899,-0.171091416,-0.36082,-0.0403
0.12,0.05,-0.07,0.312610938,0.270073811,0.1411,0.0155,0.32128215,0.24196423,-0.12899,-0.0018,0.282068524,-0.009564968,-0.37035,-0.0262
0.16,0.12,0.05,0.303939726,0.16463192,0.3061,0.0276,0.312610938,0.270073811,0.1411,0.0155,0.32128215,0.24196423,-0.12899,-0.0018
0.16,0.16,0.12,0.295268514,0.067869146,0.3742,-0.0294,0.303939726,0.16463192,0.3061,0.0276,0.312610938,0.270073811,0.1411,0.0155
0.17,0.16,0.16,0.297243146,-0.007073781,0.3671,0.0361,0.295268514,0.067869146,0.3742,-0.0294,0.303939726,0.16463192,0.3061,0.0276
0.16,0.17,0.16,0.299217777,0.006675271,0.3738,-0.0367,0.297243146,-0.007073781,0.3671,0.0361,0.295268514,0.067869146,0.3742,-0.0294
0.16,0.16,0.17,0.301192409,0.069715008,0.4438,0.0004,0.299217777,0.006675271,0.3738,-0.0367,0.297243146,-0.007073781,0.3671,0.0361
0.16,0.16,0.16,0.22548412,0.128844778,0.5733,0.0892,0.301192409,0.069715008,0.4438,0.0004,0.299217777,0.006675271,0.3738,-0.0367
0.15,0.16,0.16,0.149775831,0.136324951,0.7105,0.0183,0.22548412,0.128844778,0.5733,0.0892,0.301192409,0.069715008,0.4438,0.0004
0.12,0.15,0.16,0.074067541,0.140403124,0.852,0.0806,0.149775831,0.136324951,0.7105,0.0183,0.22548412,0.128844778,0.5733,0.0892
0.06,0.12,0.15,0.131707284,-0.012692671,0.8392,-0.067,0.074067541,0.140403124,0.852,0.0806,0.149775831,0.136324951,0.7105,0.0183
0.01,0.06,0.12,0.189347027,-0.043246504,0.7956,0.044,0.131707284,-0.012692671,0.8392,-0.067,0.074067541,0.140403124,0.852,0.0806
-0.04,0.01,0.06,0.246986769,-0.039295149,0.756,-0.0418,0.189347027,-0.043246504,0.7956,0.044,0.131707284,-0.012692671,0.8392,-0.067
-0.06,-0.04,0.01,0.198906281,-0.021837312,0.734,0.0989,0.246986769,-0.039295149,0.756,-0.0418,0.189347027,-0.043246504,0.7956,0.044
-0.05,-0.06,-0.04,0.150825792,0.042181425,0.7765,-0.0328,0.198906281,-0.021837312,0.734,0.0989,0.246986769,-0.039295149,0.756,-0.0418
-0.04,-0.05,-0.06,0.102745304,0.054858854,0.8318,-0.0362,0.150825792,0.042181425,0.7765,-0.0328,0.198906281,-0.021837312,0.734,0.0989
0.02,-0.04,-0.05,0.123487881,0.00109092,0.8329,0.0629,0.102745304,0.054858854,0.8318,-0.0362,0.150825792,0.042181425,0.7765,-0.0328
0.06,0.02,-0.04,0.144230459,-0.024201379,0.8085,-0.0601,0.123487881,0.00109092,0.8329,0.0629,0.102745304,0.054858854,0.8318,-0.0362
0.08,0.06,0.02,0.164973036,0.003372675,0.8119,0.0308,0.144230459,-0.024201379,0.8085,-0.0601,0.123487881,0.00109092,0.8329,0.0629
0.09,0.08,0.06,0.189526282,0.053154197,0.8655,-0.0409,0.164973036,0.003372675,0.8119,0.0308,0.144230459,-0.024201379,0.8085,-0.0601
0.06,0.09,0.08,0.214079528,0.092357613,0.9587,-0.0082,0.189526282,0.053154197,0.8655,-0.0409,0.164973036,0.003372675,0.8119,0.0308
0.01,0.06,0.09,0.238632774,0.073567383,1.033,0.0338,0.214079528,0.092357613,0.9587,-0.0082,0.189526282,0.053154197,0.8655,-0.0409
-0.01,0.01,0.06,0.251262278,-0.019698475,1.0131,-0.0038,0.238632774,0.073567383,1.033,0.0338,0.214079528,0.092357613,0.9587,-0.0082
-0.05,-0.01,0.01,0.263891782,-0.130563323,0.8813,-0.0558,0.251262278,-0.019698475,1.0131,-0.0038,0.238632774,0.073567383,1.033,0.0338
-0.07,-0.05,-0.01,0.276521285,-0.143042524,0.7371,-0.0485,0.263891782,-0.130563323,0.8813,-0.0558,0.251262278,-0.019698475,1.0131,-0.0038
-0.07,-0.07,-0.05,0.266977897,-0.056201644,0.6805,-0.0242,0.276521285,-0.143042524,0.7371,-0.0485,0.263891782,-0.130563323,0.8813,-0.0558
-0.04,-0.07,-0.07,0.257434508,0.038232469,0.719,-0.02,0.266977897,-0.056201644,0.6805,-0.0242,0.276521285,-0.143042524,0.7371,-0.0485
-0.03,-0.04,-0.07,0.24789112,-0.036444651,0.6823,0.0703,0.257434508,0.038232469,0.719,-0.02,0.266977897,-0.056201644,0.6805,-0.0242
0.01,-0.03,-0.04,0.280592711,-0.200135976,0.481,-0.0669,0.24789112,-0.036444651,0.6823,0.0703,0.257434508,0.038232469,0.719,-0.02
0.02,0.01,-0.03,0.313294303,-0.242528714,0.2376,0.0598,0.280592711,-0.200135976,0.481,-0.0669,0.24789112,-0.036444651,0.6823,0.0703
0.06,0.02,0.01,0.345995895,-0.020054366,0.2175,0.0214,0.313294303,-0.242528714,0.2376,0.0598,0.280592711,-0.200135976,0.481,-0.0669
0.11,0.06,0.02,0.275206723,0.22246795,0.4407,-0.0412,0.345995895,-0.020054366,0.2175,0.0214,0.313294303,-0.242528714,0.2376,0.0598
0.14,0.11,0.06,0.204417552,0.313921127,0.7565,-0.0048,0.275206723,0.22246795,0.4407,-0.0412,0.345995895,-0.020054366,0.2175,0.0214
0.14,0.14,0.11,0.13362838,0.217515963,0.9759,-0.0129,0.204417552,0.313921127,0.7565,-0.0048,0.275206723,0.22246795,0.4407,-0.0412
0.16,0.14,0.14,0.137175353,0.04564404,1.022,0.0562,0.13362838,0.217515963,0.9759,-0.0129,0.204417552,0.313921127,0.7565,-0.0048
0.15,0.16,0.14,0.140722326,-0.037919723,0.9837,0.001,0.137175353,0.04564404,1.022,0.0562,0.13362838,0.217515963,0.9759,-0.0129
0.14,0.15,0.16,0.144269299,-0.101850457,0.8809,0.0646,0.140722326,-0.037919723,0.9837,0.001,0.137175353,0.04564404,1.022,0.0562
0.12,0.14,0.15,0.123210349,-0.167565464,0.712,-0.034,0.144269299,-0.101850457,0.8809,0.0646,0.140722326,-0.037919723,0.9837,0.001
0.11,0.12,0.14,0.1021514,-0.092087029,0.6193,0.0028,0.123210349,-0.167565464,0.712,-0.034,0.144269299,-0.101850457,0.8809,0.0646
0.12,0.11,0.12,0.081092451,-0.025942722,0.5932,0.0537,0.1021514,-0.092087029,0.6193,0.0028,0.123210349,-0.167565464,0.712,-0.034
0.16,0.12,0.11,0.102575487,0.026539028,0.6199,-0.0502,0.081092451,-0.025942722,0.5932,0.0537,0.1021514,-0.092087029,0.6193,0.0028
0.23,0.16,0.12,0.124058523,0.140529457,0.7614,0.0399,0.102575487,0.026539028,0.6199,-0.0502,0.081092451,-0.025942722,0.5932,0.0537
0.26,0.23,0.16,0.145541559,0.199975776,0.9631,-0.0581,0.124058523,0.140529457,0.7614,0.0399,0.102575487,0.026539028,0.6199,-0.0502
0.26,0.26,0.23,0.214556087,0.110771198,1.075,0.0785,0.145541559,0.199975776,0.9631,-0.0581,0.124058523,0.140529457,0.7614,0.0399
0.25,0.26,0.26,0.283570614,0.052620336,1.1282,-0.0147,0.214556087,0.110771198,1.075,0.0785,0.145541559,0.199975776,0.9631,-0.0581
0.24,0.25,0.26,0.352585142,0.008305944,1.1366,-0.033,0.283570614,0.052620336,1.1282,-0.0147,0.214556087,0.110771198,1.075,0.0785
0.21,0.24,0.25,0.3032831,-0.060728406,1.0752,0.0962,0.352585142,0.008305944,1.1366,-0.033,0.283570614,0.052620336,1.1282,-0.0147
0.17,0.21,0.24,0.253981058,-0.076506971,0.9979,-0.0155,0.3032831,-0.060728406,1.0752,0.0962,0.352585142,0.008305944,1.1366,-0.033
0.11,0.17,0.21,0.204679017,-0.021884037,0.9758,-0.0322,0.253981058,-0.076506971,0.9979,-0.0155,0.3032831,-0.060728406,1.0752,0.0962
0.04,0.11,0.17,0.219849187,0.018418559,0.9944,0.0229,0.204679017,-0.021884037,0.9758,-0.0322,0.253981058,-0.076506971,0.9979,-0.0155
-0.06,0.04,0.11,0.235019358,-0.024756912,0.9694,0.0689,0.219849187,0.018418559,0.9944,0.0229,0.204679017,-0.021884037,0.9758,-0.0322
-0.15,-0.06,0.04,0.250189528,-0.043289808,0.9257,-0.1029,0.235019358,-0.024756912,0.9694,0.0689,0.219849187,0.018418559,0.9944,0.0229
-0.19,-0.15,-0.06,0.22743326,-0.150123975,0.7743,0.0331,0.250189528,-0.043289808,0.9257,-0.1029,0.235019358,-0.024756912,0.9694,0.0689
-0.2,-0.19,-0.15,0.204676992,-0.193888021,0.5791,0.0199,0.22743326,-0.150123975,0.7743,0.0331,0.250189528,-0.043289808,0.9257,-0.1029
-0.24,-0.2,-0.19,0.181920724,-0.235714174,0.3423,-0.0509,0.204676992,-0.193888021,0.5791,0.0199,0.22743326,-0.150123975,0.7743,0.0331
-0.28,-0.24,-0.2,0.199842827,-0.271839906,0.0699,0.0282,0.181920724,-0.235714174,0.3423,-0.0509,0.204676992,-0.193888021,0.5791,0.0199
-0.34,-0.28,-0.24,0.21776493,-0.209823463,-0.13985,-0.048,0.199842827,-0.271839906,0.0699,0.0282,0.181920724,-0.235714174,0.3423,-0.0509
-0.39,-0.34,-0.28,0.235687033,-0.217460061,-0.35677,0.0404,0.21776493,-0.209823463,-0.13985,-0.048,0.199842827,-0.271839906,0.0699,0.0282
-0.47,-0.39,-0.34,0.098313312,-0.309279488,-0.66447,-0.0304,0.235687033,-0.217460061,-0.35677,0.0404,0.21776493,-0.209823463,-0.13985,-0.048
-0.55,-0.47,-0.39,-0.039060409,-0.372402459,-1.03371,0.0312,0.098313312,-0.309279488,-0.66447,-0.0304,0.235687033,-0.217460061,-0.35677,0.0404
-0.67,-0.55,-0.47,-0.17643413,-0.459980232,-1.48789,-0.1089,-0.039060409,-0.372402459,-1.03371,0.0312,0.098313312,-0.309279488,-0.66447,-0.0304
-0.79,-0.67,-0.55,-0.291831058,-0.454182257,-1.9343,-0.0171,-0.17643413,-0.459980232,-1.48789,-0.1089,-0.039060409,-0.372402459,-1.03371,0.0312
-0.89,-0.79,-0.67,-0.407227987,-0.357327097,-2.28409,0.0718,-0.291831058,-0.454182257,-1.9343,-0.0171,-0.17643413,-0.459980232,-1.48789,-0.1089
-0.92,-0.89,-0.79,-0.522624915,-0.111722811,-2.3932,-0.0563,-0.407227987,-0.357327097,-2.28409,0.0718,-0.291831058,-0.454182257,-1.9343,-0.0171
-0.89,-0.92,-0.89,-0.587115784,0.083760303,-2.31141,-0.0702,-0.522624915,-0.111722811,-2.3932,-0.0563,-0.407227987,-0.357327097,-2.28409,0.0718
-0.8,-0.89,-0.92,-0.651606654,0.012610708,-2.29909,-0.0533,-0.587115784,0.083760303,-2.31141,-0.0702,-0.522624915,-0.111722811,-2.3932,-0.0563
-0.69,-0.8,-0.89,-0.716097523,-0.271050261,-2.56355,-0.0672,-0.651606654,0.012610708,-2.29909,-0.0533,-0.587115784,0.083760303,-2.31141,-0.0702
-0.5,-0.69,-0.8,-0.744368965,-0.250198687,-2.80703,-0.052,-0.716097523,-0.271050261,-2.56355,-0.0672,-0.651606654,0.012610708,-2.29909,-0.0533
-0.28,-0.5,-0.69,-0.772640406,-0.139551859,-2.94257,0.0154,-0.744368965,-0.250198687,-2.80703,-0.052,-0.716097523,-0.271050261,-2.56355,-0.0672
-0.06,-0.28,-0.5,-0.800911848,-0.064559944,-3.00521,-0.0697,-0.772640406,-0.139551859,-2.94257,0.0154,-0.744368965,-0.250198687,-2.80703,-0.052
0.19,-0.06,-0.28,-0.527131631,0.010247448,-2.99527,-0.0569,-0.800911848,-0.064559944,-3.00521,-0.0697,-0.772640406,-0.139551859,-2.94257,0.0154
0.45,0.19,-0.06,-0.253351414,0.234167789,-2.76785,-0.0353,-0.527131631,0.010247448,-2.99527,-0.0569,-0.800911848,-0.064559944,-3.00521,-0.0697
0.7,0.45,0.19,0.020428804,0.469123021,-2.31064,0.0841,-0.253351414,0.234167789,-2.76785,-0.0353,-0.527131631,0.010247448,-2.99527,-0.0569
0.88,0.7,0.45,0.023244213,0.465383813,-1.85495,0.0331,0.020428804,0.469123021,-2.31064,0.0841,-0.253351414,0.234167789,-2.76785,-0.0353
1,0.88,0.7,0.026059622,0.346903657,-1.51389,0.0448,0.023244213,0.465383813,-1.85495,0.0331,0.020428804,0.469123021,-2.31064,0.0841
1.06,1,0.88,0.028875031,0.22546275,-1.29159,0.0103,0.026059622,0.346903657,-1.51389,0.0448,0.023244213,0.465383813,-1.85495,0.0331
1.01,1.06,1,0.04172162,0.210065242,-1.08402,0.0532,0.028875031,0.22546275,-1.29159,0.0103,0.026059622,0.346903657,-1.51389,0.0448
0.9,1.01,1.06,0.05456821,0.222073228,-0.86411,0.0401,0.04172162,0.210065242,-1.08402,0.0532,0.028875031,0.22546275,-1.29159,0.0103
0.72,0.9,1.01,0.067414799,0.099329394,-0.76559,0.0565,0.05456821,0.222073228,-0.86411,0.0401,0.04172162,0.210065242,-1.08402,0.0532
0.5,0.72,0.9,0.15357809,0.028141519,-0.73766,-0.029,0.067414799,0.099329394,-0.76559,0.0565,0.05456821,0.222073228,-0.86411,0.0401
0.3,0.5,0.72,0.239741381,0.059863802,-0.67822,-0.0179,0.15357809,0.028141519,-0.73766,-0.029,0.067414799,0.099329394,-0.76559,0.0565
0.14,0.3,0.5,0.325904672,0.067807043,-0.61085,0.0502,0.239741381,0.059863802,-0.67822,-0.0179,0.15357809,0.028141519,-0.73766,-0.029
0.03,0.14,0.3,0.353782451,0.016237879,-0.59471,-0.0035,0.325904672,0.067807043,-0.61085,0.0502,0.239741381,0.059863802,-0.67822,-0.0179
-0.07,0.03,0.14,0.381660229,-0.002273547,-0.59697,0.0116,0.353782451,0.016237879,-0.59471,-0.0035,0.325904672,0.067807043,-0.61085,0.0502
-0.13,-0.07,0.03,0.409538007,-0.022667874,-0.6195,0.0339,0.381660229,-0.002273547,-0.59697,0.0116,0.353782451,0.016237879,-0.59471,-0.0035
-0.19,-0.13,-0.07,0.340955269,-0.051663315,-0.67083,0.0567,0.409538007,-0.022667874,-0.6195,0.0339,0.381660229,-0.002273547,-0.59697,0.0116
-0.21,-0.19,-0.13,0.27237253,-0.04667392,-0.71718,-0.0255,0.340955269,-0.051663315,-0.67083,0.0567,0.409538007,-0.022667874,-0.6195,0.0339
-0.19,-0.21,-0.19,0.203789792,-0.046907331,-0.76374,0.0401,0.27237253,-0.04667392,-0.71718,-0.0255,0.340955269,-0.051663315,-0.67083,0.0567
-0.14,-0.19,-0.21,0.126680022,0.019013419,-0.74487,0.01,0.203789792,-0.046907331,-0.76374,0.0401,0.27237253,-0.04667392,-0.71718,-0.0255
-0.09,-0.14,-0.19,0.049570251,0.026312558,-0.71875,-0.0031,0.126680022,0.019013419,-0.74487,0.01,0.203789792,-0.046907331,-0.76374,0.0401
-0.03,-0.09,-0.14,-0.027539519,0.042879065,-0.67617,0.0069,0.049570251,0.026312558,-0.71875,-0.0031,0.126680022,0.019013419,-0.74487,0.01
0,-0.03,-0.09,0.032314628,0.078973011,-0.5977,-0.0127,-0.027539519,0.042879065,-0.67617,0.0069,0.049570251,0.026312558,-0.71875,-0.0031
0,0,-0.03,0.092168776,0.032780588,-0.56511,0.0521,0.032314628,0.078973011,-0.5977,-0.0127,-0.027539519,0.042879065,-0.67617,0.0069
0,0,0,0.152022923,-0.040939686,-0.60581,-0.0265,0.092168776,0.032780588,-0.56511,0.0521,0.032314628,0.078973011,-0.5977,-0.0127
-0.02,0,0,0.094825493,-0.108868417,-0.71396,0.0131,0.152022923,-0.040939686,-0.60581,-0.0265,0.092168776,0.032780588,-0.56511,0.0521
-0.09,-0.02,0,0.037628063,-0.22639058,-0.93848,0.0683,0.094825493,-0.108868417,-0.71396,0.0131,0.152022923,-0.040939686,-0.60581,-0.0265
-0.14,-0.09,-0.02,-0.019569368,-0.130428266,-1.0676,-0.0628,0.037628063,-0.22639058,-0.93848,0.0683,0.094825493,-0.108868417,-0.71396,0.0131
-0.22,-0.14,-0.09,0.042264279,-0.00782383,-1.07534,0.0071,-0.019569368,-0.130428266,-1.0676,-0.0628,0.037628063,-0.22639058,-0.93848,0.0683
-0.32,-0.22,-0.14,0.104097927,-0.083209017,-1.15762,0.0075,0.042264279,-0.00782383,-1.07534,0.0071,-0.019569368,-0.130428266,-1.0676,-0.0628
-0.37,-0.32,-0.22,0.165931574,-0.235236407,-1.38986,-0.0701,0.104097927,-0.083209017,-1.15762,0.0075,0.042264279,-0.00782383,-1.07534,0.0071
-0.4,-0.37,-0.32,0.079419179,-0.279885899,-1.66547,0.0367,0.165931574,-0.235236407,-1.38986,-0.0701,0.104097927,-0.083209017,-1.15762,0.0075
-0.37,-0.4,-0.37,-0.007093216,-0.111314815,-1.77487,-0.0597,0.079419179,-0.279885899,-1.66547,0.0367,0.165931574,-0.235236407,-1.38986,-0.0701
-0.31,-0.37,-0.4,-0.093605611,0.014516616,-1.76061,-0.0593,-0.007093216,-0.111314815,-1.77487,-0.0597,0.079419179,-0.279885899,-1.66547,0.0367
-0.22,-0.31,-0.37,0.105494618,0.133492714,-1.62938,0.0069,-0.093605611,0.014516616,-1.76061,-0.0593,-0.007093216,-0.111314815,-1.77487,-0.0597
-0.13,-0.22,-0.31,0.304594847,0.186588895,-1.44566,-0.0213,0.105494618,0.133492714,-1.62938,0.0069,-0.093605611,0.014516616,-1.76061,-0.0593
-0.04,-0.13,-0.22,0.503695077,0.207244255,-1.2412,0.1035,0.304594847,0.186588895,-1.44566,-0.0213,0.105494618,0.133492714,-1.62938,0.0069
0.01,-0.04,-0.13,0.244481383,0.147543766,-1.09538,0.0131,0.503695077,0.207244255,-1.2412,0.1035,0.304594847,0.186588895,-1.44566,-0.0213
0.03,0.01,-0.04,-0.01473231,0.067163382,-1.02893,0.0053,0.244481383,0.147543766,-1.09538,0.0131,0.503695077,0.207244255,-1.2412,0.1035
0.05,0.03,0.01,-0.273946004,-0.00060624,-1.02953,0.027,-0.01473231,0.067163382,-1.02893,0.0053,0.244481383,0.147543766,-1.09538,0.0131
0.07,0.05,0.03,0.008218812,-0.034561734,-1.06373,-0.1293,-0.273946004,-0.00060624,-1.02953,0.027,-0.01473231,0.067163382,-1.02893,0.0053
0.12,0.07,0.05,0.290383627,-0.093892358,-1.15658,0.0438,0.008218812,-0.034561734,-1.06373,-0.1293,-0.273946004,-0.00060624,-1.02953,0.027
0.18,0.12,0.07,0.572548443,-0.052359122,-1.20832,0.0564,0.290383627,-0.093892358,-1.15658,0.0438,0.008218812,-0.034561734,-1.06373,-0.1293
0.21,0.18,0.12,0.316479262,-0.000668075,-1.20898,-0.0866,0.572548443,-0.052359122,-1.20832,0.0564,0.290383627,-0.093892358,-1.15658,0.0438
0.23,0.21,0.18,0.06041008,0.042636486,-1.16685,0.0471,0.316479262,-0.000668075,-1.20898,-0.0866,0.572548443,-0.052359122,-1.20832,0.0564
0.21,0.23,0.21,-0.195659101,0.059901222,-1.10763,0.0477,0.06041008,0.042636486,-1.16685,0.0471,0.316479262,-0.000668075,-1.20898,-0.0866
0.18,0.21,0.23,-0.086495305,0.009039723,-1.09869,-0.0802,-0.195659101,0.059901222,-1.10763,0.0477,0.06041008,0.042636486,-1.16685,0.0471
0.18,0.18,0.21,0.022668491,-0.048625939,-1.14677,0.0488,-0.086495305,0.009039723,-1.09869,-0.0802,-0.195659101,0.059901222,-1.10763,0.0477
0.19,0.18,0.18,0.131832287,0.067825055,-1.0797,-0.0332,0.022668491,-0.048625939,-1.14677,0.0488,-0.086495305,0.009039723,-1.09869,-0.0802
0.22,0.19,0.18,0.169373437,0.117671992,-0.96323,-0.0068,0.131832287,0.067825055,-1.0797,-0.0332,0.022668491,-0.048625939,-1.14677,0.0488
0.26,0.22,0.19,0.206914588,0.109908835,-0.85432,0.0455,0.169373437,0.117671992,-0.96323,-0.0068,0.131832287,0.067825055,-1.0797,-0.0332
