CLI,CLI_t-1,CLI_t-2,y1,y1_t-1,y1_t-2,y2,y2_t-1,y2_t-2,y3,y3_t-1,y3_t-2,y4,y4_t-1,y4_t-2,y5,y5_t-1,y5_t-2
0.05,0.05,0.04,-0.014589202,0.005259807,0.020049349,0.7521,0.7668,0.7615,0.36626,0.15588,0.02718,0.0302,0.0174,0.0161,-0.01279387,0.023908771,0.022214478
0.05,0.05,0.05,-0.029085509,-0.014589202,0.005259807,0.7228,0.7521,0.7668,0.04585,0.36626,0.15588,-0.0751,0.0302,0.0174,0.017468405,-0.01279387,0.023908771
0.08,0.05,0.05,0.02581009,-0.029085509,-0.014589202,0.7488,0.7228,0.7521,-0.01673,0.04585,0.36626,0.006,-0.0751,0.0302,0.031005872,0.017468405,-0.01279387
0.1,0.08,0.05,0.083340945,0.02581009,-0.029085509,0.8328,0.7488,0.7228,-0.12643,-0.01673,0.04585,-0.0015,0.006,-0.0751,0.0366107,0.031005872,0.017468405
0.11,0.1,0.08,0.112499275,0.083340945,0.02581009,0.9463,0.8328,0.7488,0.01565,-0.12643,-0.01673,0.0389,-0.0015,0.006,0.007694545,0.0366107,0.031005872
0.12,0.11,0.1,0.144427944,0.112499275,0.083340945,1.0922,0.9463,0.8328,0.15024,0.01565,-0.12643,-0.0143,0.0389,-0.0015,-0.008568206,0.007694545,0.0366107
0.1,0.12,0.11,0.164861921,0.144427944,0.112499275,1.259,1.0922,0.9463,0.07777,0.15024,0.01565,-0.0287,-0.0143,0.0389,0.071908529,-0.008568206,0.007694545
0.08,0.1,0.12,0.150983643,0.164861921,0.144427944,1.412,1.259,1.0922,0.13248,0.07777,0.15024,-0.0129,-0.0287,-0.0143,0.005793285,0.071908529,-0.008568206
0.07,0.08,0.1,0.102597924,0.150983643,0.164861921,1.5161,1.412,1.259,0.37682,0.13248,0.07777,0.0514,-0.0129,-0.0287,0.041608045,0.005793285,0.071908529
0.08,0.07,0.08,0.025411459,0.102597924,0.150983643,1.5419,1.5161,1.412,0.20205,0.37682,0.13248,-0.021,0.0514,-0.0129,0.021208033,0.041608045,0.005793285
0.06,0.08,0.07,-0.012803416,0.025411459,0.102597924,1.5289,1.5419,1.5161,0.05338,0.20205,0.37682,0.0128,-0.021,0.0514,0.013102626,0.021208033,0.041608045
0.02,0.06,0.08,-0.053890804,-0.012803416,0.025411459,1.4742,1.5289,1.5419,0.05928,0.05338,0.20205,0.0478,0.0128,-0.021,0.026899445,0.013102626,0.021208033
-0.01,0.02,0.06,-0.048694179,-0.053890804,-0.012803416,1.4248,1.4742,1.5289,0.27002,0.05928,0.05338,-0.0366,0.0478,0.0128,-0.05809293,0.026899445,0.013102626
-0.02,-0.01,0.02,-0.037571834,-0.048694179,-0.053890804,1.3867,1.4248,1.4742,0.09173,0.27002,0.05928,0.0081,-0.0366,0.0478,0.04979098,-0.05809293,0.026899445
-0.03,-0.02,-0.01,0.053838722,-0.037571834,-0.048694179,1.4413,1.3867,1.4248,-0.1325,0.09173,0.27002,-0.0476,0.0081,-0.0366,0.030380559,0.04979098,-0.05809293
-0.04,-0.03,-0.02,0.082772244,0.053838722,-0.037571834,1.5253,1.4413,1.3867,-0.04145,-0.1325,0.09173,0.0154,-0.0476,0.0081,0.078971116,0.030380559,0.04979098
-0.08,-0.04,-0.03,0.035846706,0.082772244,0.053838722,1.5617,1.5253,1.4413,0.02281,-0.04145,-0.1325,-0.0275,0.0154,-0.0476,0.036372574,0.078971116,0.030380559
-0.15,-0.08,-0.04,0.008368946,0.035846706,0.082772244,1.5702,1.5617,1.5253,-0.03143,0.02281,-0.04145,-0.0278,-0.0275,0.0154,0.019227827,0.036372574,0.078971116
-0.24,-0.15,-0.08,-0.035252772,0.008368946,0.035846706,1.5344,1.5702,1.5617,-0.04723,-0.03143,0.02281,-0.0552,-0.0278,-0.0275,-0.006324238,0.019227827,0.036372574
-0.32,-0.24,-0.15,-0.061968644,-0.035252772,0.008368946,1.4715,1.5344,1.5702,0.22586,-0.04723,-0.03143,-0.0333,-0.0552,-0.0278,-0.015139738,-0.006324238,0.019227827
-0.37,-0.32,-0.24,-0.053033874,-0.061968644,-0.035252772,1.4177,1.4715,1.5344,0.09226,0.22586,-0.04723,0.0013,-0.0333,-0.0552,0.024376351,-0.015139738,-0.006324238
-0.32,-0.37,-0.32,-0.06766394,-0.053033874,-0.061968644,1.3491,1.4177,1.4715,-0.07798,0.09226,0.22586,-0.0709,0.0013,-0.0333,-0.072394143,0.024376351,-0.015139738
-0.21,-0.32,-0.37,-0.054282602,-0.06766394,-0.053033874,1.2941,1.3491,1.4177,-0.26056,-0.07798,0.09226,-0.0006,-0.0709,0.0013,-0.069458031,-0.072394143,0.024376351
-0.06,-0.21,-0.32,0.007897483,-0.054282602,-0.06766394,1.3021,1.2941,1.3491,-0.24707,-0.26056,-0.07798,-0.0751,-0.0006,-0.0709,-0.020510413,-0.069458031,-0.072394143
0.13,-0.06,-0.21,0.105371697,0.007897483,-0.054282602,1.4089,1.3021,1.2941,-0.24613,-0.24707,-0.26056,-0.0132,-0.0751,-0.0006,0.105007236,-0.020510413,-0.069458031
0.28,0.13,-0.06,0.110383011,0.105371697,0.007897483,1.5209,1.4089,1.3021,-0.51414,-0.24613,-0.24707,0.0912,-0.0132,-0.0751,0.016205472,0.105007236,-0.020510413
0.41,0.28,0.13,0.148922407,0.110383011,0.105371697,1.6722,1.5209,1.4089,-0.53863,-0.51414,-0.24613,-0.0245,0.0912,-0.0132,0.05092625,0.016205472,0.105007236
0.48,0.41,0.28,0.095850469,0.148922407,0.110383011,1.7697,1.6722,1.5209,-0.38974,-0.53863,-0.51414,0.0056,-0.0245,0.0912,0.005847736,0.05092625,0.016205472
0.5,0.48,0.41,-0.011300662,0.095850469,0.148922407,1.7582,1.7697,1.6722,-0.1091,-0.38974,-0.53863,0.0195,0.0056,-0.0245,0.026246582,0.005847736,0.05092625
0.42,0.5,0.48,-0.030174111,-0.011300662,0.095850469,1.7275,1.7582,1.7697,-0.10514,-0.1091,-0.38974,0.0521,0.0195,0.0056,0.047226291,0.026246582,0.005847736
0.32,0.42,0.5,0.016808201,-0.030174111,-0.011300662,1.7446,1.7275,1.7582,0.03102,-0.10514,-0.1091,0.1214,0.0521,0.0195,-0.021336124,0.047226291,0.026246582
0.22,0.32,0.42,0.04461158,0.016808201,-0.030174111,1.79,1.7446,1.7275,-0.12761,0.03102,-0.10514,-0.0603,0.1214,0.0521,0.016416573,-0.021336124,0.047226291
0.09,0.22,0.32,0.036931975,0.04461158,0.016808201,1.8276,1.79,1.7446,-0.05426,-0.12761,0.03102,-0.0422,-0.0603,0.1214,-0.000465527,0.016416573,-0.021336124
-0.05,0.09,0.22,0.041139516,0.036931975,0.04461158,1.8695,1.8276,1.79,0.08721,-0.05426,-0.12761,0.0892,-0.0422,-0.0603,-0.032995148,-0.000465527,0.016416573
-0.18,-0.05,0.09,0.064473491,0.041139516,0.036931975,1.9352,1.8695,1.8276,0.15661,0.08721,-0.05426,0.0527,0.0892,-0.0422,-0.015130334,-0.032995148,-0.000465527
-0.24,-0.18,-0.05,0.073058952,0.064473491,0.041139516,2.0097,1.9352,1.8695,0.61494,0.15661,0.08721,-0.0113,0.0527,0.0892,-0.007476977,-0.015130334,-0.032995148
-0.24,-0.24,-0.18,0.099157075,0.073058952,0.064473491,2.1109,2.0097,1.9352,-0.15314,0.61494,0.15661,-0.0167,-0.0113,0.0527,0.068569661,-0.007476977,-0.015130334
-0.2,-0.24,-0.24,0.104733165,0.099157075,0.073058952,2.2179,2.1109,2.0097,0.18281,-0.15314,0.61494,0.0212,-0.0167,-0.0113,0.035810603,0.068569661,-0.007476977
-0.16,-0.2,-0.24,0.110877981,0.104733165,0.099157075,2.3313,2.2179,2.1109,0.08101,0.18281,-0.15314,-0.0048,0.0212,-0.0167,-0.033688598,0.035810603,0.068569661
-0.11,-0.16,-0.2,0.008892289,0.110877981,0.104733165,2.3404,2.3313,2.2179,0.10149,0.08101,0.18281,-0.0241,-0.0048,0.0212,-0.048498235,-0.033688598,0.035810603
-0.08,-0.11,-0.16,-0.049259544,0.008892289,0.110877981,2.29,2.3404,2.3313,-0.00943,0.10149,0.08101,-0.0102,-0.0241,-0.0048,0.058742283,-0.048498235,-0.033688598
-0.08,-0.08,-0.11,-0.019945287,-0.049259544,0.008892289,2.2696,2.29,2.3404,0.06809,-0.00943,0.10149,-0.048,-0.0102,-0.0241,-0.036060817,0.058742283,-0.048498235
-0.06,-0.08,-0.08,-0.008116133,-0.019945287,-0.049259544,2.2613,2.2696,2.29,0.00709,0.06809,-0.00943,0.0115,-0.048,-0.0102,-0.014263542,-0.036060817,0.058742283
-0.06,-0.06,-0.08,-0.031492921,-0.008116133,-0.019945287,2.2291,2.2613,2.2696,-0.07674,0.00709,0.06809,-0.0308,0.0115,-0.048,0.038522301,-0.014263542,-0.036060817
-0.04,-0.06,-0.06,-0.006162819,-0.031492921,-0.008116133,2.2228,2.2291,2.2613,-0.03435,-0.07674,0.00709,0.0409,-0.0308,0.0115,-0.003369488,0.038522301,-0.014263542
-0.02,-0.04,-0.06,-0.056852793,-0.006162819,-0.031492921,2.1647,2.2228,2.2291,0.02507,-0.03435,-0.07674,-0.024,0.0409,-0.0308,0.007823352,-0.003369488,0.038522301
0.03,-0.02,-0.04,-0.125170436,-0.056852793,-0.006162819,2.0369,2.1647,2.2228,-0.01185,0.02507,-0.03435,0.0395,-0.024,0.0409,-0.003242037,0.007823352,-0.003369488
0.07,0.03,-0.02,-0.092656467,-0.125170436,-0.056852793,1.9424,2.0369,2.1647,-0.04295,-0.01185,0.02507,0.0224,0.0395,-0.024,-0.02615342,-0.003242037,0.007823352
0.08,0.07,0.03,-0.125247124,-0.092656467,-0.125170436,1.8148,1.9424,2.0369,-0.07645,-0.04295,-0.01185,-0.0201,0.0224,0.0395,0.01067911,-0.02615342,-0.003242037
0.06,0.08,0.07,-0.201745778,-0.125247124,-0.092656467,1.6096,1.8148,1.9424,-0.1309,-0.07645,-0.04295,0.0779,-0.0201,0.0224,-0.02068289,0.01067911,-0.02615342
0.01,0.06,0.08,-0.198997983,-0.201745778,-0.125247124,1.4076,1.6096,1.8148,-0.10961,-0.1309,-0.07645,-0.0153,0.0779,-0.0201,-0.005541553,-0.02068289,0.01067911
-0.03,0.01,0.06,-0.164620138,-0.198997983,-0.201745778,1.2408,1.4076,1.6096,-0.08923,-0.10961,-0.1309,-0.0972,-0.0153,0.0779,-0.012321758,-0.005541553,-0.02068289
-0.06,-0.03,0.01,-0.095362759,-0.164620138,-0.198997983,1.1443,1.2408,1.4076,-0.20529,-0.08923,-0.10961,-0.0498,-0.0972,-0.0153,-0.066193766,-0.012321758,-0.005541553
-0.08,-0.06,-0.03,-0.064681008,-0.095362759,-0.164620138,1.0789,1.1443,1.2408,-0.14677,-0.20529,-0.08923,0.0184,-0.0498,-0.0972,0.009514494,-0.066193766,-0.012321758
-0.08,-0.08,-0.06,-0.044232661,-0.064681008,-0.095362759,1.0342,1.0789,1.1443,-0.15591,-0.14677,-0.20529,-0.0216,0.0184,-0.0498,0.019038645,0.009514494,-0.066193766
-0.09,-0.08,-0.08,-0.039994457,-0.044232661,-0.064681008,0.9938,1.0342,1.0789,0.00996,-0.15591,-0.14677,0.0253,-0.0216,0.0184,-0.021185623,0.019038645,0.009514494
-0.12,-0.09,-0.08,-0.089154112,-0.039994457,-0.044232661,0.9038,0.9938,1.0342,-0.00418,0.00996,-0.15591,0.0208,0.0253,-0.0216,-0.050520981,-0.021185623,0.019038645
-0.12,-0.12,-0.09,-0.191355153,-0.089154112,-0.039994457,0.7109,0.9038,0.9938,-0.25778,-0.00418,0.00996,-0.0705,0.0208,0.0253,-0.003084783,-0.050520981,-0.021185623
-0.1,-0.12,-0.12,-0.254815203,-0.191355153,-0.089154112,0.4546,0.7109,0.9038,-0.26712,-0.25778,-0.00418,-0.0071,-0.0705,0.0208,-0.102536584,-0.003084783,-0.050520981
-0.07,-0.1,-0.12,-0.122817405,-0.254815203,-0.191355153,0.3313,0.4546,0.7109,-0.30125,-0.26712,-0.25778,-0.0071,-0.0071,-0.0705,0.035365836,-0.102536584,-0.003084783
0,-0.07,-0.1,0.057592553,-0.122817405,-0.254815203,0.3891,0.3313,0.4546,-0.43146,-0.30125,-0.26712,-0.0337,-0.0071,-0.0071,0.03602546,0.035365836,-0.102536584
0.04,0,-0.07,0.181925896,0.057592553,-0.122817405,0.5719,0.3891,0.3313,0.05385,-0.43146,-0.30125,-0.0519,-0.0337,-0.0071,-0.011714286,0.03602546,0.035365836
0.09,0.04,0,0.16581338,0.181925896,0.057592553,0.7388,0.5719,0.3891,-0.00383,0.05385,-0.43146,0.081,-0.0519,-0.0337,0.002138603,-0.011714286,0.03602546
0.12,0.09,0.04,0.123213201,0.16581338,0.181925896,0.863,0.7388,0.5719,0.00591,-0.00383,0.05385,0.0296,0.081,-0.0519,-0.012555912,0.002138603,-0.011714286
0.13,0.12,0.09,0.103750331,0.123213201,0.16581338,0.9677,0.863,0.7388,0.07787,0.00591,-0.00383,-0.0097,0.0296,0.081,0.024680172,-0.012555912,0.002138603
0.1,0.13,0.12,0.02713371,0.103750331,0.123213201,0.9951,0.9677,0.863,0.04264,0.07787,0.00591,0.0683,-0.0097,0.0296,-0.008381374,0.024680172,-0.012555912
0.01,0.1,0.13,-0.012476631,0.02713371,0.103750331,0.9825,0.9951,0.9677,-0.01949,0.04264,0.07787,-0.0414,0.0683,-0.0097,-0.007676685,-0.008381374,0.024680172
-0.05,0.01,0.1,-0.112161508,-0.012476631,0.02713371,0.8693,0.9825,0.9951,0.02388,-0.01949,0.04264,0.0514,-0.0414,0.0683,-0.077706707,-0.007676685,-0.008381374
-0.09,-0.05,0.01,-0.150803703,-0.112161508,-0.012476631,0.7173,0.8693,0.9825,-0.11704,0.02388,-0.01949,0.024,0.0514,-0.0414,-0.111067877,-0.077706707,-0.007676685
-0.12,-0.09,-0.05,-0.146755727,-0.150803703,-0.112161508,0.5696,0.7173,0.8693,-0.074,-0.11704,0.02388,0.0029,0.024,0.0514,0.005615723,-0.111067877,-0.077706707
-0.15,-0.12,-0.09,-0.144083641,-0.146755727,-0.150803703,0.4248,0.5696,0.7173,0.00218,-0.074,-0.11704,-0.0503,0.0029,0.024,-0.071606698,0.005615723,-0.111067877
-0.2,-0.15,-0.12,-0.158053957,-0.144083641,-0.146755727,0.2662,0.4248,0.5696,-0.02471,0.00218,-0.074,0.0233,-0.0503,0.0029,0.003085795,-0.071606698,0.005615723
-0.25,-0.2,-0.15,-0.113562326,-0.158053957,-0.144083641,0.1524,0.2662,0.4248,0.00741,-0.02471,0.00218,0.0195,0.0233,-0.0503,0.033550699,0.003085795,-0.071606698
-0.29,-0.25,-0.2,-0.143084412,-0.113562326,-0.158053957,0.0092,0.1524,0.2662,0.04635,0.00741,-0.02471,-0.0684,0.0195,0.0233,-0.037473662,0.033550699,0.003085795
-0.28,-0.29,-0.25,-0.199580687,-0.143084412,-0.113562326,-0.1902,0.0092,0.1524,-0.03514,0.04635,0.00741,0.0174,-0.0684,0.0195,-0.039223903,-0.037473662,0.033550699
-0.19,-0.28,-0.29,-0.171091416,-0.199580687,-0.143084412,-0.36082,-0.1902,0.0092,-0.22838,-0.03514,0.04635,-0.0403,0.0174,-0.0684,-0.039430644,-0.039223903,-0.037473662
-0.07,-0.19,-0.28,-0.009564968,-0.171091416,-0.199580687,-0.37035,-0.36082,-0.1902,-0.09922,-0.22838,-0.03514,-0.0262,-0.0403,0.0174,-0.001646567,-0.039430644,-0.039223903
0.05,-0.07,-0.19,0.24196423,-0.009564968,-0.171091416,-0.12899,-0.37035,-0.36082,-0.00905,-0.09922,-0.22838,-0.0018,-0.0262,-0.0403,0.062513925,-0.001646567,-0.039430644
0.12,0.05,-0.07,0.270073811,0.24196423,-0.009564968,0.1411,-0.12899,-0.37035,-0.01346,-0.00905,-0.09922,0.0155,-0.0018,-0.0262,0.031319424,0.062513925,-0.001646567
0.16,0.12,0.05,0.16463192,0.270073811,0.24196423,0.3061,0.1411,-0.12899,0.00714,-0.01346,-0.00905,0.0276,0.0155,-0.0018,0.033438736,0.031319424,0.062513925
0.16,0.16,0.12,0.067869146,0.16463192,0.270073811,0.3742,0.3061,0.1411,-0.14944,0.00714,-0.01346,-0.0294,0.0276,0.0155,-0.009852751,0.033438736,0.031319424
0.17,0.16,0.16,-0.007073781,0.067869146,0.16463192,0.3671,0.3742,0.3061,0.03227,-0.14944,0.00714,0.0361,-0.0294,0.0276,0.025199278,-0.009852751,0.033438736
0.16,0.17,0.16,0.006675271,-0.007073781,0.067869146,0.3738,0.3671,0.3742,0.17421,0.03227,-0.14944,-0.0367,0.0361,-0.0294,0.012690339,0.025199278,-0.009852751
0.16,0.16,0.17,0.069715008,0.006675271,-0.007073781,0.4438,0.3738,0.3671,0.10668,0.17421,0.03227,0.0004,-0.0367,0.0361,0.013098142,0.012690339,0.025199278
0.16,0.16,0.16,0.128844778,0.069715008,0.006675271,0.5733,0.4438,0.3738,0.17705,0.10668,0.17421,0.0892,0.0004,-0.0367,0.013749146,0.013098142,0.012690339
0.15,0.16,0.16,0.136324951,0.128844778,0.069715008,0.7105,0.5733,0.4438,0.03821,0.17705,0.10668,0.0183,0.0892,0.0004,0.010911817,0.013749146,0.013098142
0.12,0.15,0.16,0.140403124,0.136324951,0.128844778,0.852,0.7105,0.5733,0.03667,0.03821,0.17705,0.0806,0.0183,0.0892,0.016868848,0.010911817,0.013749146
0.06,0.12,0.15,-0.012692671,0.140403124,0.136324951,0.8392,0.852,0.7105,0.11123,0.03667,0.03821,-0.067,0.0806,0.0183,-0.006246765,0.016868848,0.010911817
0.01,0.06,0.12,-0.043246504,-0.012692671,0.140403124,0.7956,0.8392,0.852,0.13019,0.11123,0.03667,0.044,-0.067,0.0806,0.000807888,-0.006246765,0.016868848
-0.04,0.01,0.06,-0.039295149,-0.043246504,-0.012692671,0.756,0.7956,0.8392,0.09799,0.13019,0.11123,-0.0418,0.044,-0.067,0.014945955,0.000807888,-0.006246765
-0.06,-0.04,0.01,-0.021837312,-0.039295149,-0.043246504,0.734,0.756,0.7956,0.134,0.09799,0.13019,0.0989,-0.0418,0.044,-0.013163659,0.014945955,0.000807888
-0.05,-0.06,-0.04,0.042181425,-0.021837312,-0.039295149,0.7765,0.734,0.756,0.26102,0.134,0.09799,-0.0328,0.0989,-0.0418,0.005514365,-0.013163659,0.014945955
-0.04,-0.05,-0.06,0.054858854,0.042181425,-0.021837312,0.8318,0.7765,0.734,0.06728,0.26102,0.134,-0.0362,-0.0328,0.0989,-0.025819898,0.005514365,-0.013163659
0.02,-0.04,-0.05,0.00109092,0.054858854,0.042181425,0.8329,0.8318,0.7765,0.10582,0.06728,0.26102,0.0629,-0.0362,-0.0328,0.005691302,-0.025819898,0.005514365
0.06,0.02,-0.04,-0.024201379,0.00109092,0.054858854,0.8085,0.8329,0.8318,-0.01594,0.10582,0.06728,-0.0601,0.0629,-0.0362,0.039480337,0.005691302,-0.025819898
0.08,0.06,0.02,0.003372675,-0.024201379,0.00109092,0.8119,0.8085,0.8329,-0.04619,-0.01594,0.10582,0.0308,-0.0601,0.0629,0.018512303,0.039480337,0.005691302
0.09,0.08,0.06,0.053154197,0.003372675,-0.024201379,0.8655,0.8119,0.8085,-0.01712,-0.04619,-0.01594,-0.0409,0.0308,-0.0601,0.021308131,0.018512303,0.039480337
0.06,0.09,0.08,0.092357613,0.053154197,0.003372675,0.9587,0.8655,0.8119,-0.01256,-0.01712,-0.04619,-0.0082,-0.0409,0.0308,0.001414416,0.021308131,0.018512303
0.01,0.06,0.09,0.073567383,0.092357613,0.053154197,1.033,0.9587,0.8655,0.00213,-0.01256,-0.01712,0.0338,-0.0082,-0.0409,0.015797008,0.001414416,0.021308131
-0.01,0.01,0.06,-0.019698475,0.073567383,0.092357613,1.0131,1.033,0.9587,0.01753,0.00213,-0.01256,-0.0038,0.0338,-0.0082,0.03586685,0.015797008,0.001414416
-0.05,-0.01,0.01,-0.130563323,-0.019698475,0.073567383,0.8813,1.0131,1.033,0.09667,0.01753,0.00213,-0.0558,-0.0038,0.0338,-0.008117569,0.03586685,0.015797008
-0.07,-0.05,-0.01,-0.143042524,-0.130563323,-0.019698475,0.7371,0.8813,1.0131,-0.044,0.09667,0.01753,-0.0485,-0.0558,-0.0038,-0.014238381,-0.008117569,0.03586685
-0.07,-0.07,-0.05,-0.056201644,-0.143042524,-0.130563323,0.6805,0.7371,0.8813,-0.04961,-0.044,0.09667,-0.0242,-0.0485,-0.0558,0.00775591,-0.014238381,-0.008117569
-0.04,-0.07,-0.07,0.038232469,-0.056201644,-0.143042524,0.719,0.6805,0.7371,-0.05231,-0.04961,-0.044,-0.02,-0.0242,-0.0485,0.025287711,0.00775591,-0.014238381
-0.03,-0.04,-0.07,-0.036444651,0.038232469,-0.056201644,0.6823,0.719,0.6805,-0.1835,-0.05231,-0.04961,0.0703,-0.02,-0.0242,0.035196009,0.025287711,0.00775591
0.01,-0.03,-0.04,-0.200135976,-0.036444651,0.038232469,0.481,0.6823,0.719,-0.06329,-0.1835,-0.05231,-0.0669,0.0703,-0.02,0.015181526,0.035196009,0.025287711
0.02,0.01,-0.03,-0.242528714,-0.200135976,-0.036444651,0.2376,0.481,0.6823,0.00221,-0.06329,-0.1835,0.0598,-0.0669,0.0703,0.016043724,0.015181526,0.035196009
0.06,0.02,0.01,-0.020054366,-0.242528714,-0.200135976,0.2175,0.2376,0.481,-0.00985,0.00221,-0.06329,0.0214,0.0598,-0.0669,-0.018475602,0.016043724,0.015181526
0.11,0.06,0.02,0.22246795,-0.020054366,-0.242528714,0.4407,0.2175,0.2376,0.03146,-0.00985,0.00221,-0.0412,0.0214,0.0598,0.031222819,-0.018475602,0.016043724
0.14,0.11,0.06,0.313921127,0.22246795,-0.020054366,0.7565,0.4407,0.2175,0.01885,0.03146,-0.00985,-0.0048,-0.0412,0.0214,0.017119158,0.031222819,-0.018475602
0.14,0.14,0.11,0.217515963,0.313921127,0.22246795,0.9759,0.7565,0.4407,-0.03364,0.01885,0.03146,-0.0129,-0.0048,-0.0412,0.027977464,0.017119158,0.031222819
0.16,0.14,0.14,0.04564404,0.217515963,0.313921127,1.022,0.9759,0.7565,-0.02169,-0.03364,0.01885,0.0562,-0.0129,-0.0048,0.017483918,0.027977464,0.017119158
0.15,0.16,0.14,-0.037919723,0.04564404,0.217515963,0.9837,1.022,0.9759,0.00542,-0.02169,-0.03364,0.001,0.0562,-0.0129,0.022744285,0.017483918,0.027977464
0.14,0.15,0.16,-0.101850457,-0.037919723,0.04564404,0.8809,0.9837,1.022,0.04219,0.00542,-0.02169,0.0646,0.001,0.0562,0.019044253,0.022744285,0.017483918
0.12,0.14,0.15,-0.167565464,-0.101850457,-0.037919723,0.712,0.8809,0.9837,0.0719,0.04219,0.00542,-0.034,0.0646,0.001,-0.033146565,0.019044253,0.022744285
0.11,0.12,0.14,-0.092087029,-0.167565464,-0.101850457,0.6193,0.712,0.8809,0.03348,0.0719,0.04219,0.0028,-0.034,0.0646,-0.031317846,-0.033146565,0.019044253
0.12,0.11,0.12,-0.025942722,-0.092087029,-0.167565464,0.5932,0.6193,0.712,-0.00176,0.03348,0.0719,0.0537,0.0028,-0.034,0.029219972,-0.031317846,-0.033146565
0.16,0.12,0.11,0.026539028,-0.025942722,-0.092087029,0.6199,0.5932,0.6193,0.21103,-0.00176,0.03348,-0.0502,0.0537,0.0028,0.007559455,0.029219972,-0.031317846
0.23,0.16,0.12,0.140529457,0.026539028,-0.025942722,0.7614,0.6199,0.5932,0.08076,0.21103,-0.00176,0.0399,-0.0502,0.0537,0.003118567,0.007559455,0.029219972
0.26,0.23,0.16,0.199975776,0.140529457,0.026539028,0.9631,0.7614,0.6199,0.10675,0.08076,0.21103,-0.0581,0.0399,-0.0502,0.03481456,0.003118567,0.007559455
0.26,0.26,0.23,0.110771198,0.199975776,0.140529457,1.075,0.9631,0.7614,0.09368,0.10675,0.08076,0.0785,-0.0581,0.0399,0.010879502,0.03481456,0.003118567
0.25,0.26,0.26,0.052620336,0.110771198,0.199975776,1.1282,1.075,0.9631,0.06623,0.09368,0.10675,-0.0147,0.0785,-0.0581,0.000903078,0.010879502,0.03481456
0.24,0.25,0.26,0.008305944,0.052620336,0.110771198,1.1366,1.1282,1.075,0.19456,0.06623,0.09368,-0.033,-0.0147,0.0785,0.010321867,0.000903078,0.010879502
0.21,0.24,0.25,-0.060728406,0.008305944,0.052620336,1.0752,1.1366,1.1282,0.07947,0.19456,0.06623,0.0962,-0.033,-0.0147,0.020145863,0.010321867,0.000903078
0.17,0.21,0.24,-0.076506971,-0.060728406,0.008305944,0.9979,1.0752,1.1366,-0.01624,0.07947,0.19456,-0.0155,0.0962,-0.033,-0.024672019,0.020145863,0.010321867
0.11,0.17,0.21,-0.021884037,-0.076506971,-0.060728406,0.9758,0.9979,1.0752,0.09953,-0.01624,0.07947,-0.0322,-0.0155,0.0962,0.036274638,-0.024672019,0.020145863
0.04,0.11,0.17,0.018418559,-0.021884037,-0.076506971,0.9944,0.9758,0.9979,0.11843,0.09953,-0.01624,0.0229,-0.0322,-0.0155,0.021838588,0.036274638,-0.024672019
-0.06,0.04,0.11,-0.024756912,0.018418559,-0.021884037,0.9694,0.9944,0.9758,0.11276,0.11843,0.09953,0.0689,0.0229,-0.0322,0.004063599,0.021838588,0.036274638
-0.15,-0.06,0.04,-0.043289808,-0.024756912,0.018418559,0.9257,0.9694,0.9944,0.14378,0.11276,0.11843,-0.1029,0.0689,0.0229,-0.005468869,0.004063599,0.021838588
-0.19,-0.15,-0.06,-0.150123975,-0.043289808,-0.024756912,0.7743,0.9257,0.9694,0.3955,0.14378,0.11276,0.0331,-0.1029,0.0689,-0.058335322,-0.005468869,0.004063599
-0.2,-0.19,-0.15,-0.193888021,-0.150123975,-0.043289808,0.5791,0.7743,0.9257,0.22748,0.3955,0.14378,0.0199,0.0331,-0.1029,0.026869618,-0.058335322,-0.005468869
-0.24,-0.2,-0.19,-0.235714174,-0.193888021,-0.150123975,0.3423,0.5791,0.7743,-0.3768,0.22748,0.3955,-0.0509,0.0199,0.0331,0.040056283,0.026869618,-0.058335322
-0.28,-0.24,-0.2,-0.271839906,-0.235714174,-0.193888021,0.0699,0.3423,0.5791,0.13844,-0.3768,0.22748,0.0282,-0.0509,0.0199,-0.041544208,0.040056283,0.026869618
-0.34,-0.28,-0.24,-0.209823463,-0.271839906,-0.235714174,-0.13985,0.0699,0.3423,-0.04915,0.13844,-0.3768,-0.048,0.0282,-0.0509,0.017485821,-0.041544208,0.040056283
-0.39,-0.34,-0.28,-0.217460061,-0.209823463,-0.271839906,-0.35677,-0.13985,0.0699,-0.69978,-0.04915,0.13844,0.0404,-0.048,0.0282,-0.059980778,0.017485821,-0.041544208
-0.47,-0.39,-0.34,-0.309279488,-0.217460061,-0.209823463,-0.66447,-0.35677,-0.13985,-0.01763,-0.69978,-0.04915,-0.0304,0.0404,-0.048,-0.023070593,-0.059980778,0.017485821
-0.55,-0.47,-0.39,-0.372402459,-0.309279488,-0.217460061,-1.03371,-0.66447,-0.35677,0.25727,-0.01763,-0.69978,0.0312,-0.0304,0.0404,-0.04248804,-0.023070593,-0.059980778
-0.67,-0.55,-0.47,-0.459980232,-0.372402459,-0.309279488,-1.48789,-1.03371,-0.66447,0.01952,0.25727,-0.01763,-0.1089,0.0312,-0.0304,0.05911622,-0.04248804,-0.023070593
-0.79,-0.67,-0.55,-0.454182257,-0.459980232,-0.372402459,-1.9343,-1.48789,-1.03371,-0.09242,0.01952,0.25727,-0.0171,-0.1089,0.0312,0.031764049,0.05911622,-0.04248804
