CLI,CLI_t-1,CLI_t-2,y1,y1_t-1,y1_t-2,y2,y2_t-1,y2_t-2,y3,y3_t-1,y3_t-2,y4,y4_t-1,y4_t-2,y5,y5_t-1,y5_t-2
-0.89,-0.79,-0.67,-0.357327097,-0.454182257,-0.459980232,-2.28409,-1.9343,-1.48789,0.10305,-0.09242,0.01952,0.0718,-0.0171,-0.1089,-0.06560057,0.031764049,0.05911622
-0.92,-0.89,-0.79,-0.111722811,-0.357327097,-0.454182257,-2.3932,-2.28409,-1.9343,-0.09724,0.10305,-0.09242,-0.0563,0.0718,-0.0171,-0.069754516,-0.06560057,0.031764049
-0.89,-0.92,-0.89,0.083760303,-0.111722811,-0.357327097,-2.31141,-2.3932,-2.28409,-0.06601,-0.09724,0.10305,-0.0702,-0.0563,0.0718,0.017186398,-0.069754516,-0.06560057
-0.8,-0.89,-0.92,0.012610708,0.083760303,-0.111722811,-2.29909,-2.31141,-2.3932,0.14441,-0.06601,-0.09724,-0.0533,-0.0702,-0.0563,-0.043145203,0.017186398,-0.069754516
-0.69,-0.8,-0.89,-0.271050261,0.012610708,0.083760303,-2.56355,-2.29909,-2.31141,0.22244,0.14441,-0.06601,-0.0672,-0.0533,-0.0702,-0.181516877,-0.043145203,0.017186398
-0.5,-0.69,-0.8,-0.250198687,-0.271050261,0.012610708,-2.80703,-2.56355,-2.29909,-1.6862,0.22244,0.14441,-0.052,-0.0672,-0.0533,-0.013568139,-0.181516877,-0.043145203
-0.28,-0.5,-0.69,-0.139551859,-0.250198687,-0.271050261,-2.94257,-2.80703,-2.56355,-1.27437,-1.6862,0.22244,0.0154,-0.052,-0.0672,0.00995975,-0.013568139,-0.181516877
-0.06,-0.28,-0.5,-0.064559944,-0.139551859,-0.250198687,-3.00521,-2.94257,-2.80703,-0.82971,-1.27437,-1.6862,-0.0697,0.0154,-0.052,0.005332851,0.00995975,-0.013568139
0.19,-0.06,-0.28,0.010247448,-0.064559944,-0.139551859,-2.99527,-3.00521,-2.94257,-0.25238,-0.82971,-1.27437,-0.0569,-0.0697,0.0154,-0.050037604,0.005332851,0.00995975
0.45,0.19,-0.06,0.234167789,0.010247448,-0.064559944,-2.76785,-2.99527,-3.00521,-0.25899,-0.25238,-0.82971,-0.0353,-0.0569,-0.0697,-0.077056282,-0.050037604,0.005332851
0.7,0.45,0.19,0.469123021,0.234167789,0.010247448,-2.31064,-2.76785,-2.99527,-0.29726,-0.25899,-0.25238,0.0841,-0.0353,-0.0569,0.074572706,-0.077056282,-0.050037604
0.88,0.7,0.45,0.465383813,0.469123021,0.234167789,-1.85495,-2.31064,-2.76785,-0.17618,-0.29726,-0.25899,0.0331,0.0841,-0.0353,0.085286023,0.074572706,-0.077056282
1,0.88,0.7,0.346903657,0.465383813,0.469123021,-1.51389,-1.85495,-2.31064,-0.11678,-0.17618,-0.29726,0.0448,0.0331,0.0841,-0.008211663,0.085286023,0.074572706
1.06,1,0.88,0.22546275,0.346903657,0.465383813,-1.29159,-1.51389,-1.85495,-0.24004,-0.11678,-0.17618,0.0103,0.0448,0.0331,0.005807917,-0.008211663,0.085286023
1.01,1.06,1,0.210065242,0.22546275,0.346903657,-1.08402,-1.29159,-1.51389,-0.22744,-0.24004,-0.11678,0.0532,0.0103,0.0448,0.088794117,0.005807917,-0.008211663
0.9,1.01,1.06,0.222073228,0.210065242,0.22546275,-0.86411,-1.08402,-1.29159,-0.16809,-0.22744,-0.24004,0.0401,0.0532,0.0103,0.056727665,0.088794117,0.005807917
0.72,0.9,1.01,0.099329394,0.222073228,0.210065242,-0.76559,-0.86411,-1.08402,-0.03473,-0.16809,-0.22744,0.0565,0.0401,0.0532,0.02544352,0.056727665,0.088794117
0.5,0.72,0.9,0.028141519,0.099329394,0.222073228,-0.73766,-0.76559,-0.86411,0.03849,-0.03473,-0.16809,-0.029,0.0565,0.0401,0.015713479,0.02544352,0.056727665
0.3,0.5,0.72,0.059863802,0.028141519,0.099329394,-0.67822,-0.73766,-0.76559,-0.00395,0.03849,-0.03473,-0.0179,-0.029,0.0565,0.014367748,0.015713479,0.02544352
0.14,0.3,0.5,0.067807043,0.059863802,0.028141519,-0.61085,-0.67822,-0.73766,0.00724,-0.00395,0.03849,0.0502,-0.0179,-0.029,0.017697766,0.014367748,0.015713479
0.03,0.14,0.3,0.016237879,0.067807043,0.059863802,-0.59471,-0.61085,-0.67822,0.02045,0.00724,-0.00395,-0.0035,0.0502,-0.0179,-0.03322237,0.017697766,0.014367748
-0.07,0.03,0.14,-0.002273547,0.016237879,0.067807043,-0.59697,-0.59471,-0.61085,0.01239,0.02045,0.00724,0.0116,-0.0035,0.0502,0.074370514,-0.03322237,0.017697766
-0.13,-0.07,0.03,-0.022667874,-0.002273547,0.016237879,-0.6195,-0.59697,-0.59471,0.01043,0.01239,0.02045,0.0339,0.0116,-0.0035,0.018130153,0.074370514,-0.03322237
-0.19,-0.13,-0.07,-0.051663315,-0.022667874,-0.002273547,-0.67083,-0.6195,-0.59697,0.04121,0.01043,0.01239,0.0567,0.0339,0.0116,-0.084914581,0.018130153,0.074370514
-0.21,-0.19,-0.13,-0.04667392,-0.051663315,-0.022667874,-0.71718,-0.67083,-0.6195,0.03126,0.04121,0.01043,-0.0255,0.0567,0.0339,-0.018623433,-0.084914581,0.018130153
-0.19,-0.21,-0.19,-0.046907331,-0.04667392,-0.051663315,-0.76374,-0.71718,-0.67083,0.00764,0.03126,0.04121,0.0401,-0.0255,0.0567,0.003687198,-0.018623433,-0.084914581
-0.14,-0.19,-0.21,0.019013419,-0.046907331,-0.04667392,-0.74487,-0.76374,-0.71718,-0.00307,0.00764,0.03126,0.01,0.0401,-0.0255,0.022799785,0.003687198,-0.018623433
-0.09,-0.14,-0.19,0.026312558,0.019013419,-0.046907331,-0.71875,-0.74487,-0.76374,-0.00437,-0.00307,0.00764,-0.0031,0.01,0.0401,0.045223564,0.022799785,0.003687198
-0.03,-0.09,-0.14,0.042879065,0.026312558,0.019013419,-0.67617,-0.71875,-0.74487,0.00981,-0.00437,-0.00307,0.0069,-0.0031,0.01,0.031293268,0.045223564,0.022799785
0,-0.03,-0.09,0.078973011,0.042879065,0.026312558,-0.5977,-0.67617,-0.71875,0.00061,0.00981,-0.00437,-0.0127,0.0069,-0.0031,0.008295946,0.031293268,0.045223564
0,0,-0.03,0.032780588,0.078973011,0.042879065,-0.56511,-0.5977,-0.67617,0.01061,0.00061,0.00981,0.0521,-0.0127,0.0069,0.02550248,0.008295946,0.031293268
0,0,0,-0.040939686,0.032780588,0.078973011,-0.60581,-0.56511,-0.5977,0.01904,0.01061,0.00061,-0.0265,0.0521,-0.0127,0.014893087,0.02550248,0.008295946
-0.02,0,0,-0.108868417,-0.040939686,0.032780588,-0.71396,-0.60581,-0.56511,0.03096,0.01904,0.01061,0.0131,-0.0265,0.0521,0.008845254,0.014893087,0.02550248
-0.09,-0.02,0,-0.22639058,-0.108868417,-0.040939686,-0.93848,-0.71396,-0.60581,0.00951,0.03096,0.01904,0.0683,0.0131,-0.0265,-0.027246491,0.008845254,0.014893087
-0.14,-0.09,-0.02,-0.130428266,-0.22639058,-0.108868417,-1.0676,-0.93848,-0.71396,0.01183,0.00951,0.03096,-0.0628,0.0683,0.0131,0.026445663,-0.027246491,0.008845254
-0.22,-0.14,-0.09,-0.00782383,-0.130428266,-0.22639058,-1.07534,-1.0676,-0.93848,0.00248,0.01183,0.00951,0.0071,-0.0628,0.0683,-0.01127953,0.026445663,-0.027246491
-0.32,-0.22,-0.14,-0.083209017,-0.00782383,-0.130428266,-1.15762,-1.07534,-1.0676,0.00168,0.00248,0.01183,0.0075,0.0071,-0.0628,-0.025540102,-0.01127953,0.026445663
-0.37,-0.32,-0.22,-0.235236407,-0.083209017,-0.00782383,-1.38986,-1.15762,-1.07534,0.00378,0.00168,0.00248,-0.0701,0.0075,0.0071,0.020308411,-0.025540102,-0.01127953
-0.4,-0.37,-0.32,-0.279885899,-0.235236407,-0.083209017,-1.66547,-1.38986,-1.15762,0.02892,0.00378,0.00168,0.0367,-0.0701,0.0075,-0.109079567,0.020308411,-0.025540102
-0.37,-0.4,-0.37,-0.111314815,-0.279885899,-0.235236407,-1.77487,-1.66547,-1.38986,0.06028,0.02892,0.00378,-0.0597,0.0367,-0.0701,-0.006964701,-0.109079567,0.020308411
-0.31,-0.37,-0.4,0.014516616,-0.111314815,-0.279885899,-1.76061,-1.77487,-1.66547,0.05181,0.06028,0.02892,-0.0593,-0.0597,0.0367,0.034449695,-0.006964701,-0.109079567
-0.22,-0.31,-0.37,0.133492714,0.014516616,-0.111314815,-1.62938,-1.76061,-1.77487,0.04191,0.05181,0.06028,0.0069,-0.0593,-0.0597,-0.001127863,0.034449695,-0.006964701
-0.13,-0.22,-0.31,0.186588895,0.133492714,0.014516616,-1.44566,-1.62938,-1.76061,0.04966,0.04191,0.05181,-0.0213,0.0069,-0.0593,0.014906064,-0.001127863,0.034449695
-0.04,-0.13,-0.22,0.207244255,0.186588895,0.133492714,-1.2412,-1.44566,-1.62938,0.02561,0.04966,0.04191,0.1035,-0.0213,0.0069,0.037541131,0.014906064,-0.001127863
0.01,-0.04,-0.13,0.147543766,0.207244255,0.186588895,-1.09538,-1.2412,-1.44566,-0.0146,0.02561,0.04966,0.0131,0.1035,-0.0213,0.035938421,0.037541131,0.014906064
0.03,0.01,-0.04,0.067163382,0.147543766,0.207244255,-1.02893,-1.09538,-1.2412,-0.03492,-0.0146,0.02561,0.0053,0.0131,0.1035,-0.003044082,0.035938421,0.037541131
0.05,0.03,0.01,-0.00060624,0.067163382,0.147543766,-1.02953,-1.02893,-1.09538,-0.01965,-0.03492,-0.0146,0.027,0.0053,0.0131,-0.025531832,-0.003044082,0.035938421
0.07,0.05,0.03,-0.034561734,-0.00060624,0.067163382,-1.06373,-1.02953,-1.02893,-0.01292,-0.01965,-0.03492,-0.1293,0.027,0.0053,-0.044631077,-0.025531832,-0.003044082
0.12,0.07,0.05,-0.093892358,-0.034561734,-0.00060624,-1.15658,-1.06373,-1.02953,-0.05522,-0.01292,-0.01965,0.0438,-0.1293,0.027,-0.001899517,-0.044631077,-0.025531832
0.18,0.12,0.07,-0.052359122,-0.093892358,-0.034561734,-1.20832,-1.15658,-1.06373,-0.13243,-0.05522,-0.01292,0.0564,0.0438,-0.1293,0.032420772,-0.001899517,-0.044631077
0.21,0.18,0.12,-0.000668075,-0.052359122,-0.093892358,-1.20898,-1.20832,-1.15658,-0.11254,-0.13243,-0.05522,-0.0866,0.0564,0.0438,0.028315572,0.032420772,-0.001899517
0.23,0.21,0.18,0.042636486,-0.000668075,-0.052359122,-1.16685,-1.20898,-1.20832,-0.05678,-0.11254,-0.13243,0.0471,-0.0866,0.0564,0.001616592,0.028315572,0.032420772
0.21,0.23,0.21,0.059901222,0.042636486,-0.000668075,-1.10763,-1.16685,-1.20898,-0.10406,-0.05678,-0.11254,0.0477,0.0471,-0.0866,0.00454228,0.001616592,0.028315572
0.18,0.21,0.23,0.009039723,0.059901222,0.042636486,-1.09869,-1.10763,-1.16685,-0.01945,-0.10406,-0.05678,-0.0802,0.0477,0.0471,-0.007594547,0.00454228,0.001616592
0.18,0.18,0.21,-0.048625939,0.009039723,0.059901222,-1.14677,-1.09869,-1.10763,-0.00604,-0.01945,-0.10406,0.0488,-0.0802,0.0477,0.02387722,-0.007594547,0.00454228
0.19,0.18,0.18,0.067825055,-0.048625939,0.009039723,-1.0797,-1.14677,-1.09869,-0.0062,-0.00604,-0.01945,-0.0332,0.0488,-0.0802,0.037916229,0.02387722,-0.007594547
0.22,0.19,0.18,0.117671992,0.067825055,-0.048625939,-0.96323,-1.0797,-1.14677,-0.0024,-0.0062,-0.00604,-0.0068,-0.0332,0.0488,0.026983635,0.037916229,0.02387722
0.26,0.22,0.19,0.109908835,0.117671992,0.067825055,-0.85432,-0.96323,-1.0797,-0.003,-0.0024,-0.0062,0.0455,-0.0068,-0.0332,0.01869743,0.026983635,0.037916229
0.27,0.26,0.22,0.106826045,0.109908835,0.117671992,-0.74835,-0.85432,-0.96323,-0.00131,-0.003,-0.0024,-0.0098,0.0455,-0.0068,-0.011056111,0.01869743,0.026983635
0.27,0.27,0.26,1.46E-01,0.106826045,0.109908835,-0.60368,-0.74835,-0.85432,6E-05,-0.00131,-0.003,-0.0125,-0.0098,0.0455,0.04382488,-0.011056111,0.01869743
0.27,0.27,0.27,0.129498377,0.145654673,0.106826045,-0.47488,-0.60368,-0.74835,0.00231,6E-05,-0.00131,-0.0464,-0.0125,-0.0098,-0.051602187,0.04382488,-0.011056111
0.27,0.27,0.27,0.105425316,0.129498377,0.145654673,-0.3699,-0.47488,-0.60368,0.0015,0.00231,6E-05,0.0762,-0.0464,-0.0125,0.034673,-0.051602187,0.04382488
0.23,0.27,0.27,0.014342026,0.105425316,0.129498377,-0.35561,-0.3699,-0.47488,0.00318,0.0015,0.00231,0.0568,0.0762,-0.0464,0.000351299,0.034673,-0.051602187
0.18,0.23,0.27,-0.051867848,0.014342026,0.105425316,-0.40728,-0.35561,-0.3699,0.00426,0.00318,0.0015,0.1006,0.0568,0.0762,0.004941638,0.000351299,0.034673
0.12,0.18,0.23,-0.072330634,-0.051867848,0.014342026,-0.47929,-0.40728,-0.35561,-0.00025,0.00426,0.00318,-0.0955,0.1006,0.0568,0.002988226,0.004941638,0.000351299
0.1,0.12,0.18,0.026855125,-0.072330634,-0.051867848,-0.45256,-0.47929,-0.40728,0.00681,-0.00025,0.00426,0.086,-0.0955,0.1006,0.018621524,0.002988226,0.004941638
0.1,0.1,0.12,0.085370065,0.026855125,-0.072330634,-0.36754,-0.45256,-0.47929,0.0013,0.00681,-0.00025,-0.0344,0.086,-0.0955,-0.016481068,0.018621524,0.002988226
0.1,0.1,0.1,0.055147536,0.085370065,0.026855125,-0.31258,-0.36754,-0.45256,-0.00381,0.0013,0.00681,-0.0264,-0.0344,0.086,0.020103726,-0.016481068,0.018621524
0.08,0.1,0.1,0.048078761,0.055147536,0.085370065,-0.26464,-0.31258,-0.36754,0.0006,-0.00381,0.0013,-1E-04,-0.0264,-0.0344,-0.003472983,0.020103726,-0.016481068
0.06,0.08,0.1,8.84E-02,0.048078761,0.055147536,-0.17642,-0.26464,-0.31258,4E-05,0.0006,-0.00381,-0.0341,-1E-04,-0.0264,-0.009164486,-0.003472983,0.020103726
0.03,0.06,0.08,0.108812849,0.088414987,0.048078761,-0.06774,-0.17642,-0.26464,0.00508,4E-05,0.0006,0.07,-0.0341,-1E-04,0.00268995,-0.009164486,-0.003472983
-0.03,0.03,0.06,0.051641654,0.108812849,0.088414987,-0.01612,-0.06774,-0.17642,0.00079,0.00508,4E-05,-0.0225,0.07,-0.0341,0.027647526,0.00268995,-0.009164486
-0.09,-0.03,0.03,0.011531194,0.051641654,0.108812849,-0.00459,-0.01612,-0.06774,0.0165,0.00079,0.00508,0.0366,-0.0225,0.07,-0.004253134,0.027647526,0.00268995
-0.13,-0.09,-0.03,-0.02413402,0.011531194,0.051641654,-0.02872,-0.00459,-0.01612,0.01247,0.0165,0.00079,-0.0472,0.0366,-0.0225,-0.004745244,-0.004253134,0.027647526
-0.15,-0.13,-0.09,-0.019937713,-0.02413402,0.011531194,-0.04865,-0.02872,-0.00459,0.00478,0.01247,0.0165,0.0235,-0.0472,0.0366,-0.008388566,-0.004745244,-0.004253134
-0.17,-0.15,-0.13,0.010474548,-0.019937713,-0.02413402,-0.03818,-0.04865,-0.02872,0.00172,0.00478,0.01247,-0.0324,0.0235,-0.0472,0.009312946,-0.008388566,-0.004745244
-0.15,-0.17,-0.15,0.05288621,0.010474548,-0.019937713,0.0147,-0.03818,-0.04865,-0.00455,0.00172,0.00478,-0.0187,-0.0324,0.0235,-0.054462059,0.009312946,-0.008388566
-0.13,-0.15,-0.17,0.106427692,0.05288621,0.010474548,0.1212,0.0147,-0.03818,-0.00208,-0.00455,0.00172,0.0188,-0.0187,-0.0324,0.036747378,-0.054462059,0.009312946
-0.1,-0.13,-0.15,0.184406161,0.106427692,0.05288621,0.306,0.1212,0.0147,0.0019,-0.00208,-0.00455,0.0057,0.0188,-0.0187,-0.014396117,0.036747378,-0.054462059
-0.06,-0.1,-0.13,0.203071639,0.184406161,0.106427692,0.5099,0.306,0.1212,0.00442,0.0019,-0.00208,-0.003,0.0057,0.0188,0.00983085,-0.014396117,0.036747378
-0.01,-0.06,-0.1,0.134920517,0.203071639,0.184406161,0.6456,0.5099,0.306,0.00103,0.00442,0.0019,0.0332,-0.003,0.0057,0.040176995,0.00983085,-0.014396117
0,-0.01,-0.06,0.05979596,0.134920517,0.203071639,0.7058,0.6456,0.5099,0.00073,0.00103,0.00442,-0.0705,0.0332,-0.003,0.000869586,0.040176995,0.00983085
0,0,-0.01,-0.001588799,0.05979596,0.134920517,0.7042,0.7058,0.6456,0.00514,0.00073,0.00103,0.0199,-0.0705,0.0332,0.016210826,0.000869586,0.040176995
-0.04,0,0,-0.065559964,-0.001588799,0.05979596,0.6382,0.7042,0.7058,-0.00152,0.00514,0.00073,-0.0292,0.0199,-0.0705,-0.001692974,0.016210826,0.000869586
-0.07,-0.04,0,-0.050987676,-0.065559964,-0.001588799,0.5869,0.6382,0.7042,0.0039,-0.00152,0.00514,-0.0269,-0.0292,0.0199,-0.028793486,-0.001692974,0.016210826
-0.11,-0.07,-0.04,-0.106730868,-0.050987676,-0.065559964,0.4796,0.5869,0.6382,0.00896,0.0039,-0.00152,0.0361,-0.0269,-0.0292,-0.020133876,-0.028793486,-0.001692974
-0.16,-0.11,-0.07,-0.086423028,-0.106730868,-0.050987676,0.3928,0.4796,0.5869,0.00586,0.00896,0.0039,-0.0165,0.0361,-0.0269,-0.030173259,-0.020133876,-0.028793486
-0.17,-0.16,-0.11,-0.02659907,-0.086423028,-0.106730868,0.3661,0.3928,0.4796,-0.00094,0.00586,0.00896,-0.012,-0.0165,0.0361,-0.055648104,-0.030173259,-0.020133876
-0.17,-0.17,-0.16,0.105059966,-0.02659907,-0.086423028,0.4716,0.3661,0.3928,-0.0057,-0.00094,0.00586,-0.0187,-0.012,-0.0165,0.041639009,-0.055648104,-0.030173259
-0.17,-0.17,-0.17,0.133878549,0.105059966,-0.02659907,0.6062,0.4716,0.3661,-0.00635,-0.0057,-0.00094,-0.0216,-0.0187,-0.012,-0.005347962,0.041639009,-0.055648104
-0.15,-0.17,-0.17,0.04432144,0.133878549,0.105059966,0.6508,0.6062,0.4716,0.00906,-0.00635,-0.0057,-0.0043,-0.0216,-0.0187,-0.021652421,-0.005347962,0.041639009
-0.15,-0.15,-0.17,-0.067384309,0.04432144,0.133878549,0.583,0.6508,0.6062,0.00699,0.00906,-0.00635,0.0237,-0.0043,-0.0216,-0.037672242,-0.021652421,-0.005347962
-0.12,-0.15,-0.15,-0.10812839,-0.067384309,0.04432144,0.4743,0.583,0.6508,0.00097,0.00699,0.00906,-0.04,0.0237,-0.0043,-0.009456115,-0.037672242,-0.021652421
-0.08,-0.12,-0.15,-0.06312063,-0.10812839,-0.067384309,0.4109,0.4743,0.583,-0.00248,0.00097,0.00699,0.0465,-0.04,0.0237,0.046134292,-0.009456115,-0.037672242
-0.04,-0.08,-0.12,0.004581071,-0.06312063,-0.10812839,0.4155,0.4109,0.4743,0.00065,-0.00248,0.00097,0.0064,0.0465,-0.04,0.019307352,0.046134292,-0.009456115
-0.01,-0.04,-0.08,0.05177143,0.004581071,-0.06312063,0.4675,0.4155,0.4109,0.00039,0.00065,-0.00248,0.0174,0.0064,0.0465,-0.015736927,0.019307352,0.046134292
0.03,-0.01,-0.04,-0.011148505,0.05177143,0.004581071,0.4563,0.4675,0.4155,-0.01461,0.00039,0.00065,0.0295,0.0174,0.0064,0.000341855,-0.015736927,0.019307352
0.09,0.03,-0.01,-0.078672099,-0.011148505,0.05177143,0.3773,0.4563,0.4675,-0.06108,-0.01461,0.00039,-0.0372,0.0295,0.0174,0.077821584,0.000341855,-0.015736927
0.18,0.09,0.03,-0.01564221,-0.078672099,-0.011148505,0.3616,0.3773,0.4563,-0.10747,-0.06108,-0.01461,0.0103,-0.0372,0.0295,0.025019272,0.077821584,0.000341855
0.21,0.18,0.09,0.035166631,-0.01564221,-0.078672099,0.3969,0.3616,0.3773,-0.02706,-0.10747,-0.06108,0.0081,0.0103,-0.0372,-0.001267263,0.025019272,0.077821584
0.2,0.21,0.18,0.036249529,0.035166631,-0.01564221,0.4333,0.3969,0.3616,0.01843,-0.02706,-0.10747,-0.0052,0.0081,0.0103,0.028977877,-0.001267263,0.025019272
0.15,0.2,0.21,0.069474722,0.036249529,0.035166631,0.5031,0.4333,0.3969,0.00023,0.01843,-0.02706,0.0812,-0.0052,0.0081,-0.029647968,0.028977877,-0.001267263
0.11,0.15,0.2,0.055008046,0.069474722,0.036249529,0.5584,0.5031,0.4333,-0.02547,0.00023,0.01843,-0.0308,0.0812,-0.0052,0.024611728,-0.029647968,0.028977877
0.06,0.11,0.15,-0.005370158,0.055008046,0.069474722,0.553,0.5584,0.5031,-0.01016,-0.02547,0.00023,0.0404,-0.0308,0.0812,0.034065838,0.024611728,-0.029647968
0.04,0.06,0.11,0.023268602,-0.005370158,0.055008046,0.5764,0.553,0.5584,-0.00536,-0.01016,-0.02547,0.0133,0.0404,-0.0308,0.004464694,0.034065838,0.024611728
0.02,0.04,0.06,0.098682208,0.023268602,-0.005370158,0.6757,0.5764,0.553,-0.01107,-0.00536,-0.01016,-0.0132,0.0133,0.0404,0.016450496,0.004464694,0.034065838
0.02,0.02,0.04,0.106126191,0.098682208,0.023268602,0.7826,0.6757,0.5764,-0.01054,-0.01107,-0.00536,-0.0203,-0.0132,0.0133,-0.0121653,0.016450496,0.004464694
0.05,0.02,0.02,0.070225558,0.106126191,0.098682208,0.8534,0.7826,0.6757,-0.02432,-0.01054,-0.01107,0.0273,-0.0203,-0.0132,0.020437506,-0.0121653,0.016450496
0.04,0.05,0.02,0.024190606,0.070225558,0.106126191,0.8778,0.8534,0.7826,-0.01639,-0.02432,-0.01054,0.0261,0.0273,-0.0203,0.006118685,0.020437506,-0.0121653
0,0.04,0.05,0.030725529,0.024190606,0.070225558,0.9088,0.8778,0.8534,-0.00132,-0.01639,-0.02432,0.0292,0.0261,0.0273,-0.009126187,0.006118685,0.020437506
-0.04,0,0.04,0.061422751,0.030725529,0.024190606,0.9708,0.9088,0.8778,-0.01191,-0.00132,-0.01639,-0.0329,0.0292,0.0261,0.001755733,-0.009126187,0.006118685
-0.07,-0.04,0,0.072074073,0.061422751,0.030725529,1.0436,0.9708,0.9088,0.02792,-0.01191,-0.00132,-0.0215,-0.0329,0.0292,-0.010014794,0.001755733,-0.009126187
-0.12,-0.07,-0.04,0.085174457,0.072074073,0.061422751,1.1297,1.0436,0.9708,0.07276,0.02792,-0.01191,-0.0187,-0.0215,-0.0329,0.023660589,-0.010014794,0.001755733
-0.15,-0.12,-0.07,0.024223381,0.085174457,0.072074073,1.1542,1.1297,1.0436,0.1367,0.07276,0.02792,0.0341,-0.0187,-0.0215,-0.00891698,0.023660589,-0.010014794
-0.15,-0.15,-0.12,-0.00790903,0.024223381,0.085174457,1.1462,1.1542,1.1297,0.00014,0.1367,0.07276,0.0093,0.0341,-0.0187,0.006863119,-0.00891698,0.023660589
-0.13,-1.50E-01,-0.15,9.88667E-05,-0.00790903,0.024223381,1.1463,1.1462,1.1542,0.00379,0.00014,0.1367,0.0073,0.0093,0.0341,0.027095469,0.006863119,-0.00891698
-0.13,-0.13,-0.15,0.017695572,9.88667E-05,-0.00790903,1.1642,1.1463,1.1462,0.02433,0.00379,0.00014,-0.0767,0.0073,0.0093,-0.057101134,0.027095469,0.006863119
-0.1,-0.13,-0.13,0.008698351,0.017695572,9.88667E-05,1.173,1.1642,1.1463,0.08159,0.02433,0.00379,-0.0795,-0.0767,0.0073,-0.023061185,-0.057101134,0.027095469
-0.09,-0.1,-0.13,-0.012256986,0.008698351,0.017695572,1.1606,1.173,1.1642,0.12787,0.08159,0.02433,0.0694,-0.0795,-0.0767,0.0266087,-0.023061185,-0.057101134
-0.11,-0.09,-0.1,-0.005041616,-0.012256986,0.008698351,1.1555,1.1606,1.173,-0.11274,0.12787,0.08159,-0.016,0.0694,-0.0795,0.056261356,0.0266087,-0.023061185
-0.16,-0.11,-0.09,0.014234496,-0.005041616,-0.012256986,1.1699,1.1555,1.1606,-0.00487,-0.11274,0.12787,0.0359,-0.016,0.0694,-0.00386167,0.056261356,0.0266087
-0.25,-0.16,-0.11,0.018580876,0.014234496,-0.005041616,1.1887,1.1699,1.1555,0.10751,-0.00487,-0.11274,0.0224,0.0359,-0.016,-0.000766543,-0.00386167,0.056261356
-0.32,-0.25,-0.16,-0.048732728,0.018580876,0.014234496,1.1394,1.1887,1.1699,0.059,0.10751,-0.00487,-0.006,0.0224,0.0359,-0.006100846,-0.000766543,-0.00386167
-0.37,-0.32,-0.25,-0.071412113,-0.048732728,0.018580876,1.0672,1.1394,1.1887,-0.00426,0.059,0.10751,-0.028,-0.006,0.0224,-0.028729786,-0.006100846,-0.000766543
-0.36,-0.37,-0.32,-0.092159382,-0.071412113,-0.048732728,0.9741,1.0672,1.1394,0.00525,-0.00426,0.059,-0.0421,-0.028,-0.006,-0.033696709,-0.028729786,-0.006100846
-0.32,-0.36,-0.37,-0.104933416,-0.092159382,-0.071412113,0.8682,0.9741,1.0672,0.06865,0.00525,-0.00426,0.0538,-0.0421,-0.028,-0.013481522,-0.033696709,-0.028729786
-0.26,-0.32,-0.36,-0.076664037,-0.104933416,-0.092159382,0.7909,0.8682,0.9741,0.02961,0.06865,0.00525,0.0294,0.0538,-0.0421,-0.036913468,-0.013481522,-0.033696709
-0.16,-0.26,-0.32,-0.02758566,-0.076664037,-0.104933416,0.7631,0.7909,0.8682,0.01378,0.02961,0.06865,-0.0459,0.0294,0.0538,0.011043335,-0.036913468,-0.013481522
-0.07,-0.16,-0.26,0.065577904,-0.02758566,-0.076664037,0.8292,0.7631,0.7909,-0.04224,0.01378,0.02961,-0.0501,-0.0459,0.0294,0.042523065,0.011043335,-0.036913468
0,-0.07,-0.16,0.078418741,0.065577904,-0.02758566,0.9083,0.8292,0.7631,-0.03598,-0.04224,0.01378,-0.0226,-0.0501,-0.0459,0.008008061,0.042523065,0.011043335
0.02,0,-0.07,0.014665706,0.078418741,0.065577904,0.9231,0.9083,0.8292,-0.02,-0.03598,-0.04224,-0.0274,-0.0226,-0.0501,0.032197916,0.008008061,0.042523065
0.02,0.02,0,-0.030126482,0.014665706,0.078418741,0.8927,0.9231,0.9083,-0.02,-0.02,-0.03598,-0.066,-0.0274,-0.0226,-0.021055535,0.032197916,0.008008061
0,0.02,0.02,-0.092814886,-0.030126482,0.014665706,0.7991,0.8927,0.9231,-0.02,-0.02,-0.02,0.0259,-0.066,-0.0274,0.010902315,-0.021055535,0.032197916
-0.02,0,0.02,-0.12656929,-0.092814886,-0.030126482,0.6716,0.7991,0.8927,-0.01,-0.02,-0.02,-0.0545,0.0259,-0.066,0.025807197,0.010902315,-0.021055535
-0.04,-0.02,0,-0.149707323,-0.12656929,-0.092814886,0.521,0.6716,0.7991,-0.01,-0.01,-0.02,0.0441,-0.0545,0.0259,-0.04645383,0.025807197,0.010902315
-0.02,-0.04,-0.02,-0.021589859,-0.149707323,-0.12656929,0.4993,0.521,0.6716,0.01,-0.01,-0.01,-0.1445,0.0441,-0.0545,0.016864077,-0.04645383,0.025807197
0.05,-0.02,-0.04,0.071815503,-0.021589859,-0.149707323,0.5715,0.4993,0.521,0.01,0.01,-0.01,0.0744,-0.1445,0.0441,-0.013481579,0.016864077,-0.04645383
