new ct
0.230430042
0.873654489
-1.724484984
-0.615561174
1.744229582
0.2492659
-0.178761539
1.428641179
-1.960362874
1.565739932
-0.964444248
1.862568788
-1.232975816
0.589236198
2.098588104
-0.954678301
1.674782622
-0.028005516
-1.235601276
0.570575474
1.032177297
-0.063866412
-1.537452558
-0.627083012
1.257567072
2.976254325
-0.713029877
1.137105429
0.132945312
0.246571068
-4.425847708
-0.054581874
-0.547784623
0.199387224
-1.255135745
-1.560293358
-0.733675838
0.834360317
-0.294746594
0.353780662
0.840743735
-1.801391504
-0.680245625
-3.078088167
2.377742873
-0.486935714
0.825122347
-2.800765378
-4.23063061
-0.865893333
1.132087384
-1.484497911
3.110430477
2.806828147
-1.399055177
-1.36054801
-0.361590277
-2.34830633
-1.321425883
-0.898343826
2.049771715
-2.2616571
2.861542258
3.538423049
-0.787906853
-0.289029897
1.445399876
0.590171648
-2.162373814
-2.42402925
0.990832495
1.632817133
1.009604329
3.365259811
1.19614744
2.294084502
-2.300181703
-3.891394213
1.314489079
-1.047489775
0.819084531
1.036643964
2.31260216
-1.45760189
1.124244011
0.125664324
1.8896601
-1.954846243
-2.30712556
2.10254246
2.399217383
-0.394824867
-1.34458755
1.935772845
-3.52048415
-0.219536661
-0.367220584
-0.690890567
0.017676491
1.631950899
3.358152152
-0.14131404
-0.529281686
-1.070071363
-3.263539344
-2.473305651
0.983288973
0.608835273
-2.982830856
3.118815768
1.072023191
-1.373905005
1.165546109
0.531875245
-1.371071568
-1.465249804
-0.481890259
1.937141389
-1.629525996
-0.890329186
2.705714124
0.212963467
-3.977629023
3.283642525
-1.419710938
-2.192364756
0.710515143
0.171858572
1.328103105
-2.251661154
2.261382292
-0.205063726
0.18310354
0.269562322
-1.555450138
0.346968587
1.213608278
1.010739023
0.9568338
0.056816829
1.344192071
-2.409142482
-1.227197156
2.64395776
-0.352655306
1.268082777
0.525395019
-3.109180971
-1.26332842
0.651198551
-5.342639773
0.347621945
-1.329870174
1.900566795
1.193584792
0.234800485
-0.280085738
3.230528153
3.409533597
-0.467488685
1.112292422
-2.904358816
-0.6456392
1.276100113
1.778350231
-1.173259531
2.080063347
0.173345931
-2.127718893
-1.070504514
-2.501587236
2.127199241
-2.259246073
0.361562038
-0.424261613
0.170198478
1.253484046
-1.078682398
2.056730064
-1.30167981
-0.40079367
-1.737768817
0.639816117
2.228068498
-0.235875596
-2.43139876
-0.384325186
1.347009872
-4.106232119
-1.501212164
4.512469897
-1.618333804
4.996936644
0.319129344
-3.078412647
0.37007423
0.198198178
0.082152877
2.194248881
0.171611264
-0.605162552
-2.071439292
-0.721083542
1.970853452
-0.345311208
-0.382089922
-0.981973165
3.044243885
-1.482420541
-1.906990822
-0.750247386
-0.432177903
-1.28349284
5.630283333
0.014069918
0.577516351
-2.131370085
-0.944700355
2.974721919
-1.302174866
-1.611559467
0.00190777
-3.872188085
-0.565222839
-3.157634669
0.158083533
0.772491773
-0.331017758
2.819118286
-0.427945381
-2.59470464
1.555569757
-1.753729591
-1.854912376
2.474232231
0.133556595
-0.1555532
-1.809073043
1.40800739
1.575112835
-1.757247342
1.321898984
-0.988970944
2.487660958
-2.428502828
2.807214497
-2.485665228
0.643155622
0.429123399
-4.914386277
-0.397112472
2.535318044
1.907918619
-0.715309754
1.276922064
-0.729021515
2.555626443
-3.748379019
-2.143991045
-0.493741861
-1.922925056
-1.135942632
-1.454402131
3.902218262
0.069357369
-2.433498132
-5.265905702
0.42514065
-4.460127388
1.050584462
-1.478818305
-0.841938565
-0.630193709
0.541464123
-0.905462848
2.315963899
-0.011543432
0.370670292
2.872091353
-1.403843177
2.080768133
2.266771241
-0.059554994
-0.224104849
-3.151319445
0.668676664
-0.685154841
-1.217390101
1.968651081
-0.733751674
0.277207036
0.21831573
-2.094848223
-0.986844496
5.222949865
-2.423399255
2.6975009
-1.46061353
-1.546579745
0.490637824
-2.366183696
1.270661992
2.596637093
-2.008029423
1.635298516
-2.49921332
-1.577021733
0.589542561
0.121671583
1.829171691
0.835206841
-1.711154564
2.233625305
-2.738319737
0.300747855
1.291427671
-1.573579484
-1.187897161
1.225276562
-1.710202479
0.667855873
2.667248114
-1.598447318
0.819841637
-1.694125084
-0.434157789
-0.818764348
0.105433773
-2.382202809
2.445113799
1.622411926
0.915633658
-1.424752902
1.237727465
-1.13627566
-0.394318079
-1.42815548
0.757626782
-0.828961313
0.145302093
-0.772921662
-0.458227447
-3.434507087
0.026488748
-2.937343948
0.362968253
-0.424526736
0.981137229
-2.144510292
0.312619394
-1.346164545
0.473108141
0.724010294
-3.069874018
-0.071188687
2.274549099
-1.446570143
-0.825111303
1.742398358
-0.129676701
0.959244296
0.312958912
0.660076268
-2.206662522
-1.952193953
2.131601017
0.578878491
2.114843391
-0.771918675
2.435934711
0.787002837
0.187891832
-4.411709058
1.137475764
1.500275315
-0.255708134
1.859074903
-1.811529132
2.060362352
-3.932984948
-2.719589685
-0.588831297
-0.581786311
-0.810904309
2.940937508
-1.626739698
-1.814578392
0.45338844
2.852556907
1.126138486
-1.95832737
-2.136840692
0.758747381
-3.433305402
0.907854384
1.980739106
-3.558871348
2.956117632
1.728659351
-1.237015637
-0.638966296
-0.241846628
-2.600163635
0.357209436
1.98254806
2.781172645
5.183052463
-3.773794261
-22.82751445
7.739586658
0.878972577
11.87338378
-1.170706943
0.027486644
1.196122645
-4.971246414
5.252568652
-4.199493105
0.181826159
1.600580218
